Symbol,Name
AA,Alcoa Corp
ABBV,Abbvie Inc
AFL,Aflac Inc
APA,Apa Corp
AXS,Axis Capital Holdings
BG,Bunge Ltd
BKR,Baker Hughes A Ge Co.
CERN,Cerner Corp
CI,Cigna Corp
CLR,Continental Resources
COP,Conocophillips
CVS,CVS Corp
CVX,Chevron Corp
DE,Deere & Company
DVN,Devon Energy Corp
EOG,Eog Resources
FANG,Diamondback Energy
FE,Firstenergy Corp
FNB,F.N.B. Corp
GL,Globe Life Inc
HAL,Halliburton Company
LNG,Cheniere Energy
MET,Metlife Inc
MRO,Marathon Oil Corp
NEM,Newmont Mining Corp
NOC,Northrop Grumman Corp
OXY,Occidental Petroleum 
PCAR,Paccar Inc
PXD,Pioneer Natural Resou
RE,Everest Re Group
RTX,Raytheon Technologies
TRGP,Targa Resources
TRV,The Travelers Compani
TSN,Tyson Foods
VLO,Valero Energy Corp
VRTX,Vertex Pharmaceutic
WTFC,Wintrust Financial Co
XOM,Exxon Mobil Corp
ZION,Zions Bancorp
