Symbol,Name,Sector,sss_value,close,appearance_counter
SID,Companhia Siderurgica Nacional ,Basic Materials,1424.47252,8.97,183.3075
TSM,Taiwan Semiconductor Manufactur,Technology,0.03336,116.82,154.7494
LEN.B,Lennar Corporation,Consumer Cyclical,154.71928,74.72,143.3481
LEN,Lennar Corporation,Consumer Cyclical,301.63073,94.97,138.8948
DHI,D.R. Horton  Inc.,Consumer Cyclical,3693.9502,91.33,123.9891
PHI,PLDT Inc. Sponsored,Communication Services,11.4257,27.35,121.0345
ELP,Companhia Paranaense de Energia,Utilities,46.53549,5.87,118.4442
ORAN,Orange,Communication Services,2351.43139,12.87,104.0249
TX,Ternium S.A. Ternium S.A.,Basic Materials,128.07694,37.25,96.2573
BABA,Alibaba Group Holding Limited,Consumer Cyclical,120.37534,217.04,95.0216
CEPU,Central Puerto S.A.,Utilities,0.01496,2.48,90.5211
NUE,Nucor Corporation,Basic Materials,1067.80442,107.07,87.3192
VALE,VALE S.A.,Basic Materials,0.92554,22.4,85.4308
CI,Cigna Corporation,Healthcare,4732.68256,256.97,74.9105
LPX,Louisiana-Pacific Corporation,Industrials,849.97135,64.94,73.8368
KGC,Kinross Gold Corporation,Basic Materials,546.37606,7.89,73.6593
MHO,M/I Homes  Inc.,Consumer Cyclical,155.44316,66.87,68.1636
TM,Toyota Motor Corporation,Consumer Cyclical,432.09153,179.67,66.9629
SKM,SK Telecom Co.  Ltd.,Communication Services,5.54293,32.5,65.9276
SBSW,D/B/A Sibanye-Stillwater Limite,Basic Materials,39.64437,19.08,62.3737
INTC,Intel Corporation,Technology,19538.48081,56.24,59.6899
ASX,ASE Technology Holding Co.  Ltd,Technology,3.86485,8.06,58.5933
LMT,Lockheed Martin Corporation,Industrials,3607006.51228,387.35,58.1118
LOMA,Loma Negra Compania Industrial ,Basic Materials,4.482,6.85,57.736
MTH,Meritage Homes Corporation,Consumer Cyclical,154.02033,103.26,55.0783
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,1.16047,33.35,54.7827
BBY,Best Buy Co.  Inc.,Consumer Cyclical,98492.0029,115.56,54.1805
PGR,Progressive Corporation (The),Financial Services,529066.49114,99.96,54.1576
LDOS,Leidos Holdings  Inc.,Technology,135182.52818,103.54,53.5625
CCS,Century Communities  Inc.,Consumer Cyclical,446.09842,76.24,51.8692
MFC,Manulife Financial Corporation,Financial Services,68.18987,20.89,51.6013
CIG,Comp En De Mn Cemig,Utilities,128.83066,2.64,51.2723
CDW,CDW Corporation,Technology,4095735.39213,165.28,50.809
SONY,Sony Group Corporation,Technology,3614.34085,98.75,50.1936
GGB,Gerdau S.A.,Basic Materials,293.98743,6.45,49.4697
AKAM,Akamai Technologies  Inc.,Technology,464421.2071,114.56,49.2098
VIV,Telefonica Brasil S.A.,Communication Services,375.76573,8.88,48.768
MBT,Mobile TeleSystems PJSC,Communication Services,3479584.18328,9.14,47.4979
QDEL,Quidel Corporation,Healthcare,0.06819,107.84,46.9482
STLD,Steel Dynamics  Inc.,Basic Materials,114258.78804,64.22,46.6653
DGX,Quest Diagnostics Incorporated,Healthcare,10354.57356,128.14,46.5463
MATX,Matson  Inc.,Industrials,192.13944,62.65,42.2527
SBS,Companhia de saneamento Basico ,Utilities,126.68037,7.67,42.1818
CHT,Chunghwa Telecom Co.  Ltd.,Communication Services,30.84719,41.23,42.0256
COF,Capital One Financial Corporati,Financial Services,2698943.89469,166.29,41.705
ZION,Zions Bancorporation N.A.,Financial Services,2955.0514,58.29,41.6545
ABEV,Ambev S.A.,Consumer Defensive,208299.01532,3.79,41.3777
LOGI,Logitech International S.A. - R,Technology,674024.99283,130.08,41.1085
RS,Reliance Steel & Aluminum Co.,Basic Materials,7098.17487,169.48,40.4768
BPOP,Popular  Inc.,Financial Services,240559.80955,81.81,39.6512
LGIH,LGI Homes  Inc.,Consumer Cyclical,12732.29527,171.55,39.1821
WSM,Williams-Sonoma  Inc.,Consumer Cyclical,110552.74731,164.21,38.1543
BRK.B,Berkshire Hathaway Inc. New,Financial Services,1629.42687,291.97,37.6907
MPLX,MPLX LP,Energy,1064936.91728,29.04,37.5069
CE,Celanese Corporation Celanese C,Basic Materials,3014683.44083,167.12,37.2163
WIT,Wipro Limited,Technology,4472.5373,8.01,36.0934
NVR,NVR  Inc.,Consumer Cyclical,288635.90751,4747.07,35.667
HOLX,Hologic  Inc.,Healthcare,7754.79344,60.98,35.3127
RIO,Rio Tinto Plc,Basic Materials,211666.37182,88.51,35.2799
