Symbol,Name
AA,Alcoa Corp
AAPL,Apple Inc
ABBV,Abbvie Inc
ABC,Amerisourcebergen Cor
ACC,American Campus Commu
ADM,Archer Daniels Midlan
AEE,Ameren Corp
AEP,American Electric Pow
AFG,American Financial Gr
AFL,Aflac Inc
AGCO,Agco Corp
AIG,American Internationa
AIRC,Apartment Income REIT
AIZ,Assurant Inc
AJG,Arthur J. Gallagher &
AKAM,Akamai Technologies
ALL,Allstate Corp
AM,Antero Midstream Corp
AMGN,Amgen Inc
ANET,Arista Networks Inc
ANTM,Anthem Inc
APA,Apa Corp
ARMK,Aramark Holdings Corp
ATO,Atmos Energy Corp
AVB,Avalonbay Communities
AVGO,Broadcom Ltd
AXS,Axis Capital Holdings
AZN,Astrazeneca Plc ADR
AZO,Autozone
AZPN,Aspen Technology
BG,Bunge Ltd
BMY,Bristol-Myers Squibb 
BRO,Brown & Brown
BXP,Boston Properties
CAH,Cardinal Health
CB,Chubb Ltd
CDK,Cdk Global Inc
CEG,Constellation Energy 
CF,Cf Industries Holding
CI,Cigna Corp
CINF,Cincinnati Financial
CLF,Cleveland-Cliffs Inc
CLR,Continental Resources
CMS,Cms Energy Corp
CNA,CNA Financial Corp
CNP,Centerpoint Energy In
COHR,Coherent Inc
COST,Costco Wholesale
CPT,Camden Property Trust
CTRA,Coterra Energy Inc
CTVA,Corteva Inc
CVX,Chevron Corp
CW,Curtiss-Wright Corp
D,Dominion Resources
DE,Deere & Company
DINO,HF Sinclair Corp
DLTR,Dollar Tree Inc
DOW,Dow Inc
DOX,Amdocs Ltd Ord
DTE,Dte Energy Company
DTM,Dt Midstream Inc
DUK,Duke Energy Corp
ED,Consolidated Edison C
EIX,Edison International
EPR,Entertainment Propert
EQR,Equity Residential
EQT,Eqt Corp
ETR,Entergy Corp
EXC,Exelon Corp
EXEL,Exelixis Inc
EXR,Extra Space Storage I
FCN,Fti Consulting
FCX,Freeport-Mcmoran Inc
FE,Firstenergy Corp
FHN,First Horizon Corp
FMC,FMC Corp
FR,First Industrial Real
FWONA,Liberty Media F1 Seri
FWONK,Liberty Media F1 Seri
GD,General Dynamics Corp
GDDY,Godaddy Inc
GO,Grocery Outlet Holdin
GWW,W.W. Grainger
H,Hyatt Hotels Corp
HAL,Halliburton Company
HEI,Heico Corp
HES,Hess Corp
HHC,Howard Hughes Corp
HIG,Hartford Financial Se
HLT,Hilton Inc
HRL,Hormel Foods Corp
HSIC,Henry Schein Inc
HST,Host Marriott Financi
HSY,Hershey Foods Corp
IDA,Idacorp Inc
INCY,Incyte Corp
IRM,Iron Mountain Inc
JAZZ,Jazz Pharma Plc
JKHY,Jack Henry & Assoc
JNJ,Johnson & Johnson
JNPR,Juniper Networks
KHC,Kraft Heinz Company
KMI,Kinder Morgan
KO,Coca-Cola Company
KR,Kroger Company
LDOS,Leidos Holdings Inc
LHX,L3Harris Technologies
LLY,Eli Lilly and Company
LMT,Lockheed Martin Corp
LNG,Cheniere Energy
LNT,Alliant Energy Corp
LOPE,Grand Canyon Educati
LPLA,Lpl Financial Holding
LSI,Life Storage
MAA,Mid-America Apartment
MAR,Marriot Int Cl A
MCK,Mckesson Corp
MET,Metlife Inc
MKL,Markel Corp
MNDT,Mandiant Inc
MO,Altria Group
MOS,Mosaic Company
MPC,Marathon Petroleum Co
MRCY,Mercury Sys Inc
MRK,Merck & Company
MRO,Marathon Oil Corp
MSP,Datto Holding Corp
NEM,Newmont Mining Corp
NFE,New Fortress Energy L
NFG,National Fuel Gas Com
NI,NiSource Inc
NOC,Northrop Grumman Corp
NUE,Nucor Corp
OGE,Oge Energy Corp
OKE,Oneok Inc
OXY,Occidental Petroleum 
PANW,Palo Alto Networks In
PAYX,Paychex Inc
PEG,Public Service Enterp
PFG,Principal Financial G
PGR,Progressive Corp
PKG,Packaging Corp of Ame
PLD,Prologis Inc
PNW,Pinnacle West Capital
PRU,Prudential Financial 
PSA,Public Storage
PSTG,Pure Storage Inc
RE,Everest Re Group
REGN,Regeneron Pharmaceuti
REXR,Rexford Industrial Re
RGLD,Royal Gold Inc
RJF,Raymond James Financi
RYN,Rayonier Inc REIT
SIRI,Sirius XM Holdings
SLGN,Silgan Holdings
SO,Southern Company
SRE,Sempra
STE,Steris Corp
STLD,Steel Dynamics Inc
SWCH,Switch Inc
SYY,Sysco Corp
THG,The Hanover Insurance
TMX,Terminix Global Hldgs
TRGP,Targa Resources
TRV,The Travelers Compani
UDR,United Dominion Realt
UNH,Unitedhealth Group In
UNM,Unumprovident Corp
VIRT,Virtu Financial Cm A
VLO,Valero Energy Corp
VRTX,Vertex Pharmaceutic
VST,Vistra Energy Corp
VTR,Ventas Inc
WEC,Wisconsin Energy Corp
WELL,Welltower Inc
WLK,Westlake Corp
WMB,Williams Companies
WPC,W.P. Carey & Co. Llc
WRB,W.R. Berkley Corp
WWE,World Wrestling Enter
X,United States Steel C
XEL,XCEL Energy Inc
XOM,Exxon Mobil Corp
