Symbol,Name
A,Agilent Technologies
ABBV,Abbvie Inc
ABC,Amerisourcebergen Cor
ABMD,Abiomed Inc
ACGL,Arch Capital Grp Ltd
ACHC,Acadia Healthcr Compa
ACM,Aecom Technology Corp
ADP,Automatic Data Procs
ADT,ADT Inc
AES,The Aes Corp
AFL,Aflac Inc
AGCO,Agco Corp
AGO,Assured Guaranty Ltd
AIG,American Internationa
AJG,Arthur J. Gallagher &
ALGM,Allegro Microsystems 
ALNY,Alnylam Pharmaceutica
ALSN,Allison Transmission 
AM,Antero Midstream Corp
AME,Ametek Inc
AMG,Affiliated Managers G
AMGN,Amgen Inc
ANET,Arista Networks Inc
AON,AON Plc
APD,Air Products and Chem
APH,Amphenol Corp
APO,Apollo Asset Manageme
ARMK,Aramark Holdings Corp
ASH,Ashland Inc
AXON,Axon Enterprise Inc
AZO,Autozone
BA,Boeing Company
BAH,Booz Allen Hamilton H
BMRN,Biomarin Pharmaceutic
BMY,Bristol-Myers Squibb 
BSX,Boston Scientific Cor
BWXT,Bwx Technologies Inc
CACI,Caci International
CAG,Conagra Brands Inc
CAH,Cardinal Health
CARR,Carrier Global Corp
CAT,Caterpillar Inc
CB,Chubb Ltd
CBOE,CBOE Global Markets I
CDW,CDW Corp
CHDN,Churchill Downs IN
CI,Cigna Corp
CMG,Chipotle Mexican Gril
CMI,Cummins Inc
COLM,Columbia Sprtswr
CPA,Copa Holdings S.A.
CPB,Campbell Soup Company
CSGP,Costar Group Inc
CTAS,Cintas Corp
CW,Curtiss-Wright Corp
DCI,Donaldson Company
DE,Deere & Company
DECK,Deckers Outdoor Corp
DGX,Quest Diagnostics Inc
DHI,D.R. Horton
DKS,Dick's Sporting Goods
DOV,Dover Corp
DXCM,Dexcom Inc
EHC,Encompass Health Corp
ELV,Elevance Health Inc
EMR,Emerson Electric Comp
ENPH,Enphase Energy Inc
EQH,Axa Equitable Holding
ERIE,Erie Indemnity Compan
ETN,Eaton Corp
ETSY,Etsy Inc
FDS,Factset Research Syst
FICO,Fair Isaac and Compan
FIVE,Five Below Inc
FLO,Flowers Foods
FMC,FMC Corp
FSLR,First Solar Inc
FTV,Fortive Corp
GD,General Dynamics Corp
GE,General Electric Comp
GILD,Gilead Sciences Inc
GIS,General Mills
GL,Globe Life Inc
GLPI,Gaming & Leisure
GMED,Globus Medical Inc
GPC,Genuine Parts Company
GPS,Gap Inc
H,Hyatt Hotels Corp
HCA,Hca Holdings Inc
HD,Home Depot
HEI,Heico Corp
HIG,Hartford Financial Se
HOG,Harley-Davidson Inc
HON,Honeywell Internation
HSY,Hershey Foods Corp
HUM,Humana Inc
HWM,Howmet Aerospace Inc
IBKR,Interactive Brokers
IBM,International Busines
IEX,Idex Corp
IPG,Interpublic Group of 
IR,Ingersoll Rand Inc
ISRG,Intuitive Surg Inc
IT,Gartner Inc
ITT,ITT Inc
ITW,Illinois Tool Works I
JBL,Jabil Circuit
JCI,Johnson Controls Intl
JNPR,Juniper Networks
KEX,Kirby Corp
KEYS,Keysight Technologies
KMPR,Kemper Corp
KNX,Knight-Swift Transpor
LECO,Lincoln Elec Holdings
LEN,Lennar Corp
LII,Lennox International
LIN,Linde Plc
LKQ,LKQ Corp
LLY,Eli Lilly and Company
LMT,Lockheed Martin Corp
LNG,Cheniere Energy
LSCC,Lattice Semicond
LSTR,Landstar System
LULU,Lululemon Athletica
LVS,Las Vegas Sands
LW,Lamb Weston Holdings 
MCD,McDonald's Corp
MCHP,Microchip Technology
MCK,Mckesson Corp
MDU,Mdu Res Group Inc
MET,Metlife Inc
MMC,Marsh & Mclennan Comp
MNST,Monster Beverage Cp
MRK,Merck & Company
MRNA,Moderna Inc
MRTX,Mirati Therapeutics
MS,Morgan Stanley
MSA,Msa Safety Inc
MSCI,MSCI Inc
MSI,Motorola Solutions
MSM,Msc Industrial Direct
MTD,Mettler-Toledo Intern
NATI,Natl Instruments Cor
NBIX,Neurocrine Bioscienc
NDAQ,Nasdaq Inc
NDSN,Nordson Corp
NFLX,Netflix Inc
NOC,Northrop Grumman Corp
NTNX,Nutanix Inc
NUE,Nucor Corp
NVT,Nvent Electric Plc
OMC,Omnicom Group Inc
ON,On Semiconductor
ORI,Old Republic Internat
ORLY,O'Reilly Automotive
PCAR,Paccar Inc
PCG,Pacific Gas & Electri
PDD,Pinduoduo Inc ADR
PEN,Penumbra Inc
PEP,Pepsico Inc
PFG,Principal Financial G
PFGC,Performance Food Grou
PGR,Progressive Corp
PODD,Insulet Corp
POST,Post Holdings Inc
PWR,Quanta Services
RE,Everest Re Group
REGN,Regeneron Pharmaceuti
REYN,Reynolds Consumer Pro
RL,Ralph Lauren Corp
RNR,Renaissancere Holding
ROK,Rockwell Automation I
ROST,Ross Stores Inc
