"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:ABRA,ABRA TECH,Technology,Israel,240773486.1997656,18581400.0,-12050466.6666667,-39289933.3333333,103189000.0,6835000.0,-167260000.0,6835000.0,-167260000.0,103189000.0,18581400.0,-12050466.6666667,103189000.0,6835000.0,6835000.0,103189000.0,0.5791156,0.5791156,10.90781,10.90781,10.90781,0.8833369,3.6359367,-47.4547944,8.7411328,3722499.4046278,8704000.0,-4912466.6666667,8704000.0,0.06624,0.0,0.0,0.0,0.0,0.0478514,0.39547,0.0938,0,0.111,390.5,0.0002843,0.4147883,75283400,6835000,0.0907903,650,59745642,9115065170,10515.3846154,-0.863,11.99,-0.5048293,7.2139752,-0.5048293,7.2139752,-0.7734573,0.1726543,10.7959938,33.1072576,-14.1026655,7090.8581082,5831066.6666667,4187000.0,10.2460915,14.2693199,14.2693199,0.2857437,0.6777533,0.6777533,0.8242578,USD,ILS,1.0,0.3054407,28.765402,241.88435,159.01178,105.64151,0.2531666,281.8292,457,373.9406,4.4283504,38.5590989,-14.5514223,1.240741,3.6482692,19.1070825,2.8399083,0.308723,0.0095012,0.114232,0.1139259,10.604971,2.469171,2.8499083,0.0195012,0.1239259,2.479171,2.6645397,153838800.0,274122466.6666667,274122466.6666667,119105200.0,157543066.6666667,157543066.6666667,0.1249341,0.143385,65249333.3333333,61113333.3333333,61113333.3333333,34964600.0,112550933.3333333,112550933.3333333,6.9588955,None
TLV:ACCL,ACCEL SOLUTIONS GR,Technology,Israel,195265988087.53445,54300466.6666667,-2694666.6666667,-139257266.6666667,73053000.0,1048000.0,-12888000.0,1048000.0,-12888000.0,73053000.0,54300466.6666667,-2694666.6666667,73053000.0,1048000.0,1048000.0,73053000.0,0.558651,0.558651,44.2125413,44.2125413,44.2125413,0.8611995,14.7375138,9.9543124,9.7260507,4295978.3675974,4493000.0,3633800.0,4493000.0,0.01434,0.0,0.0,0.0,0.0,0.0181943,0.40308,0.21735,0,0.012,170.4,7.04e-05,0.6775868,118581000,1048000,0.0088378,25,40802295,6291320418,41920.0,-0.5409642,0.463,-0.5409642,27.754089,-0.5409642,27.754089,-0.5409642,0.1959036,7.2857723,27.2421697,-81.7291428,1223.55376,-630000.0,-6969000.0,154.4030761,58548.2793937,58548.2793937,1.3590111,0.8127669,0.8127669,0.9025358,USD,ILS,1.0,0.3054407,64.3205,173.616,4.602,47.5795,0.0470163,138.7,299,205.05106,-16.8987471,22.8550829,-43.0100334,0.3955084,0.3965084,3.9683596,2.3961256,0.6177155,0.2421331,0.0037273,0.0288258,2.4546855,2.0880627,2.4061256,0.2521331,0.0388258,2.0980627,2.2520942,48098400.0,98767200.0,98767200.0,25943866.6666667,52459333.3333333,52459333.3333333,0.1106108,0.1199774,14586866.6666667,34133266.6666667,34133266.6666667,19959600.0,40380600.0,40380600.0,9.7260246,None
TLV:ACE,ACE CAPITAL RETAIL,Consumer Cyclical,Israel,364325.7331692,624690800.0,24388000.0,67006933.3333333,740705000.0,38497000.0,300433000.0,38497000.0,300433000.0,740705000.0,624690800.0,24388000.0,740705000.0,38497000.0,38497000.0,740705000.0,0.3213236,0.3213236,3.339392,3.339392,3.339392,0.18127,3.339392,3.1710853,2.7746954,100060586.0142554,125076000.0,90677866.6666667,125076000.0,0.05197,0.0,0.0,0.0,0.0,0.0396971,0.81862,0.013,0,1.747,1900,0.0009195,0.993853,23015000,38497000,1.6726917,990,237974645,13426760470,38885.8585859,1.1683549,0.054,1.8116008,0.1130006,1.8116008,0.1130006,1.3291664,2.02201,0.0687502,2.872025,106.3494113,106.3494113,101393266.6666667,129238000.0,2.3470458,1.8413674,1.8413674,6.4868547,5.031077,5.031077,2.2440062,USD,ILS,1.0,0.3054407,36.3477,86.8998,0,0,134.8345106,1600,2198,1904.4755,-3.0175403,18.75,-13.5577798,1.0033445,1.0202354,1.1623782,1.2026306,0.145016,0.1644158,0.0,0.0,0.7511749,0.7949756,1.2126306,0.1744158,0.01,0.8049756,1.0088031,657340000.0,787400800.0,787400800.0,87605933.3333333,132533533.3333333,132533533.3333333,0.1488912,0.3904699,-65869733.3333333,-61441400.0,-61441400.0,569734066.6666666,654867266.6666666,654867266.6666666,3.7553162,None
TLV:ACKR,ACKERSTEIN GROUP L,Basic Materials,Israel,7244708.5196181,677903000.0,66501428.5714286,599592666.6666666,628905000.0,32549000.0,1124412000.0,32549000.0,1124412000.0,628905000.0,677903000.0,66501428.5714286,628905000.0,32549000.0,32549000.0,628905000.0,0.5018391,0.5018391,4.4601419,4.4601419,4.4601419,0.5130055,4.4601419,3.5095136,3.528445,91579007.745866,90591000.0,100188857.1428571,90591000.0,0.10364,0.0,0.0,0.0,0.0,0.0692229,0.08695,0.73914,0,0.259,378,0.0006852,0.3764017,287510016,67101000,0.2333867,561,324865203,33212488782,119609.6256684,3.6665,-0.0246,-0.1476352,-0.041651,-0.1476352,-0.041651,2.7129662,15.9648477,-0.0288627,0.2433337,-0.1690205,721.2838527,91234428.5714286,61052000.0,3.5607742,5.321123,5.321123,0.8635323,0.815959,0.815959,0.9043045,USD,ILS,1.0,0.3054407,0,0,0,0,-0.1099082,373.7,499,429.1948,-11.9281035,1.1506556,-24.248497,0.0686353,0.0696353,2.16738,2.2275795,0.4948272,0.0027272,2.2333462,2.1633494,1.4945437,1.5066915,2.2375795,0.0127272,2.1733494,1.5166915,1.8771355,1309235333.3333333,1445623333.3333333,1445623333.3333333,706919000.0,762721571.4285715,762721571.4285715,0.1225155,0.1426748,151716333.3333333,177123000.0,177123000.0,602316333.3333334,649569000.0,649569000.0,5.705968,None
TLV:ADGR,ADGAR INVEST & DEV,Real Estate,Israel,95062632754.1255,73339142.4871533,13745890.3610933,257225399.0269267,77431355.5349,7508037.8467,1032821459.1498001,7508037.8467,1032821459.1498001,77431355.5349,73339142.4871533,13745890.3610933,77431355.5349,7508037.8467,7508037.8467,77431355.5349,4.8586452,4.8586452,13.3721551,13.3721551,13.3721551,1.3716579,13.3721551,6.1091194,6.1091086,201615286.0356982,201616000.0,184934000.0,201616000.0,0.09696,0.0488465,1.0,0.5083678,2.75,0.3351768,0.21516,0.51399,0,0.159,699.6,0.0002273,0.2658048,163544992,24581000,0.1503011,116,1231687501,34772489321,211905.1724138,-0.2025248,0.165,-0.2025248,0.0078743,-0.2025248,0.0078743,-0.2025248,0.2297475,0.1257186,3.7956816,-66.0272545,1514.5260961,24840433.2699067,26163134.0399,49.5839782,47.0772156,47.0772156,2.8738649,2.9047685,2.9047685,1.7053381,ILS,ILS,0.3054407,0.3054407,7.7043,7.3374,7.2151,6.9655,0.7689962,393.5,708.1,630.8182,10.9035852,77.7890724,-1.2003954,1.9459631,54.3009768,1.3551002,1.3450967,0.7054921,0.2536807,19.2696437,18.9297521,0.9694012,1.0264692,1.3550967,0.2636807,18.9397521,1.0364692,1.1957829,1433368899.6512935,1516585261.3187668,1516585261.3187668,370338316.7731133,388228630.17894,388228630.17894,0.1049506,0.1193392,-16947200.0,14387933.3333333,14387933.3333333,1057982034.9987334,1127823779.65732,1127823779.65732,4.46693,None
TLV:AFHL,AFCON HOLDINGS LTD,Technology,Israel,205.5020253,514060505.9273933,2999896.0164067,102341144.20642,576508630.8255,32663217.5766,440397229.7694,32663217.5766,440397229.7694,576508630.8255,514060505.9273933,2999896.0164067,576508630.8255,32663217.5766,32663217.5766,576508630.8255,0.1881515,0.1881515,2.8557822,2.8557822,2.8557822,0.158855,0.9519274,2.0934906,2.0161419,183233094.6892326,196773000.0,59031933.3333333,196773000.0,0.05666,0.0133374,2.75,0.058741,1.0,0.0616602,0.23153,0.63121,0,20.76,19760,0.0010506,0.5509138,5057400,106938000,21.144857,1209,355251089,29983323020,88451.6129032,0.207,0.19,0.2770422,0.0441587,0.2770422,0.0441587,0.2245105,4.9882543,0.1535397,4.1684138,12.7200362,12.7200362,19281575.4316133,60207554.4619,18.4243809,5.9004404,5.9004404,2.6974903,2.608644,2.608644,1.6161297,ILS,ILS,0.3054407,0.3054407,949.1046,215.99013,323.9852,323.9852,1.054838,9150,21920,19036.992,3.7979109,115.9562842,-9.8540146,1.6617071,21.0536255,1.3749333,1.3866969,0.2893463,0.1556796,3.3487037,2.8601903,1.5770729,1.630201,1.3966969,0.1656796,2.8701903,1.640201,1.518449,534709356.1084867,587418545.01252,587418545.01252,144142333.0184866,162603942.7095933,162603942.7095933,0.1556047,0.3008759,451985733.3333333,520320200.0,520320200.0,389167229.0873267,423578565.24088,423578565.24088,6.8260363,None
TLV:AFRE,AFRICA ISRAEL RESI,Real Estate,Israel,257057101485.64087,1262028800.0,103345466.6666667,837673666.6666666,1319077000.0,114008000.0,3364303000.0,114008000.0,3364303000.0,1319077000.0,1262028800.0,103345466.6666667,1319077000.0,114008000.0,114008000.0,1319077000.0,0.950226,0.950226,5.8782295,5.8782295,5.8782295,0.5151462,5.8782295,8.8782448,8.8790606,141120932.1395397,141095000.0,140603400.0,141095000.0,0.08767,0.0,0.0,0.0,0.0,0.0600971,0.32638,0.40238,0,9.14,16970,0.0005386,0.6230664,12643500,115608000,9.1436707,54,1253136417,67929757709,2140888.8888889,0.185,0.083,-0.0037277,0.1047708,-0.0037277,0.1047708,0.1378181,3.9623858,0.0884427,3.2239318,42.6520907,42.6520907,-58948600.0,-23682000.0,470.408482,529151.4304615,529151.4304615,2.4798428,2.5503548,2.5503548,1.597983,USD,ILS,1.0,0.3054407,118.6376,474.5507,395.4589,395.4589,0.9759605,8901,18830,16555.314,-0.0594318,90.6527356,-9.8778545,1.6253399,18.4359365,1.4038138,1.3925358,0.3425064,0.476872,26.8335049,22.9360271,1.1846965,1.0619143,1.4025358,0.486872,22.9460271,1.0719143,1.2372251,3752019266.6666665,3853513200.0,3853513200.0,1079275666.6666667,1085339933.3333333,1085339933.3333333,0.1295855,0.2050436,275594800.0,98660600.0,98660600.0,2672743600.0,2768173266.6666665,2768173266.6666665,4.0546126,None
TLV:AICS,AI CONVERSATION,Technology,Israel,1.3550554142629621e+34,196800.0,-9587600.0,-234270533.3333333,292000.0,-8604000.0,-977214000.0,-8604000.0,-977214000.0,292000.0,196800.0,-9587600.0,292000.0,-8604000.0,-8604000.0,292000.0,22.2107314,22.2107314,141.363944,141.363944,141.363944,20.8438952,47.1213147,-0.7486352,13266.3727359,-8582596.4912281,-8502000.0,-4668866.6666667,-8502000.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.72035,0,-0.922,224.4,-0.0041087,3.5698382,8879980,-8604000,-0.9689211,6,6485570,608641762,-1434000.0,1.1366249,-0.428,1.1366249,0.0,1.1366249,0.0,1.1366249,10.9112614,-0.321,0.2179,124.3716715,124.3716715,-5480800.0,-3910000.0,8450.7596108,16587.1376657,16587.1376657,0.2892291,0.6716417,0.6716417,0.8205375,USD,ILS,1.0,0.3054407,0,0,0,0,0.0108109,2.24,384.8,259.55447,-13.544159,9917.8571429,-41.6839917,1.1614387,2.4545836,8.275333,2.6092014,0.5446538,0.2000702,0.0,0.0,5.9601822,1.0701555,2.6192014,0.2100702,0.01,1.0801555,1.8496785,8848466.6666667,3275000.0,3275000.0,7592933.3333333,1976000.0,1976000.0,1e-06,1e-06,4387800.0,41200.0,41200.0,1255533.3333333,1299000.0,1299000.0,1e-05,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,99007.8302969,451618469.4805734,10219190.58804,74061407.9290867,472437653.7587,29727627.0089,346672140.093,29727627.0089,346672140.093,472437653.7587,451618469.4805734,10219190.58804,472437653.7587,29727627.0089,29727627.0089,472437653.7587,0.2623736,0.2623736,1.532162,1.532162,1.532162,0.0963865,1.532162,1.6231119,1.5929325,259651341.1742567,269307000.0,211488466.6666667,269307000.0,0.06292,0.0376449,1.0,0.1360068,2.75,0.1110732,0.11124,0.6094,0,9.24,4455,0.0020741,0.288357,10530700,101626000,9.6504506,1822,405770961,14908498130,55777.1679473,-0.572,0.004,0.2789938,0.0893829,0.2789938,0.0893829,-0.3592515,0.2140748,0.0253457,1.8420344,-4.2648723,23447.3606756,42900245.90152,21250425.8211,9.4584764,19.0947215,19.0947215,1.9712125,2.1863992,2.1863992,1.4796478,ILS,ILS,0.3054407,0.3054407,237.4001,189.9202,189.92009,170.92805,-0.4139588,4230,9691,6339.6016,-29.7274453,0.9361702,-54.0295119,0.0145028,0.0155028,1.5166854,1.4742701,0.7842052,0.0825038,0.4387329,0.3825314,1.317802,1.4068145,1.4842701,0.0925038,0.3925314,1.4168145,1.4505423,417521594.7090266,498253786.8006867,498253786.8006867,140453383.1455933,155410590.2347467,155410590.2347467,0.1596636,0.2912844,143587733.3333333,218945066.6666667,218945066.6666667,275250350.6933134,340691183.57002,340691183.57002,5.5158884,None
TLV:ALMD,ALLMED SOLUTIONS,Healthcare,Israel,24451054801.9738,3025919.5640467,-902903.0719133,-66721749.35894,3307922.781,211670.4051,-263115171.3196,211670.4051,-263115171.3196,3307922.781,3025919.5640467,-902903.0719133,3307922.781,211670.4051,211670.4051,3307922.781,1.2348968,1.2348968,28.7623336,28.7623336,28.7623336,1.2845545,28.7623336,-1.0510214,63.1883117,-12089903.2258065,-11454000.0,-12747133.3333333,-11454000.0,0.06399,-0.4363968,0.0,0.9352183,1.0,0.5003509,0.01,0.37648,0,0.006,58,0.0001034,0.2534126,80613104,693000,0.0085966,40,13375095,1391172547,17325.0,-0.2679837,0.26,-0.2679837,0.0135429,-0.2679837,0.0135429,-0.2679837,0.2232016,0.1983857,4.7040513,-107.3286626,931.7175638,-3468116.2467933,-1914502.3076,2592.9655892,69861.9974474,69861.9974474,0.1966132,0.1182408,0.1182408,0.3448615,ILS,ILS,0.3054407,0.3054407,0,0,0,0,0.2363238,44,87,59.86993,-6.2914076,31.8181818,-33.3333333,0.6511628,0.6521628,6.4727213,9.8688536,57.1639439,25.7469194,0.3758619,0.7060819,6.0592165,7.5255854,9.8788536,25.7569194,0.7160819,7.5355854,8.7072195,17465730.4701133,18947097.5024,18947097.5024,14755616.2271533,16559162.1098,16559162.1098,0.1111717,0.1127827,33944733.3333333,34341000.0,34341000.0,2785700.6348533,1943030.46898,1943030.46898,20.2581042,None
