pb,pi,ev,pe,evr / pm,0.12669,17.66578,33.8893,62.73172,115.97297,226.35932,405.95619,1371.35921
3741.007000,0.000010,1.000000,124722.778044,9189326.337182,2894.000000,2267.000000,1945.000000,1629.000000,1303.000000,972.000000,644.000000,321.000000
3741.007000,0.000010,1.000000,124722.778044,10.115750,2233.000000,1667.000000,1388.000000,1118.000000,846.000000,629.000000,414.000000,205.000000
3741.007000,0.000010,1.000000,124722.778044,5.375750,1898.000000,1371.000000,1121.000000,895.000000,674.000000,493.000000,323.000000,162.000000
3741.007000,0.000010,1.000000,124722.778044,3.616500,1554.000000,1080.000000,873.000000,696.000000,519.000000,381.000000,250.000000,121.000000
3741.007000,0.000010,1.000000,124722.778044,2.406250,1187.000000,791.000000,635.000000,505.000000,366.000000,289.000000,195.000000,93.000000
3741.007000,0.000010,1.000000,124722.778044,1.486750,799.000000,493.000000,394.000000,300.000000,212.000000,168.000000,112.000000,54.000000
3741.007000,0.000010,1.000000,124722.778044,0.830375,395.000000,212.000000,166.000000,124.000000,91.000000,71.000000,45.000000,19.000000
3741.007000,0.000010,1.000000,37.673707,9189326.337182,2084.000000,1732.000000,1511.000000,1266.000000,994.000000,742.000000,503.000000,256.000000
3741.007000,0.000010,1.000000,37.673707,10.115750,1735.000000,1386.000000,1175.000000,951.000000,719.000000,542.000000,366.000000,185.000000
3741.007000,0.000010,1.000000,37.673707,5.375750,1545.000000,1204.000000,1001.000000,802.000000,607.000000,451.000000,300.000000,153.000000
3741.007000,0.000010,1.000000,37.673707,3.616500,1287.000000,967.000000,792.000000,635.000000,478.000000,355.000000,237.000000,116.000000
3741.007000,0.000010,1.000000,37.673707,2.406250,1015.000000,727.000000,587.000000,471.000000,343.000000,272.000000,185.000000,88.000000
3741.007000,0.000010,1.000000,37.673707,1.486750,703.000000,463.000000,371.000000,285.000000,202.000000,163.000000,108.000000,51.000000
3741.007000,0.000010,1.000000,37.673707,0.830375,351.000000,202.000000,159.000000,119.000000,88.000000,70.000000,44.000000,18.000000
3741.007000,0.000010,1.000000,24.852016,9189326.337182,1667.000000,1396.000000,1225.000000,1038.000000,823.000000,635.000000,436.000000,226.000000
3741.007000,0.000010,1.000000,24.852016,10.115750,1399.000000,1130.000000,962.000000,787.000000,601.000000,465.000000,315.000000,163.000000
3741.007000,0.000010,1.000000,24.852016,5.375750,1267.000000,1001.000000,837.000000,675.000000,519.000000,399.000000,269.000000,141.000000
3741.007000,0.000010,1.000000,24.852016,3.616500,1073.000000,819.000000,676.000000,547.000000,422.000000,321.000000,216.000000,111.000000
3741.007000,0.000010,1.000000,24.852016,2.406250,871.000000,639.000000,517.000000,418.000000,315.000000,250.000000,171.000000,84.000000
3741.007000,0.000010,1.000000,24.852016,1.486750,623.000000,426.000000,342.000000,268.000000,195.000000,157.000000,106.000000,50.000000
3741.007000,0.000010,1.000000,24.852016,0.830375,323.000000,188.000000,149.000000,112.000000,84.000000,67.000000,43.000000,17.000000
3741.007000,0.000010,1.000000,18.804208,9189326.337182,1250.000000,1051.000000,908.000000,769.000000,611.000000,468.000000,324.000000,175.000000
