"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
WLK,Westlake Chemical Corporation,Basic Materials,United States,7.0754508,7854333333.333333,508000000.0,5739933333.333333,9079000000.0,934000000.0,24579000000.0,934000000.0,24579000000.0,9079000000.0,7854333333.333333,508000000.0,9079000000.0,934000000.0,934000000.0,9079000000.0,1.534,1.534,26.090248,10.905064,24.1921,1.2249451,24.1921,6.596,6.5960222,2112014204.9727106,2112000000.0,1397800000.0,2112000000.0,0.10287,0.1255237,2.5,4.043275,30.078125,2.3710025,0.26936,0.74159,7.9,3.302,84.65,0.0390077,1.7630568,128133000,930000000,7.2580834,9220,13930939392,11121275904,100867.6789588,33.8,0.673,-0.3222033,-0.0497731,-0.3222033,-0.0497731,25.2694492,50.518727,0.4923067,7.2664573,0.14,0.14,1328400000.0,1670000000.0,10.4870065,8.3418799,8.3418799,1.1761038,1.1298999,1.1298999,1.0639675,USD,USD,1.0,1.0,0.2975,0.27,0.27,0.27,84.65,59.75,106.47,91.39849,-7.3835903,41.6736402,-20.4940359,1.0659247,1.46676,1.9323776,1.9631556,0.0,0.0,0.1375203,0.1253133,2.3934316,2.8740321,1.9731556,0.01,0.1353133,2.8840321,2.4285938,13266933333.333334,14354400000.0,14354400000.0,5855866666.666667,6483133333.333333,6483133333.333333,0.1650672,0.2440661,1851866666.6666667,2647666666.6666665,2647666666.6666665,6883133333.333333,7310666666.666667,7310666666.666667,2.1562304,None
LYB,LyondellBasell Industries NV,Basic Materials,United States,23.6776719,31561600000.0,2611666666.6666665,5502133333.333333,35356000000.0,4091000000.0,20375000000.0,4091000000.0,20375000000.0,35356000000.0,31561600000.0,2611666666.6666665,35356000000.0,4091000000.0,4091000000.0,35356000000.0,1.356,1.356,13.257673,6.858937,12.457831,0.8782513,12.457831,7.475,7.4714698,6421934321.87291,6428000000.0,4625266666.666667,6428000000.0,0.11571,0.1605516,2.5,4.2629743,30.078125,2.5083872,0.78704,0.2129,13.54,7.005,91.59,0.0764821,3.5280933,334353984,4083000064,12.2116088,19200,47958618112,31051454464,212656.2533333,5.575,1.085,-0.4167693,-0.1273614,-0.4167693,-0.1273614,4.0770577,20.4417252,0.7819096,9.0925655,0.1,0.1,4214933333.3333335,3871000000.0,11.3782626,12.3892064,12.3892064,2.9253666,2.8411798,2.8411798,1.68658,USD,USD,1.0,1.0,1.13,1.13,1.05,1.05,91.59,66.72,118.02,104.70878,-12.5288252,37.2751799,-22.3945094,0.9695906,0.9705906,1.3684177,1.3621919,0.9155975,0.4276065,0.0928928,0.1084761,2.0349695,1.938957,1.3721919,0.4376065,0.1184761,1.948957,1.6605745,32515066666.666668,36254066666.666664,36254066666.666664,8360466666.666667,9509333333.333334,9509333333.333334,0.2128425,0.5302089,5558066666.666667,5934200000.0,5934200000.0,24029066666.666668,26614133333.333332,26614133333.333332,1.8008459,None
CDK,"CDK Global, Inc.",Technology,United States,48.0204172,1911113333.3333333,214213333.3333333,931273333.3333334,1702700000.0,1030500000.0,5211100000.0,1030500000.0,5211100000.0,1702700000.0,1911113333.3333333,214213333.3333333,1702700000.0,1030500000.0,1030500000.0,1702700000.0,3.645,3.645,5.037996,14.096346,6.1702898,2.6484551,2.0567632,11.977,12.2627677,566744722.8855306,539700000.0,649940000.0,539700000.0,0.52822,0.5842896,5.625,13.5914717,12.03125,8.0189551,0.90982,0.0044,3.01,8.422,42.14,0.1998576,11.47377,121774000,248000000,2.0365595,9000,7111816192,5166871040,27555.5555556,13.946,0.016,0.2332909,0.0376342,0.2332909,0.0376342,10.5178227,32.6811929,0.0214086,1.7131661,1.6,1.6,420113333.3333333,338300000.0,16.9283277,21.0222175,21.0222175,-8.3126391,0.0928471,0.0928471,0.3057083,USD,USD,1.0,1.0,0.15,0.15,0.15,0.15,42.14,39.78,55.51,50.241726,-16.125493,5.9326295,-24.0857503,0.3000636,0.3010636,0.843437,1.0219527,0.7263864,1.1182527,1.480186,1.685699,1.4941037,1.402299,1.0319527,1.1282527,1.695699,1.412299,1.2221258,2915246666.6666665,3133433333.3333335,3133433333.3333335,-566040000.0,12740000.0,12740000.0,0.4288725,80.9869702,281466666.6666667,381253333.3333333,381253333.3333333,3465580000.0,3105760000.0,3105760000.0,2.1477316,None
SEB,Seaboard Corporation,Industrials,United States,242.2195666,6889533333.333333,244333333.3333333,4108000000.0,7502000000.0,565000000.0,16561000000.0,565000000.0,16561000000.0,7502000000.0,6889533333.333333,244333333.3333333,7502000000.0,565000000.0,565000000.0,7502000000.0,0.589,0.589,8.200409,8.200409,8.200409,0.6176164,8.200409,10.035,10.0349819,439998415.1469855,440000000.0,354266666.6666667,440000000.0,0.07531,0.215561,5.625,0.0928326,1.0,0.1704599,0.17725,0.78732,0,486.755,4052.56,0.1201105,1.1557381,1160780,565000000,486.7416737,13100,4415368192,4633357824,43129.7709924,26.8985329,0.223,26.8985329,0.0540818,26.8985329,0.0540818,26.8985329,52.1137955,0.1807705,4.501711,0.3048645,0.3048645,248866666.6666667,247000000.0,17.7419027,17.8759846,17.8759846,0.6771893,0.6758844,0.6758844,0.8231219,USD,USD,1.0,1.0,2.25,2.25,2.25,2.25,4052.56,2750.16,4390.5,3816.7434,6.1784767,47.3572447,-7.6970732,1.5879635,16.0340431,2.4975381,2.4845909,0.3062134,0.2947981,0.3105786,0.3093006,3.1978656,3.0472829,2.4945909,0.3047981,0.3193006,3.0572829,2.7759369,6157533333.333333,6464333333.333333,6464333333.333333,3662200000.0,3852666666.6666665,3852666666.6666665,0.1874027,0.2466517,2261333333.3333335,2295866666.6666665,2295866666.6666665,2484600000.0,2600866666.6666665,2600866666.6666665,2.543005,None
PHM,"PulteGroup, Inc.",Consumer Cyclical,United States,878.7818653,10539655466.666666,1187518600.0,2635911400.0,11470893000.0,1507236000.0,12291839000.0,1507236000.0,12291839000.0,11470893000.0,10539655466.666666,1187518600.0,11470893000.0,1507236000.0,1507236000.0,11470893000.0,1.295,1.295,8.600395,5.465222,8.2084984,1.0987777,8.2084984,7.399,7.3989893,2008445166.441411,2008451000.0,1634062400.0,2008451000.0,0.1314,0.6753093,5.625,0.3094015,2.5,0.5030629,0.9007,0.03616,8.77,5.573,48.48,0.1149546,1.8901333,262966000,1494139008,5.6818715,5249,14860442624,12603960320,284652.1257382,0.493,0.189,0.4013973,0.07357,0.4013973,0.07357,0.4700993,7.106379,0.1601425,4.251781,0.39,0.39,1475892266.6666667,1756475000.0,10.0687855,8.4603781,8.4603781,0.9513307,0.776204,0.776204,0.8820244,USD,USD,1.0,1.0,0.14,0.14,0.14,0.12,48.48,39.92,63.91,53.487194,-9.3614819,21.4428858,-24.1433266,0.7136307,0.7146307,2.0686282,2.2985941,3.4522516,726.4793282,0.3259066,0.7420894,5.7367033,5.6075602,2.3085941,726.4893282,0.7520894,5.6175602,3.9630771,11369264866.666666,11605096600.0,11605096600.0,5878814800.0,6539589733.333333,6539589733.333333,0.2298771,0.3304787,8905926733.333334,8919640466.666666,8919640466.666666,5490450066.666667,5065506866.666667,5065506866.666667,2.3361574,None
MCY,Mercury General Corporation,Financial Services,United States,906.0890517,3755922000.0,294041666.6666667,1798326133.3333333,4069296000.0,620806000.0,7459042000.0,620806000.0,7459042000.0,4069296000.0,3755922000.0,294041666.6666667,4069296000.0,620806000.0,620806000.0,4069296000.0,0.721,0.721,5.1712756,16.950293,6.6436528,0.7887962,13.2873055,3.418,3.41794,858748872.7325921,858779000.0,434410133.3333333,858779000.0,0.15256,0.0901161,1.0,0.3248699,2.5,0.2521022,0.41877,0.52009,3.42,11.21,58.47,0.1917223,1.5252855,55370800,620806016,11.2117942,4300,2935100672,3209845248,144373.492093,0.2401878,0.402,0.2401878,0.0216746,0.2401878,0.0216746,0.2401878,5.1508961,0.3069187,5.7900239,0.4,0.4,535460866.6666667,682989000.0,5.4814476,4.2974348,4.2974348,2.1741188,2.1394769,2.1394769,1.4636951,USD,USD,1.0,1.0,0.633,0.6325,0.6325,0.63,58.47,39.48,67.88,61.96863,-5.6458082,48.100304,-13.8626989,1.3373239,5.7203121,1.4613775,1.4676605,0.0923615,0.0650848,0.0289916,0.02039,0.7436189,0.8069401,1.4776605,0.0750848,0.03039,0.8169401,1.1473003,6010091800.0,6396968600.0,6396968600.0,1897035933.3333333,2038957533.3333333,2038957533.3333333,0.1970469,0.4044723,-757804000.0,-482850933.3333333,-482850933.3333333,4113055866.6666665,4358011066.666667,4358011066.666667,1.7501188,None
USM,United States Cellular Corporat,Communication Services,United States,913.6821893,4013866666.6666665,176800000.0,2610466666.6666665,4096000000.0,218000000.0,10928000000.0,218000000.0,10928000000.0,4096000000.0,4013866666.6666665,176800000.0,4096000000.0,218000000.0,218000000.0,4096000000.0,1.654,1.654,12.529011,16.222797,12.9907343,0.6576675,12.9907343,7.506,7.5060164,903003953.1041833,903000000.0,839400000.0,903000000.0,0.05321,0.2838952,5.625,0.1205442,2.5,0.2142685,0.29176,0.72862,1.93,2.499,31.67,0.0789075,0.6021154,53051700,218000000,4.1091991,5200,6777977344,2694463488,41923.0769231,-0.155,0.062,2.0579903,0.0089202,2.0579903,0.0089202,0.3982476,6.5606859,0.04873,2.4574881,0.48,0.48,978600000.0,1019000000.0,6.926198,6.651597,6.651597,1.046903,1.1977229,1.1977229,1.0954053,USD,USD,1.0,1.0,5.75,0,0,0,31.67,28.19,39.96,35.367195,-10.4537411,12.3448031,-20.7457457,0.5913339,0.5923339,1.9846468,1.8448566,0.115573,0.1393728,0.6282298,0.5637171,2.6488059,2.7174086,1.8548566,0.1493728,0.5737171,2.7274086,2.2911326,8766200000.0,9784533333.333334,9784533333.333334,4257800000.0,4439133333.333333,4439133333.333333,0.1222801,0.1491087,1353733333.3333333,1333800000.0,1333800000.0,4485133333.333333,5320466666.666667,5320466666.666667,1.3771123,None
BBY,"Best Buy Co., Inc.",Consumer Cyclical,United States,1143.3765969,45370466666.666664,1631733333.3333333,3715733333.3333335,50337000000.0,2234000000.0,15067000000.0,2234000000.0,15067000000.0,50337000000.0,45370466666.666664,1631733333.3333333,50337000000.0,2234000000.0,2234000000.0,50337000000.0,0.545,0.545,13.053927,13.130897,13.0635483,0.5540689,13.0635483,6.971,6.9356025,3978594858.126524,4019000000.0,3124133333.3333335,4019000000.0,0.04438,1.293946,34.8046875,0.1185536,2.5,0.7896102,0.81791,0.10174,8.48,8.53,112.39,0.0758964,6.7058115,250472992,2233999872,8.9191248,61200,27453120512,27890167808,36503.2658824,2.742,0.359,0.1766129,0.0549801,0.1766129,0.0549801,2.1006532,14.7436304,0.282995,5.5697277,1.35,1.35,3775533333.3333335,4205000000.0,7.2713225,6.528685,6.528685,3.1731398,3.3785405,3.3785405,1.8390806,USD,USD,1.0,1.0,0.7,0.7,0.55,0.55,112.39,95.93,128.57,114.343956,-1.7088406,17.1583446,-12.5845843,1.0085784,1.0525871,1.3170037,1.2984752,0.2684367,0.2585532,0.378724,0.4150351,1.1699585,1.1617082,1.3084752,0.2685532,0.4250351,1.1717082,1.2400917,16916733333.333334,18514933333.333332,18514933333.333332,4055733333.3333335,4237466666.6666665,4237466666.6666665,0.2206594,0.6272018,1604400000.0,1660466666.6666667,1660466666.6666667,12861000000.0,14277466666.666666,14277466666.666666,2.418019,None
THO,"Thor Industries, Inc.",Consumer Cyclical,United States,1454.7888627,8047151066.666667,236763200.0,2106275866.6666667,11048692000.0,548760000.0,9458750000.0,548760000.0,9458750000.0,11048692000.0,8047151066.666667,236763200.0,11048692000.0,548760000.0,548760000.0,11048692000.0,0.678,0.678,11.426687,10.200181,11.2733737,0.564301,11.2733737,7.637,7.6369778,980923291.6721226,980929000.0,603954600.0,980929000.0,0.04967,0.0669552,2.5,0.3163329,6.25,0.2169874,0.94871,0.04261,11.04,9.855,111.94,0.0880382,2.2815406,55366200,548760000,9.9114622,22250,7491267584,6234787840,24663.3707865,6.616,1.057,0.2087385,0.0274339,0.2087385,0.0274339,5.0141846,22.6423751,0.7996085,9.1920829,0.46,0.46,514130200.0,478745000.0,14.5707597,15.6477197,15.6477197,1.3431067,1.4536967,1.4536967,1.2066935,USD,USD,1.0,1.0,0.41,0.41,0.41,0.41,111.94,78.64,152.2,123.520645,-9.3754732,42.3448627,-26.4520368,0.9053834,0.9063834,1.9362036,1.6947977,0.0743943,0.1144622,0.9887801,0.6433184,1.4431193,1.4550588,1.7047977,0.1244622,0.6533184,1.4650588,1.5849283,5128581666.666667,6445548266.666667,6445548266.666667,2156531866.6666665,2616519733.3333335,2616519733.3333335,0.1851378,0.309729,569060333.3333334,821183466.6666666,821183466.6666666,2955415933.3333335,3803092866.6666665,3803092866.6666665,2.3253766,None
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,United States,1597.3066134,2531616733.3333335,173217533.3333333,1767845200.0,2581934000.0,191355000.0,7103240000.0,191355000.0,7103240000.0,2581934000.0,2531616733.3333335,173217533.3333333,2581934000.0,191355000.0,191355000.0,2581934000.0,1.043,1.043,13.049586,11.067757,12.8018574,0.9355079,12.8018574,8.126,8.1259946,331554559.3157765,331555000.0,344259266.6666667,331555000.0,0.07411,0.1802729,2.5,2.567743,30.078125,1.5393754,0.83041,0.0163,4.28,3.63,47.86,0.0758462,2.6962261,50134100,191355008,3.8168633,5000,2694208768,2415419904,38271.0016,0.832,0.283,0.1713907,0.0356205,0.1713907,0.0356205,0.6668477,8.4160741,0.2211551,4.9527133,1.67,1.67,296858866.6666667,379141000.0,9.0757227,7.1060866,7.1060866,1.1455121,1.2001779,1.2001779,1.0965263,USD,USD,1.0,1.0,0.38,0.38,0.38,0.375,47.86,46.48,63.85,54.623455,-12.3819612,2.9690189,-25.0430697,0.1588946,0.1598946,1.8772242,1.8335839,0.7641838,0.4772534,1.4084043,1.4956438,1.7988931,1.6609236,1.8435839,0.4872534,1.5056438,1.6709236,1.7572538,1847426400.0,1883917133.3333333,1883917133.3333333,861576933.3333334,856572133.3333334,856572133.3333334,0.2015729,0.3233962,364396200.0,334550600.0,334550600.0,985849466.6666666,1027345000.0,1027345000.0,2.9755187,None
