"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,ma,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
A,"Agilent Technologies, Inc.",Healthcare,United States,45.6787807, ,23239466666.666668,4.0,1000933333.3333334,91200000.0,0.5,19335000000.0,3.0,1205000000.0,1.0,146250000.0,0.25,1205000000.0,146250000.0,19335000000.0,23239466666.666668,4.0,1000933333.3333334,19335000000.0,3.0,1205000000.0,1.0,1205000000.0,19335000000.0,5.825,5.825,32.611675,27.3383,31.9525031,6.0208077,31.9525031,21.008,21.0403209,1781481626.8088348,1776000000.0,1530333333.3333333,1776000000.0,0.18697,25.2063749,140.0,48.20103,250.0,24.5324583,0.91846,0.00242,4.7,3.94,129.1,0.030519,7.2055855,302000992,1204999936,3.9900529,17200,37540524032,38804107264,70058.135814,-0.017,0.081,0.6376404,0.121867,0.6376404,0.121867,0.1466601,4.0796226,0.0912167,3.270211,217.8677444,217.8677444,1246200000.0,1.0,1502000000.0,1.0,30.1239962,24.9936911,24.9936911,0.976313,1.0,2.0505693,2.0,2.0505693,1.4329809,USD,USD,1.0,1.0,0.21,0.194,0.194,0.194,129.1,112.64,179.57,145.7039,-11.3956456,14.6129261,-28.1060311,0.4918572,0.4928572,2.0253384,1.0,3.9560357,2.0,0.2563882,1.0,0.1895768,0.5,0.7604948,1.0,1.677919,2.0,2.2305238,1.0,4.3539639,2.0,3.9660357,0.1995768,1.687919,4.3639639,4.1649998,20212400000.0,2.0,10454400000.0,1.0,10454400000.0,10222266666.666666,2.0,5166000000.0,1.0,5166000000.0,0.2152625,0.3332559,1961000000.0,1937066666.6666667,1937066666.6666667,9989600000.0,2.0,3525600000.0,0.6666667,3525600000.0,3.0426234,None
AA,Alcoa Corporation,Basic Materials,United States,693.2884742, ,11241933333.333334,1.0,50133333.3333333,-1589333333.3333333,0.25,12575000000.0,1.0,180750000.0,0.25,-1384000000.0,0.25,180750000.0,-1384000000.0,12575000000.0,11241933333.333334,1.0,50133333.3333333,12575000000.0,1.0,180750000.0,0.25,180750000.0,12575000000.0,1.142,1.142,14.302568,10.070033,13.7735011,0.9199666,13.7735011,4.373,4.3749372,3281907720.1006174,3279000000.0,2119200000.0,3279000000.0,0.0575,0.000457,0.025,0.0016596,0.025,0.0208722,0.88853,0.00853,6.14,4.323,63.83,0.0677268,2.9830658,187103008,723000000,3.8641816,12200,14364497920,11568579584,59262.295082,1.68,0.147,2.0336134,0.1132965,2.0336134,0.1132965,1.7684034,13.5481328,0.1385741,3.9725544,7.7886649,7.7886649,717066666.6666666,1.0,474000000.0,0.5,20.0323046,30.3048479,30.3048479,2.1756117,1.0,2.0922298,1.0,2.0922298,1.4474542,USD,USD,1.0,1.0,0.1,0.09,0.07209,0.07209,63.83,30.995,98.09,60.9311,4.7576689,105.9364414,-34.9271078,0.9787615,0.9797615,1.6682488,1.0,1.658034,1.0,0.2848576,1.0,0.0264955,0.5,0.4541987,1.0,0.5121275,1.0,1.5507313,1.0,1.5771564,1.0,1.668034,0.0364955,0.5221275,1.5871564,1.6275952,15002266666.666666,1.0,15389066666.666666,1.0,15389066666.666666,4297466666.666667,1.0,4456333333.333333,1.0,4456333333.333333,0.1117454,0.1405603,1653533333.3333333,1900666666.6666667,1900666666.6666667,9022533333.333334,1.0,9286933333.333334,1.0,9286933333.333334,1.1453079,None
AAL,"American Airlines Group, Inc.",Industrials,United States,1e+50, ,29632066666.666668,1.0,-3113333333.3333335,-24126400000.0,0.25,34773000000.0,1.0,-9516000000.0,0.25,-137976000000.0,0.25,-9516000000.0,-137976000000.0,34773000000.0,29632066666.666668,1.0,-3113333333.3333335,34773000000.0,1.0,-9516000000.0,0.25,-9516000000.0,34773000000.0,1.31,1.31,90605.4758339,678.1751176,79364.5632444,0.3020354,79364.5632444,-40.079,2495.0781232,-1136994631.1035705,-1137000000.0,-2610533333.3333335,-1137000000.0,-0.06839,-5.7831876,0.025,-4.8668314,0.025,-3.571803,0.55434,0.01025,-0.11,-5.184,17.46,-0.2969072,1000.0,647513984,-2377999872,-3.6725074,127000,45569392640,10502676480,-18724.4084409,1.7180663,1.22,1.7180663,0.2399341,1.7180663,0.2399341,1.7180663,13.357503,0.9749835,10.1241254,46194.1201047,46194.1201047,-1250266666.6666667,0.5,857500000.0,0.5,2743.6544449,53.1421489,53.1421489,-99.9259302,1.0,-4.6463924,2.0,-4.6463924,465.6392388,USD,USD,1.0,1.0,0.1,0.1,0.1,0.1,17.46,12.44,24.77,18.3065,-4.6240406,40.3536977,-29.5115059,0.8142741,0.8152741,0.9199263,1.0,0.445788,0.5,0.1733561,2.0,0.0931779,1.0,0.4106529,1.0,1.9111415,4.0,0.7566093,1.0,0.4408828,0.5,0.455788,0.1031779,1.9211415,0.4508828,0.4533354,64022533333.333336,1.0,67627600000.0,1.0,67627600000.0,-5772866666.666667,1.0,-8228066666.666667,1.0,-8228066666.666667,1e-06,1e-06,-4328333333.333333,-2524800000.0,-2524800000.0,69795400000.0,1.0,75855666666.66667,1.0,75855666666.66667,1e-05,effective_profit_margin          <= 0   |
AAP,Advance Auto Parts Inc.,Consumer Cyclical,United States,1.1191001, ,41975401600.0,4.0,553239133.3333334,8600628666.666666,2.0,3665996333.333333,0.3333333,308054000.0,0.5,26960397000.0,1.5,308054000.0,26960397000.0,3665996333.333333,41975401600.0,4.0,553239133.3333334,3665996333.333333,0.3333333,308054000.0,0.5,308054000.0,3665996333.333333,1.393,1.393,19.424583,14.592961,18.8206303,1.0813801,18.8206303,13.194,13.1940984,1161478316.2801273,1161461000.0,1078881666.6666667,1161461000.0,0.05602,75.9401952,1400.0,0.0012041,0.025,25.3334731,1.03782,0.00451,13.07,9.819,191.09,0.0513842,3.6918104,62355200,616108032,9.8806199,41000,15324773376,11893007360,15027.0251707,-0.271,0.013,0.1675069,0.0640239,0.1675069,0.0640239,-0.1613733,0.2338627,0.025756,1.854867,-116.6279297,857.4275499,2042892533.3333333,2.0,1112262000.0,1.0,7.5015074,13.7780248,13.7780248,2.5582691,1.0,1.3863896,0.5,1.3863896,1.1784504,USD,USD,1.0,1.0,1.0,1.0,1.0,0.25,191.09,172.86,244.55,217.72415,-12.2329792,10.5461067,-21.8605602,0.5085786,0.5095786,0.4677496,0.3333333,0.34046,0.25,3.9170265,3.0,5.2462959,1.0,0.1260991,1.0,0.12062,1.0,0.6362418,0.5,0.3086919,0.25,0.35046,5.2562959,0.13062,0.3186919,0.334576,23526655200.0,2.0,12037086266.666666,1.0,12037086266.666666,3327556733.3333335,1.0,2129651777.7777777,0.6666667,2129651777.7777777,0.1255921,0.2446499,1299858800.0,1183255133.3333333,1183255133.3333333,16871541733.333334,2.0,13263912900.0,1.5,13263912900.0,2.101099,None
AAPL,Apple Inc.,Technology,United States,200.7563721, ,320702600000.0,1.0,77141800000.0,8885200000.0,0.5,386017000000.0,1.0,101935000000.0,1.0,41942000000.0,1.0,101935000000.0,41942000000.0,386017000000.0,320702600000.0,1.0,77141800000.0,386017000000.0,1.0,101935000000.0,1.0,101935000000.0,386017000000.0,6.797,6.797,25.914438,23.524273,25.6156674,6.1789055,8.5385558,20.084,20.0838847,130632499618.40271,130634000000.0,100399666666.66667,130634000000.0,0.26407,2.4687284,10.0,2.6229721,10.0,1.7862568,0.59571,0.00072,6.18,5.61,151.21,0.0371007,37.849518,16406400000,101934997504,6.213124,154000,2623592988672,2385162534912,661915.5682078,0.058,0.086,0.3718335,0.2028866,0.3718335,0.2028866,0.1364584,3.9440273,0.1152217,3.6444315,187.7178107,187.7178107,91414400000.0,1.0,116426000000.0,1.0,28.6999968,22.5344252,22.5344252,4.0154378,1.0,4.2718562,1.0,4.2718562,2.0678469,USD,USD,1.0,1.0,0.22,0.205,0.205,0.205,151.21,124.83,182.94,159.48685,-5.1896755,21.1327405,-17.3444845,0.9079332,0.9089332,0.420176,0.3333333,1.2342797,1.0,0.1309069,0.5,0.1412315,0.5,4.7640512,6.0,0.9692452,1.0,1.2176013,1.0,0.9851329,1.0,1.2442797,0.1512315,0.9792452,0.9951329,1.1197063,343088333333.3333,1.0,357460266666.6667,1.0,357460266666.6667,35139966666.666664,0.5,67825333333.333336,1.0,67825333333.333336,0.3851646,1.6029045,23849066666.666668,-1795000000.0,-1795000000.0,272808400000.0,1.0,289634933333.3333,1.0,289634933333.3333,2.7175614,None
ABBV,AbbVie Inc.,Healthcare,United States,8.2331675, ,195220533333.33334,4.0,8816733333.333334,2802533333.3333335,1.0,56725000000.0,1.0,24958000000.0,2.0,8200500000.0,1.5,24958000000.0,8200500000.0,56725000000.0,195220533333.33334,4.0,8816733333.333334,56725000000.0,1.0,24958000000.0,2.0,24958000000.0,56725000000.0,5.775,5.775,35.07388,10.534717,32.0064846,4.5866704,32.0064846,11.513,12.3157841,24971441731.95518,21489000000.0,23953066666.666668,21489000000.0,0.21999,26.1527235,140.0,282.5412808,1000.0,102.9723314,0.7027201,0.00106,13.97,4.196,146.75,0.0285928,19.20026,1767879936,12405000192,7.0168793,50000,327589560320,260178886656,248100.00384,0.264,0.041,0.7941396,0.2395817,0.7941396,0.2395817,0.3965349,6.5471018,0.0906454,3.2607377,80.7154275,80.7154275,19509533333.333332,1.0,17900000000.0,1.0,16.7912556,18.3010928,18.3010928,10.4373113,2.0,18.5059746,2.0,18.5059746,4.3028571,USD,USD,1.0,1.0,1.41,1.3,1.3,1.3,146.75,105.56,175.91,133.7934,9.6840352,39.0204623,-16.5766585,1.1710021,2.5783752,3.2061013,3.0,4.4369973,4.0,0.0173993,1.0,0.2448886,2.0,0.3685216,3.0,0.0342587,0.25,1.1373096,1.0,0.8728987,1.0,4.4469973,0.2548886,0.0442587,0.8828987,2.664948,134138266666.66667,1.0,147400571428.57144,1.0,147400571428.57144,20103733333.333332,2.0,14971000000.0,1.0,14971000000.0,0.2693209,1.7670897,-567066666.6666666,-4414428571.428572,-4414428571.428572,124065866666.66667,1.0,88601142857.14285,0.6666667,88601142857.14285,1.3738781,None
ABC,AmerisourceBergen Corporation,Healthcare,United States,0.7162218, ,799627820000.0,4.0,136915133.3333333,1841933866.6666667,1.0,663303291000.0,3.0,1614192000.0,1.0,9209982000.0,1.5,1614192000.0,9209982000.0,663303291000.0,799627820000.0,4.0,136915133.3333333,663303291000.0,3.0,1614192000.0,1.0,1614192000.0,663303291000.0,0.167,0.167,19.895805,12.818657,19.0111615,0.1384063,19.0111615,10.987,10.986922,3351279427.186675,3351327000.0,2831809733.3333335,3351327000.0,0.0073,0.0008329,0.35,1.8294475,250.0,0.6135268,0.67686,0.28349,11.47,7.39,148.21,0.0498617,137.02704,208132992,1614192000,7.7555797,38000,36819984384,30601793536,42478.7368421,0.198,0.135,0.2165394,0.0988102,0.2165394,0.0988102,0.2026348,4.751498,0.1259526,3.7989796,93.8198036,93.8198036,2417352133.3333335,1.0,1313472000.0,0.5,15.2315353,28.0325613,28.0325613,63.0866955,0.5,377.4278682,1.0,377.4278682,19.4285029,USD,USD,1.0,1.0,0.46,0.46,0.44,0.44,148.21,111.34,167.19,135.9556,9.0135309,33.1147835,-11.3523536,1.3203223,5.297607,1.0174333,1.0,2.0184164,2.0,2.4009481,0.3333333,2.3486922,1.0,0.0584999,0.5,0.2188718,1.0,0.9495007,1.0,0.9520272,1.0,2.0284164,2.3586922,0.2288718,0.9620272,1.4952218,100242074400.0,2.0,84883685400.0,1.5,84883685400.0,426786266.6666667,1.0,261995200.0,1.5,261995200.0,0.1190165,6.261151,-1900770066.6666667,-2019288600.0,-2019288600.0,98861658800.0,2.0,84097614200.0,1.5,84097614200.0,2.8785819,None
ABMD,"ABIOMED, Inc.",Healthcare,United States,1370.8225896, ,3758749333.3333335,4.0,177278266.6666667,1684341466.6666667,2.0,1031753000.0,1.0,34126250.0,0.25,5292924000.0,1.5,34126250.0,5292924000.0,1031753000.0,3758749333.3333335,4.0,177278266.6666667,1031753000.0,1.0,34126250.0,0.25,34126250.0,1031753000.0,11.928,11.928,80.51888,52.345306,76.9971833,11.564511,76.9971833,43.268,46.3564084,248906132.0606453,213373000.0,257286571.4285714,213373000.0,0.1323,23.1039014,140.0,0.0047385,0.025,7.74798,0.98808,0.02005,5.01,3.257,269.63,0.0120795,8.617574,45497500,136504992,3.0002746,10000000,12307118080,11931719680,13.6504992,0.061,0.119,-0.2247573,0.1397367,-0.2247573,0.1397367,-0.0104393,0.2489561,0.1241842,3.7739775,-7375.691044,13.5580516,282907000.0,1.0,309627000.0,1.5,43.5023456,39.748207,39.748207,0.1206155,1.0,0.2236003,2.0,0.2236003,0.4738639,USD,USD,1.0,1.0,0,0,0,0,269.63,226.46,379.3,318.07965,-15.2319238,19.0629692,-28.9137886,0.5649045,0.5659045,9.3401537,1.0,19.9008021,2.0,0.0,1.0,0.0,1.0,5.2828545,1.0,16.5091227,4.0,6.4593764,1.0,7.0718444,1.0,19.9108021,0.01,16.5191227,7.0818444,13.4963232,3046913333.3333335,2.0,2427711400.0,1.5,2427711400.0,2721750666.6666665,2.0,2183500800.0,1.5,2183500800.0,0.114057,0.1156291,727951133.3333334,791243200.0,791243200.0,325162666.6666667,2.0,162807066.6666667,1.0,162807066.6666667,6.9411252,None
ABNB,"Airbnb, Inc.",Consumer Cyclical,United States,1e+50, ,4980622600.0,1.0,-1501378266.6666667,-41864333866.666664,0.125,5991760000.0,1.0,-1408136000.0,0.25,-108776144000.0,0.25,-1408136000.0,-108776144000.0,5991760000.0,4980622600.0,1.0,-1501378266.6666667,5991760000.0,1.0,-1408136000.0,0.25,-1408136000.0,5991760000.0,15.218,15.218,1849.4360834,128.84946,1634.3627555,12.70723,1634.3627555,171.237,164.9291649,574834772.4060805,617185000.0,-642373400.0,617185000.0,-0.05875,-12.2543597,0.025,0.0005859,0.025,-4.1031746,0.60539,0.2155,0.93,-7.886,121.26,-0.0650338,16.851357,346824000,-352033984,-1.015022,6132,91181056000,76138668032,-57409.3255055,6.4875977,0.783,6.4875977,0.402351,6.4875977,0.402351,6.4875977,25.7207631,0.6878378,8.5435985,251.9210994,251.9210994,534654500.0,0.5,2189694000.0,1.0,170.5420155,41.6410037,41.6410037,0.1104387,0.5,4.427675,2.0,4.427675,2.1052041,USD,USD,1.0,1.0,0,0,0,0,121.26,103.741,212.584,161.02914,-24.6968592,16.8872481,-42.9590186,0.3219132,0.3229132,1.488403,1.0,1.4753968,1.0,0.686892,1.0,0.7437044,1.0,0.169155,0.3333333,0.48095,1.0,3.5467988,2.0,1.8443792,1.0,1.4853968,0.7537044,0.49095,1.8543792,1.669888,23315615333.333332,2.0,13820300066.666666,1.0,13820300066.666666,3178677200.0,1.0,6594726500.0,1.5,6594726500.0,1e-06,1e-06,4541139466.666667,5627727266.666667,5627727266.666667,15665660133.333334,2.0,9423815733.333334,1.0,9423815733.333334,1e-05,effective_profit_margin          <= 0   |
ABT,Abbott Laboratories,Healthcare,United States,0.8392604, ,153978133333.33334,4.0,5619333333.333333,58531466666.666664,2.0,133542000000.0,3.0,7725000000.0,1.0,136435500000.0,1.5,7725000000.0,136435500000.0,133542000000.0,153978133333.33334,4.0,5619333333.333333,133542000000.0,3.0,7725000000.0,1.0,7725000000.0,133542000000.0,4.704,4.704,28.925556,24.489494,28.3710483,4.6306686,28.3710483,15.514,16.6176824,11815073665.59237,10134000000.0,10711600000.0,10134000000.0,0.17354,2161.5654178,14000.0,47.3355038,250.0,736.3591539,0.76305,0.00741,4.76,4.03,117.51,0.034295,5.98839,1768290048,7696000000,4.3522272,113000,209379229696,206129577984,68106.1946903,0.365,0.138,0.4696617,0.170213,0.4696617,0.170213,0.3911654,6.5043218,0.1460532,4.0716912,72.5295414,72.5295414,8962666666.666666,1.0,11844000000.0,1.5,23.3612648,17.6780842,17.6780842,2.2834434,2.0,1.1160824,1.0,1.1160824,1.057448,USD,USD,1.0,1.0,0.47,0.45,0.45,0.45,117.51,104.63,142.6,123.6871,-4.9941344,12.3100449,-17.5946704,0.6784303,0.6794303,3.7665715,2.0,7.6085333,4.0,0.170205,1.0,0.8137717,4.0,2.6729234,6.0,4.1801096,8.0,1.7447842,1.0,3.6696313,2.0,7.6185333,0.8237717,4.1901096,3.6796313,5.6490823,145960933333.33334,2.0,111780642857.14285,1.5,111780642857.14285,68033600000.0,2.0,35484533333.333336,1.0,35484533333.333336,0.1691086,0.3177005,9229066666.666666,10828428571.428572,10828428571.428572,38745266666.666664,1.0,39177428571.42857,1.0,39177428571.42857,2.5544832,None
