Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
FBHS,"Fortune Brands Home & Security,",Consumer Cyclical,United States,52.8200514,0.06973932144008167,23475813333.33333,4.0,493613333.3333333,3808533333.3333335,2.0,21056700000.0,3.0,723200000.0,1.0,13695300000.0,1.5,723200000.0,13695300000.0,21056700000.0,23475813333.33333,4.0,493613333.3333333,21056700000.0,3.0,723200000.0,1.0,723200000.0,21056700000.0,2.207,2.207,0.03402293889128692,24.27572,17.608837,23.4423596,2.1219091,0.03544850883519262,23.4423596,0.00026789343383393287,12.653,12.6588467,1223030279.4594169,1221900000.0,948546666.6666666,1221900000.0,0.10304,3.2064326,36.9075,2.922763,27.4725,2.0784119,1.9720231790632062e-08,0.9078399,0.00459,6.11,4.432,108.3,0.0409234,5.172845,138428000,723200000,5.2243766,27500,15489303552,14893467648,26298.1818182,0.876,0.407,0.1662862,0.0523012,0.1662862,0.0523012,0.6985716,8.6080593,0.3183253,5.8920324,1.96,1.96,1461693333.3333333,2.0,413950000.0,0.5,10.5968216,37.4182958,37.4182958,0.8057857,0.5,3.0994682,2.0,3.0994682,1.7615307,USD,USD,1.0,1.0,0,0,0,0,108.3,79.46,114.01,97.67385,10.8792169,36.2949912,-5.0083326,1.6694645,21.6502642,1.6269346,1.0,3.2915598,2.0,1.8352542,1.0,0.4877865,1.0,0.6970417,2.0,0.3186946,1.0,3.0065439,2.0,3.7264837,2.0,3.3015598,0.4977865,0.3286946,3.7364837,3.5190218,13530053333.333334,2.0,11273280000.0,1.5,11273280000.0,2591086666.6666665,1.0,4422520000.0,1.5,4422520000.0,0.1641517,0.2635267,663046666.6666666,1119933333.3333333,1119933333.3333333,8346546666.666667,2.0,4567173333.333333,1.0,4567173333.333333,2.4499883,None
STX,Seagate Technology Holdings PLC,Technology,Ireland,4.0873909,0.07037577778153319,10629866666.666666,1.0,1315600000.0,-22253333333.33333,0.25,32043000000.0,3.0,2628000000.0,2.0,-93992000000.0,0.25,2628000000.0,-93992000000.0,32043000000.0,10629866666.666666,1.0,1315600000.0,32043000000.0,3.0,2628000000.0,2.0,2628000000.0,32043000000.0,2.208,2.208,0.03403835481285072,25.587566,15.044577,24.2696924,2.16959,0.03624506360038965,8.0898975,9.244932923217972e-05,12.434,12.4341019,1897031101.1742,1897000000.0,1904000000.0,1897000000.0,0.12302,0.5745987,4.75,27.7436545,200.8926563,9.4814244,8.996093934669761e-08,0.83771,0.00367,6.73,3.957,100.89,0.0392209,48.031307,228872992,1314000000,5.7411754,40000,23588071424,23173390336,32850.0,1.904,0.197,0.1336102,0.0024829,0.1336102,0.0024829,1.4614025,12.3388484,0.1483707,4.101892,0.75,0.75,849966666.6666666,0.5,1626000000.0,1.0,27.7517606,14.506809,14.506809,8.5895902,1.0,12.6074455,1.0,12.6074455,3.5516965,USD,USD,1.0,1.0,0,0,0,0,100.89,56.01,116.93,86.1338,17.1317183,80.1285485,-13.7176088,1.4734077,10.231462,1.1657594,1.0,1.0914816,1.0,0.7405476,1.0,0.8999,1.0,31.8843264,6.0,5.8982425,1.0,1.4472839,1.0,1.3272486,1.0,1.1014816,0.9099,5.9082425,1.3372486,1.2193651,8820000000.0,1.0,8710000000.0,1.0,8710000000.0,1212333333.3333333,1.0,719000000.0,1.0,719000000.0,0.4017222,3.7550765,1195200000.0,928666666.6666666,928666666.6666666,7607666666.666667,1.0,7991000000.0,1.0,7991000000.0,1e-05,None
GTES,Gates Industrial Corporation pl,Industrials,United States,1831.8664464,0.07064795570724147,2961953333.333333,1.0,269166666.6666667,1919986666.6666667,2.0,8892600000.0,3.0,27775000.0,0.25,6873600000.0,1.5,27775000.0,6873600000.0,8892600000.0,2961953333.333333,1.0,269166666.6666667,8892600000.0,3.0,27775000.0,0.25,27775000.0,8892600000.0,2.761,2.761,0.042563359437627186,62.081787,12.651515,55.903003,1.6428728,0.027445752019206494,55.903003,0.0006388455637929319,14.364,14.3924043,567544600.9468114,565300000.0,560306666.6666666,565300000.0,0.03748,0.3207056,4.75,0.0540866,0.999,0.1384241,1.3133851559499017e-09,1.0765,0.00232,1.32,0.269,16.87,0.0159455,1.7312877,291604992,111500000,0.3823666,14300,8184452096,4869803520,7797.2027972,0.89,0.241,0.101155,-0.062305,0.101155,-0.062305,0.6927888,8.5733933,0.1651738,4.3141575,0.34,0.34,320966666.6666667,1.0,126950000.0,0.5,25.4993834,64.4698865,64.4698865,1.9058645,1.0,1.5190969,1.0,1.5190969,1.2335165,USD,USD,1.0,1.0,0,0,0,0,16.87,12.34,18.94,16.99665,-0.7451468,36.7098865,-10.9292503,1.3727273,6.6912241,5.0141919,3.0,3.4987394,2.0,0.1603654,1.0,0.0551942,1.0,0.8977558,1.0,2.3182276,2.0,2.7244842,1.0,1.366959,0.5,3.5087394,0.0651942,2.3282276,1.376959,2.4428492,7290300000.0,1.0,7370940000.0,1.0,7370940000.0,5061200000.0,2.0,4172990000.0,1.5,4172990000.0,0.1037682,0.1066559,1202933333.3333333,1251660000.0,1251660000.0,4382393333.333333,1.0,4215466666.6666665,1.0,4215466666.6666665,1.9138903,None
LAZ,"Lazard LTD. Lazard, LTD.",Financial Services,Bermuda,175.62883,0.07065813837172763,2611271133.333333,1.0,378234733.3333333,1240593800.0,1.0,2683906000.0,1.0,425739000.0,1.0,4874618000.0,1.0,425739000.0,4874618000.0,2683906000.0,2611271133.333333,1.0,378234733.3333333,2683906000.0,1.0,425739000.0,1.0,425739000.0,2683906000.0,2.624,2.624,0.04045137818338781,12.283338,10.452054,12.0544275,1.7971495,0.03002309096507103,16.07257,0.0001836733179298322,0.0,100000.0,0.0,36834000.0,37004933.3333333,36834000.0,0.15863,0.7069294,4.75,0.4261098,2.75,0.4315564,4.094661043237256e-09,0.75119,0.03027,4.38,3.727,46.2,0.080671,6.348634,105360000,417792992,3.9653853,3089,7042941952,4823380480,135251.858854,0.364,0.218,0.2549626,-0.018376,0.2549626,-0.018376,0.3367407,6.052936,0.158906,4.2363015,1.48,1.48,324881700.0,0.5,304283500.0,0.5,21.6784816,23.1459871,23.1459871,2.9328027,0.5,6.1929668,1.0,6.1929668,2.4895672,USD,USD,1.0,1.0,0,0,0,0,46.2,36.84,53.0,45.97605,0.4871014,25.4071661,-12.8301887,1.1584158,2.4165007,1.1988441,1.0,4.9874616,4.0,51.7186634,6.0,876.1431523,2.0,0.5796205,1.0,0.6709669,1.0,0.5462747,0.1666667,5.266143,1.0,4.9974616,876.1531523,0.6809669,5.276143,5.1368023,11367516133.333334,2.0,8981002800.0,1.5,8981002800.0,851176333.3333334,1.0,783690066.6666666,1.0,783690066.6666666,0.1474044,0.6432492,2357082400.0,2603583400.0,2603583400.0,9511402666.666666,2.0,4802489333.333333,1.0,4802489333.333333,1.0046046,None
JNPR,"Juniper Networks, Inc.",Technology,United States,2040.3980793,0.07067992057536308,1127743333.3333333,0.25,325493333.3333333,-5511493333.333333,0.5,4607500000.0,1.0,51775000.0,0.25,-43434400000.0,0.25,51775000.0,-43434400000.0,4607500000.0,1127743333.3333333,0.25,325493333.3333333,4607500000.0,1.0,51775000.0,0.25,51775000.0,4607500000.0,2.077,2.077,0.03201886908799408,52.479744,17.132277,48.0613106,2.3032496,0.038477974289875976,16.0204369,0.00018307755387648121,14.113,14.1130143,678201376.6031319,678200000.0,719166666.6666666,678200000.0,0.04495,0.0614967,0.95,0.0032363,0.1,0.037561,3.5638346099150554e-10,0.96881,0.01308,1.89,0.617,32.12,0.0192092,2.3932004,327740000,207100000,0.6319033,9898,9571475456,10612221952,20923.4188725,0.013,0.079,-0.1346378,-0.0232529,-0.1346378,-0.0232529,-0.0239094,0.2476091,0.0534368,2.5616394,1.79,1.79,666206666.6666666,1.0,1018800000.0,1.5,14.3671265,9.3948522,9.3948522,1.0109094,1.0,0.4992518,0.5,0.4992518,0.7075775,USD,USD,1.0,1.0,0,0,0,0,32.12,21.4,32.58,27.32315,17.5559919,50.0934579,-1.4119091,1.9177102,49.7390934,1.9942669,1.0,2.0030127,1.0,0.0625387,1.0,0.0148798,0.25,0.3416944,1.0,0.7068146,2.0,1.8537538,1.0,1.602648,1.0,2.0130127,0.0248798,0.7168146,1.612648,1.8128304,9262506666.666666,1.0,8805526666.666666,1.0,8805526666.666666,4607846666.666667,1.0,2937484444.4444447,0.6666667,2937484444.4444447,0.1058798,0.1176256,1564620000.0,1024606666.6666666,1024606666.6666666,4654660000.0,1.0,4399300000.0,1.0,4399300000.0,1e-05,None
TPR,"Tapestry, Inc.",Consumer Cyclical,United States,1019.0247401,0.0709224487202603,5583346666.666667,1.0,383300000.0,-1209760000.0,0.25,5746300000.0,1.0,834200000.0,1.0,-4607466666.666667,0.375,834200000.0,-4607466666.666667,5746300000.0,5583346666.666667,1.0,383300000.0,5746300000.0,1.0,834200000.0,1.0,834200000.0,5746300000.0,2.164,2.164,0.03336005426404391,37.884296,14.415094,34.9506457,2.224536,0.03716298876808816,34.9506457,0.00039940725468976175,9.465,9.4650108,1314002997.9926045,1314000000.0,1104933333.3333333,1314000000.0,0.14517,0.0090384,0.1,0.3381145,2.75,0.1651076,1.5665615378717578e-09,0.92292,0.00215,3.18,1.21,45.19,0.0267758,4.2389493,278857984,834200000,2.9914869,12100,12437066752,12782850048,68942.1487603,0.3740881,1.26,0.3740881,0.0434552,0.3740881,0.0434552,0.3740881,6.3662738,0.9558638,10.0268287,1.37,1.37,986660000.0,1.0,1323700000.0,1.0,12.6052204,9.3956839,9.3956839,1.6981329,1.0,1.6664614,1.0,1.6664614,1.2919149,USD,USD,1.0,1.0,0,0,0,0,45.19,27.66,49.67,42.2267,7.0175979,63.3767173,-9.0195289,1.5929123,16.3362065,3.2980835,2.0,3.2101562,2.0,1.1462935,1.0,0.752652,0.5,0.5330595,2.0,0.1558966,0.5,2.1975832,1.0,8.8613961,4.0,3.2201562,0.762652,0.1658966,8.8713961,6.0457762,15891853333.333334,2.0,8223826666.666667,1.0,8223826666.666667,3030093333.333333,1.0,4644590000.0,1.5,4644590000.0,0.201437,0.2796068,1574133333.3333333,1715513333.3333333,1715513333.3333333,4915833333.333333,1.0,5127433333.333333,1.0,5127433333.333333,1.0938962,None
RHI,Robert Half International Inc.,Industrials,United States,31.4502794,0.0710866099089336,5469137266.666667,1.0,361806666.6666667,16350785.7142857,0.5,16418832000.0,3.0,859952000.0,2.0,59800000.0,0.6666667,859952000.0,59800000.0,16418832000.0,5469137266.666667,1.0,361806666.6666667,16418832000.0,3.0,859952000.0,2.0,859952000.0,16418832000.0,1.968,1.968,0.030338533637540854,40.540165,25.788548,38.6962129,2.4126685,0.04030592103999221,38.6962129,0.0004422106616839855,19.948,22.0883057,444474012.9336274,349095000.0,513714666.6666667,349095000.0,0.07856,0.3011127,4.75,17.1435351,200.8926563,5.8420693,5.543028344522836e-08,0.939,0.02868,4.54,2.888,116.39,0.0248131,10.843753,112781000,429976000,3.8124861,13000,10768988160,13204400128,33075.0769231,2.23,0.426,-0.1023995,-0.0628442,-0.1023995,-0.0628442,1.6469001,13.0831607,0.303789,5.7617053,0.76,0.76,563225000.0,1.0,238642000.0,1.0,19.120224,45.1261226,45.1261226,1.0218874,1.0,1.1367501,1.0,1.1367501,1.0671849,USD,USD,1.0,1.0,0,0,0,0,116.39,60.47,120.83,93.1486,24.9508849,92.4756077,-3.6745841,1.8528827,40.4657472,0.6673482,0.3333333,1.8797637,1.0,22.4325459,1.0,14.3463671,1.0,0.9344965,0.3333333,0.6745286,0.5,1.7681385,1.0,0.8746061,0.5,1.8897637,14.3563671,0.6845286,0.8846061,1.3871849,4717156266.666667,2.0,2562659428.571429,1.0,2562659428.571429,1163247000.0,1.0,1198466333.3333333,1.0,1198466333.3333333,0.4355701,0.8175437,740909666.6666666,797493714.2857143,797493714.2857143,2390662266.6666665,2.0,1363316142.857143,1.0,1363316142.857143,3.6327287,None
BEN,"Franklin Resources, Inc.",Financial Services,United States,10.9420095,0.07110790031042945,1433513333.3333333,0.25,959966666.6666666,10547913333.333334,1.0,23615700000.0,3.0,2488800000.0,2.0,64725300000.0,1.5,2488800000.0,64725300000.0,23615700000.0,1433513333.3333333,0.25,959966666.6666666,23615700000.0,3.0,2488800000.0,2.0,2488800000.0,23615700000.0,2.193,2.193,0.03380711598939385,22.349165,10.615853,20.882501,2.213745,0.03698271485397913,27.8433347,0.0003181866787066306,7.937,7.8838863,2226402250.220486,2256200000.0,1718326666.6666667,2256200000.0,0.15654,0.1488475,0.95,36.7521435,200.8926563,12.3535104,1.1721165016231085e-07,0.46978,0.43125,3.28,1.558,35.0,0.0445143,1.6921806,505404000,1188199936,2.3509904,10600,17434449920,17598167040,112094.3335849,0.51,0.871,-0.1069193,-0.0392074,-0.1069193,-0.0392074,0.3557702,6.2146474,0.6434481,8.271522,0.92,0.92,971493333.3333334,1.0,1029300000.0,1.0,17.9460315,16.9381618,16.9381618,0.600336,1.0,1.8678315,2.0,1.8678315,1.3676863,USD,USD,1.0,1.0,0,0,0,0,35.0,20.61,38.27,31.2267,12.0835695,69.8204755,-8.5445519,1.6296716,18.7327071,1.7585409,0.5,2.243717,1.0,3.1524884,1.0,9.1777221,2.0,0.3174134,1.0,0.0254,0.25,0.6544868,0.1666667,14.2631621,4.0,2.253717,9.1877221,0.0354,14.2731621,8.2634395,17746466666.666668,1.0,33519210000.0,1.5,33519210000.0,10197360000.0,1.0,16017150000.0,1.5,16017150000.0,0.17425,0.2553834,6291086666.666667,7166653333.333333,7166653333.333333,12160946666.666666,2.0,14974800000.0,1.5,14974800000.0,2.1421488,None
GO,Grocery Outlet Holding Corp.,Consumer Defensive,United States,10050.7203517,0.07148266595056182,11191032800.0,4.0,64514466.6666667,82800000.0,1.0,3126798000.0,1.0,112963000.0,1.0,705825000.0,1.5,112963000.0,705825000.0,3126798000.0,11191032800.0,4.0,64514466.6666667,3126798000.0,1.0,112963000.0,1.0,112963000.0,3126798000.0,1.476,1.476,0.02275390022815564,3454.9998,33.301205,3027.2874756,0.8460269,0.014133683690531619,3027.2874756,0.03459508560055287,26.379,26.3790767,174975016.9832063,174974000.0,145099466.6666667,174974000.0,0.03613,1.0042382,36.9075,0.0849933,2.75,0.3761205,3.568678297698559e-09,0.99507,0.08851,0.83,0.008,27.6,0.0002899,3.3422005,95707504,112963000,1.1802941,774,4615692800,2645355264,145947.0284238,0.494,-0.01,3.3424528,0.1769439,3.3424528,0.1769439,1.2061132,11.2323185,0.036736,2.1666634,5.14,5.14,303674800.0,2.0,139830000.0,1.0,15.1994594,33.009317,33.009317,1.0184788,0.5,3.3387879,2.0,3.3387879,1.828235,USD,USD,1.0,1.0,0,0,0,0,27.6,21.01,46.58,32.0076,-13.7704795,31.3660162,-40.7471018,0.5154478,0.5164478,1.5217755,1.0,3.1987971,2.0,0.0,1.0,0.0,1.0,5.2312973,6.0,2.3433606,1.0,1.5395086,1.0,1.766609,1.0,3.2087971,0.01,2.3533606,1.776609,2.492703,4359827066.666667,2.0,3704521700.0,1.5,3704521700.0,759135133.3333334,1.0,1388496900.0,1.5,1388496900.0,0.1304933,0.1813563,113226933.3333333,157487666.6666667,157487666.6666667,2841556800.0,2.0,1544016533.3333333,1.0,1544016533.3333333,1.1728259,None
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,United States,1005.5589868,0.07177295673205804,507548500.0,0.25,-3976666.6666667,683668933.3333334,1.0,1970302000.0,1.0,154728000.0,2.0,3859195500.0,1.5,154728000.0,3859195500.0,1970302000.0,507548500.0,0.25,-3976666.6666667,1970302000.0,1.0,154728000.0,2.0,154728000.0,1970302000.0,2.282,2.282,0.035179133008571256,106.27848,25.442425,96.1739731,2.1246786,0.0354947759656833,96.1739731,0.0010990521576680911,19.286,19.2861036,233178505.0295551,233176000.0,203429400.0,233176000.0,0.03926,0.0003629,0.02,1.3485469,20.109375,0.4637233,4.39986460947265e-09,1.01633,0.0044,1.65,0.395,40.78,0.0096861,2.7873316,99720304,66109000,0.6629442,3087,4497128960,4186258432,21415.2899255,11.499,-0.119,0.7942361,-0.040298,0.7942361,-0.040298,8.822809,29.9532137,-0.0993245,0.2400676,2.06,2.06,157899733.3333333,1.0,196759000.0,1.0,28.4809155,22.8560267,22.8560267,1.033094,2.0,0.9600817,2.0,0.9600817,0.9808376,USD,USD,1.0,1.0,0,0,0,0,40.78,35.57,48.88,41.68335,-2.1671723,14.6471746,-16.5711948,0.78287,0.78387,5.9843163,2.0,3.0962531,1.0,1.066345,0.3333333,0.2632683,0.125,0.8848728,1.0,0.0767476,0.25,3.9359549,2.0,1.8956663,1.0,3.1062531,0.2732683,0.0867476,1.9056663,2.5059597,2300865733.333333,1.0,2222516533.333333,1.0,2222516533.333333,1515531133.3333333,1.0,2253567100.0,1.5,2253567100.0,0.1696184,0.1686591,306799866.6666667,278514933.3333333,278514933.3333333,392667300.0,0.5,720138466.6666666,1.0,720138466.6666666,2.7022158,None
NXST,"Nexstar Media Group, Inc.",Communication Services,United States,19.2535663,0.07187076555092979,14968748266.666666,4.0,577767666.6666666,2207979333.333333,2.0,4779144000.0,1.0,467411000.0,0.5,10401492000.0,1.5,467411000.0,10401492000.0,4779144000.0,14968748266.666666,4.0,577767666.6666666,4779144000.0,1.0,467411000.0,0.5,467411000.0,4779144000.0,3.054,3.054,0.04708022445581797,8.900707,6.9940605,8.6623762,1.4780104,0.02469156889091365,8.6623762,9.899147291381603e-05,7.671,7.675261,1900369201.2775388,1898258000.0,1444175466.6666667,1898258000.0,0.1956,5.8651693,36.9075,0.028704,0.171875,2.0308244,1.9268715644897574e-08,1.0000701,0.04092,23.57,18.521,167.8,0.1103754,2.7484162,42848800,934822016,21.8167607,11086,14593927168,7063624704,84324.5549342,-0.111,0.035,1.299786,0.3226794,1.299786,0.3226794,0.2416965,5.1662637,0.1069198,3.51986,0.15,0.15,885736866.6666666,1.0,1258336000.0,1.0,16.4765945,11.5977983,11.5977983,8.9848636,2.0,8.2060729,2.0,8.2060729,2.8656244,USD,USD,1.0,1.0,0,0,0,0,167.8,97.37,171.16,148.532,12.9722888,72.3323406,-1.9630755,1.9089307,48.3883755,1.2362315,1.0,2.4904402,2.0,0.0994857,0.3333333,0.1362093,1.0,0.1142088,1.0,0.1286511,2.0,1.6213912,1.0,1.9270098,1.0,2.5004402,0.1462093,0.1386511,1.9370098,2.218725,12319924200.0,1.0,8867283288.88889,0.6666667,8867283288.88889,4473238133.333333,2.0,3905740400.0,1.5,3905740400.0,0.1527119,0.2196728,437394200.0,639515466.6666666,639515466.6666666,10064707000.0,1.0,7121180000.0,0.6666667,7121180000.0,1.8894753,None
ALSN,"Allison Transmission Holdings, ",Consumer Cyclical,United States,34.7421798,0.07224136490881596,2341866666.6666665,1.0,439333333.3333333,-3980533333.3333335,0.25,6774000000.0,3.0,367000000.0,1.0,-15768000000.0,0.25,367000000.0,-15768000000.0,6774000000.0,2341866666.6666665,1.0,439333333.3333333,6774000000.0,3.0,367000000.0,1.0,367000000.0,6774000000.0,2.767,2.767,0.04265585496700993,14.688513,7.2043653,13.7529945,1.7615497,0.029428362460993694,13.7529945,0.0001571657881275822,8.114,8.1140136,770002577.2738476,770000000.0,869333333.3333334,770000000.0,0.16253,0.779136,4.75,4.8438271,27.4725,1.9294977,1.8307315255215508e-08,1.05347,0.00817,5.04,2.472,36.75,0.0672653,5.2357607,109545000,367000000,3.3502214,3300,6247821824,3977579008,111212.1212121,3.783,0.599,-0.2659367,-0.1037755,-0.2659367,-0.1037755,2.7707658,16.8956176,0.4233061,6.756198,0.31,0.31,680533333.3333334,1.0,592000000.0,1.0,9.1807727,10.5537531,10.5537531,2.4709627,0.5,2.5320895,0.5,2.5320895,1.5922541,USD,USD,1.0,1.0,0,0,0,0,36.75,32.55,46.4,39.49935,-6.9604943,12.9032258,-20.7974138,0.6064982,0.6074982,1.2027434,1.0,0.5987898,0.5,0.3868954,1.0,0.470049,1.0,0.0376802,0.5,0.0174591,0.25,1.8476104,1.0,1.9093511,1.0,0.6087898,0.480049,0.0274591,1.9193511,1.2640704,8839333333.333334,2.0,4514133333.333333,1.0,4514133333.333333,745266666.6666666,1.0,744666666.6666666,1.0,744666666.6666666,0.1813002,0.592838,330200000.0,376933333.3333333,376933333.3333333,7348800000.0,2.0,5654200000.0,1.5,5654200000.0,1e-05,None
EVR,Evercore Inc.,Financial Services,United States,189.1168324,0.07250173681914672,2143810800.0,1.0,324951333.3333333,1257451333.3333333,2.0,2706430000.0,1.0,547698000.0,1.0,5013742500.0,1.5,547698000.0,5013742500.0,2706430000.0,2143810800.0,1.0,324951333.3333333,2706430000.0,1.0,547698000.0,1.0,547698000.0,2706430000.0,2.202,2.202,0.033945859283467966,14.1238365,12.942833,13.9762111,2.2951658,0.038342926725528415,18.6349481,0.00021295553523656907,0.0,100000.0,0.0,26751000.0,27970666.6666667,26751000.0,0.20237,0.7239181,4.75,0.564712,2.75,0.498,4.725086221713207e-09,0.92216,0.04332,11.72,10.74,152.71,0.0703294,5.3364997,40949900,547697984,13.3748308,1900,5960226304,6211705344,288262.0968421,1.488,0.348,0.3283598,0.1111291,0.3283598,0.1111291,1.19809,11.1957296,0.2887823,5.6238466,-2.73,36630.03663,803476000.0,1.0,487029500.0,0.5,7.4180514,12.2379164,12.2379164,1.5598694,1.0,1.3024495,1.0,1.3024495,1.1422491,USD,USD,1.0,1.0,0,0,0,0,152.71,88.6,164.63,138.3547,10.3757227,72.3589165,-7.2404786,1.6864396,23.00513,1.813725,1.0,1.9570304,1.0,3.9651783,1.0,15.1428856,2.0,1.5189569,1.0,2.0440771,1.0,3.4034669,2.0,1.9126624,1.0,1.9670304,15.1528856,2.0540771,1.9226624,1.9448464,5759703466.666667,2.0,2924698000.0,1.0,2924698000.0,2051551466.6666667,2.0,1154521200.0,1.0,1154521200.0,0.2872665,0.5743941,547662000.0,580369866.6666666,580369866.6666666,3195405066.6666665,2.0,1502998933.3333333,1.0,1502998933.3333333,2.4582937,None
CTVA,"Corteva, Inc.",Basic Materials,United States,864.9638404,0.07270572530052327,13891866666.666666,1.0,-373466666.6666667,-2269333333.333333,0.125,44625000000.0,3.0,609500000.0,0.5,1813500000.0,1.5,609500000.0,1813500000.0,44625000000.0,13891866666.666666,1.0,-373466666.6666667,44625000000.0,3.0,609500000.0,0.5,609500000.0,44625000000.0,2.062,2.062,0.031787630264537216,58.8592377,27.342695,54.9196699,2.4117448,0.040290489753321605,54.9196699,0.0006276082785854495,9.689,9.6890192,3165012576.323666,3165000000.0,2178133333.333333,3165000000.0,0.08195,0.0009556,0.1,0.8613588,7.3051875,0.3157548,2.995920993814878e-09,0.80872,0.00102,1.78,-1.28,48.35,-0.0264736,1.4987375,737100992,1330000000,1.804366,21000,30665928704,35874705408,63333.3333333,0.276,0.084,1.6518695,0.0546683,1.6518695,0.0546683,0.6199674,8.1238007,0.0766671,3.0188818,1.0,1.0,1432200000.0,1.0,1145000000.0,0.5,21.4117642,26.7824705,26.7824705,1.3573559,2.0,0.6689955,1.0,0.6689955,0.8189214,USD,USD,1.0,1.0,0,0,0,0,48.35,36.54,49.98,44.8964,7.6923762,32.3207444,-3.2613045,1.7574405,29.4634601,5.0555803,2.0,2.5165244,1.0,0.085864,0.1666667,0.6959302,1.0,0.7891051,1.0,0.2897641,1.0,1.7026643,1.0,1.8479133,1.0,2.5265244,0.7059302,0.2997641,1.8579133,2.1922188,52010428571.42857,1.0,41943466666.66666,1.0,41943466666.66666,31796285714.285717,1.0,24999066666.666668,1.0,24999066666.666668,0.1145315,0.1243809,6443428571.428572,6613733333.333333,6613733333.333333,9968428571.428572,0.5,16704533333.333334,1.0,16704533333.333334,1.4256293,None
