Symbol,Name
ACC,American Campus Commu
ACHC,Acadia Healthcr Compa
AEP,American Electric Pow
ALSN,Allison Transmission 
AMCR,Amcor Plc
AMGN,Amgen Inc
APA,Apa Corp
ASH,Ashland Global Holdin
AVT,Avnet Inc
AZPN,Aspen Technology
CASY,Casey's General Stor
CC,Chemours Company
CDK,Cdk Global Inc
CERN,Cerner Corp
CHNG,Change Healthcare Inc
CHRW,C.H. Robinson Ww
CLR,Continental Resources
CNP,Centerpoint Energy In
COP,Conocophillips
CSL,Carlisle Companies In
CTRA,Coterra Energy Inc
CTVA,Corteva Inc
CVX,Chevron Corp
DINO,HF Sinclair Corp
DOX,Amdocs Ltd Ord
DTM,Dt Midstream Inc
DVN,Devon Energy Corp
ED,Consolidated Edison C
EOG,Eog Resources
EQT,Eqt Corp
ES,Eversource Energy
EVRG,Evergy Inc
EXC,Exelon Corp
FANG,Diamondback Energy
FCN,Fti Consulting
GO,Grocery Outlet Holdin
GPC,Genuine Parts Company
GPK,Graphic Packaging Hol
HAL,Halliburton Company
HES,Hess Corp
HRB,H&R Block
HST,Host Marriott Financi
IBM,International Busines
KMI,Kinder Morgan
LW,Lamb Weston Holdings 
LYB,Lyondellbasell Indust
MAT,Mattel Inc
MPC,Marathon Petroleum Co
MRO,Marathon Oil Corp
MSP,Datto Holding Corp
NFE,New Fortress Energy L
NFG,National Fuel Gas Com
NI,NiSource Inc
NOC,Northrop Grumman Corp
NRG,NRG Energy
NRZ,New Residential Inves
OC,Owens Corning Inc
OGN,Organon & CO
OLN,Olin Corp
OXY,Occidental Petroleum 
PAG,Penske Automotive Gro
PGR,Progressive Corp
PM,Philip Morris Interna
PNW,Pinnacle West Capital
POST,Post Holdings Inc
PPC,Pilgrim's Pride
PPL,PPL Corp
PSX,Phillips 66
PXD,Pioneer Natural Resou
RGA,Reinsurance Group of 
SCI,Service Corp Internat
SLB,Schlumberger N.V.
SLVM,Sylvamo Corp
SNA,Snap-On Inc
SO,Southern Company
SWCH,Switch Inc
T,AT&T Inc
TMUS,T-Mobile US
TPL,Texas Pacific Land Tr
UNM,Unumprovident Corp
VICI,Vici Properties Inc
VLO,Valero Energy Corp
VMI,Valmont Industries
VST,Vistra Energy Corp
WEC,Wisconsin Energy Corp
WLK,Westlake Corp
WMB,Williams Companies
WPC,W.P. Carey & Co. Llc
WRB,W.R. Berkley Corp
WTM,White Mountains Insur
WWE,World Wrestling Enter
XEL,XCEL Energy Inc
XOM,Exxon Mobil Corp
