Symbol,Name
ACC,American Campus Commu
ACHC,Acadia Healthcr Compa
ADP,Automatic Data Procs
AEP,American Electric Pow
AGR,Avangrid Inc
AJG,Arthur J. Gallagher &
ALB,Albemarle Corp
ALNY,Alnylam Pharmaceutica
AN,Autonation Inc
AZN,Astrazeneca Plc ADR
AZO,Autozone
AZPN,Aspen Technology
BAH,Booz Allen Hamilton H
BJ,Bj's Wholesale Club H
BMRN,Biomarin Pharmaceutic
BR,Broadridge Financial 
CAH,Cardinal Health
CASY,Casey's General Stor
CBOE,CBOE Global Markets I
CDNS,Cadence Design Sys
CF,Cf Industries Holding
CHK,Chesapeake Energy Cor
CHNG,Change Healthcare Inc
CHRW,C.H. Robinson Ww
CI,Cigna Corp
CNC,Centene Corp
CNP,Centerpoint Energy In
CPB,Campbell Soup Company
CSL,Carlisle Companies In
CTAS,Cintas Corp
DECK,Deckers Outdoor Corp
DLTR,Dollar Tree Inc
DOX,Amdocs Ltd Ord
DRVN,Driven Brands Holding
ED,Consolidated Edison C
ENPH,Enphase Energy Inc
EQT,Eqt Corp
ERIE,Erie Indemnity Compan
FSLR,First Solar Inc
FWONA,Liberty Media F1 Seri
FWONK,Liberty Media F1 Seri
GIS,General Mills
GPC,Genuine Parts Company
GPK,Graphic Packaging Hol
GWW,W.W. Grainger
HII,Huntington Ingalls In
HRB,H&R Block
HSY,Hershey Foods Corp
HUBB,Hubbell Inc B
HUM,Humana Inc
IONS,Ionis Pharmaceuticals
JAZZ,Jazz Pharma Plc
K,Kellogg Company
KO,Coca-Cola Company
LECO,Lincoln Elec Holdings
LNG,Cheniere Energy
LPLA,Lpl Financial Holding
LW,Lamb Weston Holdings 
MCK,Mckesson Corp
MDU,Mdu Res Group Inc
MNDT,Mandiant Inc
MRK,Merck & Company
NBIX,Neurocrine Bioscienc
NEE,Nextera Energy
NFE,New Fortress Energy L
NLSN,Nielsen Holdings Plc
NOC,Northrop Grumman Corp
NXST,Nexstar Media Group I
OHI,Omega Healthcare Inve
OLLI,Ollies Bargain CS
ON,On Semiconductor
ORLY,O'Reilly Automotive
OXY,Occidental Petroleum 
PAYC,Paycom Software Inc
PCTY,Paylocity Holdings Co
PEP,Pepsico Inc
PGR,Progressive Corp
PII,Polaris Industries In
POST,Post Holdings Inc
PWR,Quanta Services
PYCR,Paycor Hcm Inc
R,Ryder System
RGA,Reinsurance Group of 
RPRX,Royalty Pharma Plc Cl
RSG,Republic Services
RYAN,Ryan Specialty Hldgs 
SGFY,Signify Health Inc Cl
SO,Southern Company
SON,Sonoco Products Compa
SRE,Sempra
SRPT,Sarepta Therapeutics
STZ,Constellation Brands 
SWCH,Switch Inc
TMUS,T-Mobile US
TPL,Texas Pacific Land Tr
UI,Ubiquiti Networks
UNH,Unitedhealth Group In
UNM,Unumprovident Corp
VMI,Valmont Industries
VRTX,Vertex Pharmaceutic
WEC,Wisconsin Energy Corp
WM,Waste Management
WPC,W.P. Carey & Co. Llc
WTM,White Mountains Insur
WTRG,Essential Utilities I
