"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:ALHE,ALONY HETZ,Real Estate,Israel,842206863236.0094,445736597.9206734,1.0,160271210.63284,2355243463.5976005,2.0,439301613.9785,1.0,92547921.2186,1.0,4918097109.0701,1.0,92547921.2186,4918097109.0701,439301613.9785,445736597.9206734,1.0,160271210.63284,439301613.9785,1.0,92547921.2186,1.0,92547921.2186,439301613.9785,4.9108756,4.9108756,31.868892,31.868892,31.868892,0.0204391,31.868892,5.9169972,5.9080596,1197297950.9601488,1200915000.0,1237371933.3333333,1200915000.0,0.21067,1.3993394,4.75,0.5028002,2.75,0.7052699,0.40999,0.15062,0,1.739,5451,0.000319,1.4964223,173662000,302998016,1.7447571,10000000,7063006602,2939667482,30.2998016,-0.932,-0.375,-0.1639747,0.0004118,-0.1639747,0.0004118,-0.7399937,0.1760006,-0.281147,0.2218853,-43.0664388,2321.9937117,432969930.0810667,2.0,230381702.382,1.0,16.3129264,30.6578453,30.6578453,4.8770892,2.0,2.5598441,1.0,2.5598441,1.6009513,ILS,ILS,0.3054407,0.3054407,31.0,31.0,30.0,50.0,5451,3910,5585,4777.535,14.0964954,39.4117647,-2.3992838,1.84,38.8067201,1.6194681,1.0,1.6004553,1.0,0.4554035,0.5,1.0060658,1.0,0.0488191,0.5,0.0971198,1.0,1.1141281,1.0,3.0179822,2.0,1.6104553,1.0160658,0.1071198,3.0279822,2.3192188,15075547644.842735,2.0,8069878583.867387,1.0,8069878583.867387,3812803918.29572,2.0,1970256801.3711734,1.0,1970256801.3711734,0.1114683,0.1469725,197925600.0,923970400.0,923970400.0,9335782655.695719,2.0,5042920175.274593,1.0,5042920175.274593,0.9422067,None
TLV:AMAN,AMANET,Industrials,Israel,41.6590012,336122400.0,0.0,14323133.3333333,65286533.3333333,1.0,357326000.0,0.0,5256000.0,0.0,269232000.0,1.0,5256000.0,269232000.0,357326000.0,336122400.0,1.0,14323133.3333333,357326000.0,1.0,5256000.0,1.0,5256000.0,357326000.0,0.0647534,0.0647534,27.659575,27.659575,27.659575,0.0011104,27.659575,2.3674709,2.0815407,12875044.7039092,15985000.0,14321066.6666667,15985000.0,0.01471,0.0318128,0.0,0.0153456,1.0,0.0216228,0.18321,0.57585,0,0.658,1763,0.0003732,1.0796062,7137850,5256000,0.7363562,1493,23118564,39679178,3520.4286671,0.434,0.174,0.1610188,-0.0201109,0.1610188,-0.0201109,0.3657547,6.2977657,0.1254723,3.7922066,75.6232924,75.6232924,16939400.0,1.0,8773500.0,0.5,1.3647806,2.6350447,2.6350447,0.7429096,1.0,0.8358401,1.0,0.8358401,0.9152429,USD,ILS,1.0,0.3054407,75.696,105.974,60.4586,150.321,1763,1519,1986,1789.84,-1.4995754,16.0631995,-11.2286002,1.0449679,1.30202,2.4179795,1.0,2.2637617,1.0,1.944278,12.0,0.193094,1.0,0.0906917,0.0833333,0.7755336,1.0,4.1410908,2.0,2.0139217,1.0,2.2737617,0.203094,0.7855336,2.0239217,2.1488417,193104200.0,1.0,204062400.0,1.0,204062400.0,107640066.6666667,1.0,108118600.0,1.0,108118600.0,0.1257568,0.1486133,76571533.3333333,81780400.0,81780400.0,79876266.6666667,1.0,90290200.0,1.0,90290200.0,2.1333,None
TLV:ARNA,ARENA GROUP,Real Estate,Israel,1121457071987493.8,23278185.54026,1.0,5473986.04912,-1221055073.5353866,0.25,18444342.1102,1.0,1015590.3275,0.25,-4870525636.3672,0.25,1015590.3275,-4870525636.3672,18444342.1102,23278185.54026,1.0,5473986.04912,18444342.1102,1.0,1015590.3275,0.25,1015590.3275,18444342.1102,4.2007259,4.2007259,345.22227,345.22227,345.22227,22.3309742,345.22227,7.2951457,7.2951285,34770835.78965,34771000.0,41489333.3333333,34771000.0,0.22025,0.0249796,0.1,0.0499389,0.1,0.0993895,0.01,0.78658,0,0.009,260.4,3.46e-05,43.76056,1420940032,13300000,0.00936,10000000,253657114,134847817940,1.33,-0.24,-0.479,-0.2725171,-0.1972572,-0.2725171,-0.1972572,-0.2481293,0.2251871,-0.4085643,0.2091436,-1391.2999856,71.8752254,9950586.03646,1.0,7616469.2952,1.0,25.4916759,33.3037664,33.3037664,24.7578003,1.0,8.990589,1.0,8.990589,2.9994311,ILS,ILS,0.3054407,0.3054407,0,0,0,0,260.4,32,348,190.7545,36.510541,713.75,-25.1724138,1.4455696,9.1250253,1.0617094,1.0,1.0849176,1.0,0.2054994,1.0,0.1693023,1.0,3.3734056,0.3333333,9.7320602,1.0,1.0325621,6.0,0.206267,1.0,1.0949176,0.1793023,9.7420602,0.216267,0.6555923,259240208.0604067,1.0,258314193.30886,1.0,258314193.30886,22770705.9985667,1.0,28070000.33,1.0,28070000.33,0.1039316,0.1361806,-363786333.3333333,-253935600.0,-253935600.0,244654559.4014467,1.0,238257796.2722,1.0,238257796.2722,17.6783352,None
TLV:ARPT,AIRPORT CITY,Real Estate,Israel,942348.769458,276590767.0239066,1.0,159425465.6972533,3322063015.6675067,2.0,264954229.7743,1.0,133894207.0148,1.0,10817526469.448551,1.5,133894207.0148,10817526469.448551,264954229.7743,276590767.0239066,1.0,159425465.6972533,264954229.7743,1.0,133894207.0148,1.0,133894207.0148,264954229.7743,4.1323072,4.1323072,46.813335,46.813335,46.813335,0.0307802,46.813335,5.7859632,5.7859721,619514905.3212268,619513000.0,568718333.3333334,619513000.0,0.50535,2.0146877,4.75,1.4905771,2.75,1.3378716,0.23121,0.47591,0,1.5,7000,0.0002143,1.1690084,124488000,438364000,3.5213354,169,3584501455,2670024237,2593869.8224852,2.482,0.046,-0.2958878,-0.0004955,-0.2958878,-0.0004955,1.787528,13.6198468,0.0343761,2.1040801,26.1888675,26.1888675,109942687.6327467,1.0,175388020.6691,1.0,32.6033639,20.4375501,20.4375501,1.0039783,1.0,1.9039939,2.0,1.9039939,1.3808529,ILS,ILS,0.3054407,0.3054407,0,0,0,0,7000,4450,7259,5808.32,20.5167759,57.3033708,-3.5679846,1.8155927,35.8187661,4.0291792,2.0,2.066345,1.0,0.2903558,1.0,0.1870558,1.0,25.730952,3.0,8.7103759,1.0,1.5229111,1.0,1.1655177,1.0,2.076345,0.1970558,8.7203759,1.1755177,1.6259314,8971928906.071747,2.0,4606572946.6482,1.0,4606572946.6482,2221907093.114567,1.0,3514833076.05492,1.5,3514833076.05492,0.1290659,0.138094,763416866.6666666,273053266.6666667,273053266.6666667,2227667358.55044,1.0,2230097485.485067,1.0,2230097485.485067,2.1397197,None
TLV:KRUR,KERUR,Consumer Defensive,Israel,49497.4681519,280991536.2667934,1.0,24696122.7205133,161057883.3370467,1.0,297703581.6283,1.0,28151552.9969,1.0,1000479412.4692501,1.5,28151552.9969,1000479412.4692501,297703581.6283,280991536.2667934,1.0,24696122.7205133,297703581.6283,1.0,28151552.9969,1.0,28151552.9969,297703581.6283,0.350035,0.350035,15.844238,15.844238,15.844238,0.0042089,15.844238,1.7068026,1.6736781,207952386.5425913,216024000.0,190744000.0,216024000.0,0.09456,0.4196982,4.75,0.2779487,2.75,0.265069,0.23187,0.6249,0,7.323,10120,0.0007236,1.9668352,12578000,92167000,7.3276356,964,341157029,386104216,95608.9211618,-0.04,0.044,-0.0138841,-0.0206059,-0.0138841,-0.0206059,-0.033471,0.2466529,0.0278485,1.918788,-473.3717547,211.250458,51201920.5003867,1.0,55000706.849,1.0,6.6629733,6.2027754,6.2027754,0.5528718,1.0,1.0691836,2.0,1.0691836,1.0350133,ILS,ILS,0.3054407,0.3054407,795.068,318.0273,278.2739,198.7671,0.043299,8402,10600,9680.445,4.5406487,20.4475125,-4.5283019,1.5632393,14.5932762,1.2992209,0.3333333,3.6262455,1.0,0.3303757,1.0,0.011637,1.0,0.0,1.0,0.0,1.0,6.6952436,2.0,3.2342078,1.0,3.6362455,0.021637,0.01,3.2442078,3.4402267,690880228.97096,2.0,365321494.00104,1.0,365321494.00104,178156453.7230467,1.0,284733500.46385,1.5,284733500.46385,0.1770597,0.1988698,482577666.6666667,502875466.6666667,502875466.6666667,195446128.17368,2.0,101224982.4377667,1.0,101224982.4377667,3.2354095,None
TLV:MCLL,MICHLOL FIN,,Israel,7.781945950598783e+27,0,0.0,0,-162750.0,1.0,62379000.0,0.0,1200625.0,0.0,-651000.0,1.0,1200625.0,-651000.0,62379000.0,0,1.0,0,62379000.0,3.0,1200625.0,0.25,1200625.0,62379000.0,0,182.6451484,9489.4090289,9489.4090289,9489.4090289,182.6451485,9489.4090289,0,100000,0.0,14937500.0,0,14937500.0,0,0.0,0.0,1.2311085,4.0,0.4113695,0.249,0.52415,0,0,887.1,0.0,10000.0,40913600,0,0.0,10000000,11393221715,11393221715,0.0,-0.286,1.056,-0.286,1.056,0,0,-0.286,0.2214,1.056,10.5261861,-33179.7518494,3.0138863,-20292000.0,1.0,-5073000.0,0.5,178.1058993,224585486.2014587,224585486.2014587,4.1809796,1.0,16.7239186,1.0,16.7239186,4.0904888,USD,ILS,1.0,0.3054407,0,0,0,0,-0.0961793,845,1038,935.13257,-5.136445,4.9822485,-14.5375723,0.4362694,0.4372694,0.2649486,1.0,1.0597946,1.0,0.0,1.0,0.0,1.0,2.4954495,1.0,9.9817981,1.0,0.2744057,1.0,1.0976228,1.0,1.0697946,0.01,9.9917981,1.1076228,1.0887087,73137750.0,1.0,292551000.0,1.0,292551000.0,4126500.0,1.0,16506000.0,1.0,16506000.0,0.104104,0.1727387,5277000.0,21108000.0,21108000.0,69011250.0,1.0,276045000.0,1.0,276045000.0,5.006049,None
TLV:OPK,OPKO HEALTH,Healthcare,United States,1445340364.42573,1202505466.6666667,0.0,-108422800.0,-5691211200.0,0.25,1868060000.0,0.0,18982250.0,0.0,-23350924000.0,0.25,18982250.0,-23350924000.0,1868060000.0,1202505466.6666667,1.0,-108422800.0,1868060000.0,1.0,18982250.0,0.25,18982250.0,1868060000.0,1.6032582,1.6032582,37.5847378,37.5847378,37.5847378,1.6175846,37.5847378,16.7686944,16.9167994,175494006.0473588,172394000.0,29995733.3333333,172394000.0,0.04064,-0.0606718,0.0,0.0419251,1.0,0.0082978,0.28246,0.3972,0,0.118,1425,8.28e-05,1.7116939,681340992,75929000,0.1114405,5269,2994788415,302174666011,14410.5143291,0.212,-0.099,0.5666415,0.3160917,0.5666415,0.3160917,0.3006604,5.7332506,0.0047729,0.9408633,125.0072865,125.0072865,-91285600.0,0.5,39119000.0,0.5,3048.1485609,76.5558531,76.5558531,0.4465268,1.0,0.7950887,2.0,0.7950887,0.8926775,USD,ILS,1.0,0.3054407,0,0,0,0,0.0386298,1092,2043,1258.6,13.2210392,30.4945055,-30.2496329,0.7003155,0.7013155,3.2589513,1.0,3.5422401,1.0,0.0473739,1.0,0.5028513,1.0,0.1555674,3.0,0.0600864,1.0,1.31146,1.0,3.6420969,2.0,3.5522401,0.5128513,0.0700864,3.6520969,3.6021685,2434246133.3333335,1.0,2435994466.6666665,1.0,2435994466.6666665,1683843266.6666667,1.0,2615945500.0,1.5,2615945500.0,0.1077924,0.1072564,105128266.6666667,247062000.0,247062000.0,750402866.6666666,1.0,692030800.0,1.0,692030800.0,15.8017624,None
TLV:ORA,ORMAT TECHNO,Technology,United States,22711789713.07982,717217200.0,0.0,90958266.6666667,1003202000.0,2.0,651477000.0,0.0,63885000.0,0.0,3371065500.0,1.5,63885000.0,3371065500.0,651477000.0,717217200.0,1.0,90958266.6666667,651477000.0,1.0,63885000.0,1.0,63885000.0,651477000.0,7.0401027,7.0401027,61.8543838,61.8543838,61.8543838,6.1465142,8.8363405,13.1828206,13.2686532,343435172.6598703,338963000.0,346288666.6666667,338963000.0,0.09806,0.1221083,0.0,0.0936039,1.0,0.1055908,0.92282,0.01296,0,1.156,23620,4.89e-05,2.1841184,56001500,63885000,1.140773,1402,4586400122,400431267188,45567.0470756,-0.05,-0.001,-0.0830711,-0.0150839,-0.0830711,-0.0150839,-0.0582678,0.2441732,-0.004521,0.2495479,3.7039,3.7039,240215400.0,1.0,170906000.0,1.0,19.0928647,26.8358052,26.8358052,1.1439675,1.0,2.3453988,2.0,2.3453988,1.5324695,USD,ILS,1.0,0.3054407,12.0,12.0,12.0,12.0,-0.1564286,21120,41550,23275.35,1.4807511,11.8371212,-43.1528279,0.2447381,0.2457381,1.954548,1.0,1.9333753,1.0,4.3690261,2.0,2.8955246,1.0,0.6198764,1.0,1.2655511,2.0,2.2156105,1.0,0.9301071,0.5,1.9433753,2.9055246,1.2755511,0.9401071,1.4417412,7064058133.333333,2.0,4117102733.3333335,1.0,4117102733.3333335,3182481600.0,2.0,2740661300.0,1.5,2740661300.0,0.115517,0.1233101,310756600.0,243219000.0,243219000.0,3608286133.3333335,2.0,2143467733.3333333,1.0,2143467733.3333333,10.6648737,None
TLV:PHOE,PHOENIX,Financial Services,Israel,31386119799.7674,5228645083.0148,1.0,253533618.73688,1640307213.7997599,1.0,9147055550.9525,1.0,554260635.6782,1.0,7206995492.780001,1.0,554260635.6782,7206995492.780001,9147055550.9525,5228645083.0148,1.0,253533618.73688,9147055550.9525,1.0,554260635.6782,1.0,554260635.6782,9147055550.9525,-0.8017818,33.8083395,6.218774,6.218774,6.218774,0.1032644,6.218774,-8.4075607,7502.0927934,-16943480287.21289,2895023000.0,1401495400.0,2895023000.0,0.06059,0.276915,4.75,0.1832612,2.75,0.1745887,0.12319,0.43891,0,6.445,4004,0.0016096,1.2820677,252610000,1814626048,7.1835084,355,309246759870,309246759870,5111622.6704225,0.366,0.162,1.7109151,0.0837684,1.7109151,0.0837684,0.7022288,8.6299091,0.1424421,4.0241501,8.8557665,8.8557665,397261041.1084867,0.5,948706755.6582,1.0,778.4472371,325.9666467,325.9666467,29.23904,2.0,7.1860847,0.5,7.1860847,2.6816873,ILS,ILS,0.3054407,0.3054407,79.2203,149.213,97.6199,46.867,4004,2250,4050,3349.725,19.5322004,77.9555556,-1.1358025,1.9488889,54.7926717,1.0699144,1.0,1.0711628,1.0,3.4362642,2.0,0.7319496,0.5,0.045401,1.0,0.0091202,0.25,12.640348,1.0,27.2672795,1.0,1.0811628,0.7419496,0.0191202,27.2772795,14.1792211,34375379429.99677,1.0,58448415849.20595,1.5,58448415849.20595,4424186118.86744,2.0,2532175507.3679132,1.0,2532175507.3679132,0.1094829,0.3188871,41393040933.333336,88447380200.0,88447380200.0,32130960013.35313,1.0,54563925731.677895,1.5,54563925731.677895,2.1421869,None
TLV:PIU,POALIM IBI,Financial Services,Israel,412.2644694,74697800.0,0.0,29036000.0,2677516.6666667,0.25,123829000.0,0.0,49418000.0,0.0,50326000.0,1.0,49418000.0,50326000.0,123829000.0,74697800.0,1.0,29036000.0,123829000.0,1.0,49418000.0,1.0,49418000.0,123829000.0,0.3674452,0.3674452,9.164474,9.164474,9.164474,0.0071759,9.164474,0,100000,0.0,922000.0,862600.0,922000.0,0.39908,0.3778747,0.0,0.4074679,1.0,0.3958075,0.42295,0.29885,0,1.52,1390,0.0010935,1.9264279,20884300,49418000,2.3662751,14,45504897,88858290,3529857.1428571,1.262,1.068,0.2510366,0.1809374,0.2510366,0.1809374,1.0092592,10.2961891,0.8462343,9.4490996,9.0803972,9.0803972,39448933.3333333,1.0,78632000.0,1.0,1.153514,0.5787071,0.5787071,0.260142,1.0,0.3437529,1.0,0.3437529,0.5873045,USD,ILS,1.0,0.3054407,37.9536,57.2059,59.3746,71.8241,1390,1277,1999,1584.7,-12.2862371,8.8488645,-30.4652326,0.3130194,0.3140194,5.3838535,1.0,4.0802341,1.0,0.0,1.0,0.0,1.0,1.3181767,2.0,0.1333606,0.25,5.9665205,1.0,4.323133,1.0,4.0902341,0.01,0.1433606,4.333133,4.2116835,177769466.6666667,1.0,193474333.3333333,1.0,193474333.3333333,140675733.3333333,1.0,143964133.3333333,1.0,143964133.3333333,0.3554241,0.4432661,125297000.0,126577600.0,126577600.0,37093733.3333333,1.0,49510200.0,1.0,49510200.0,1.433061,None
