Symbol,Name
AA,Alcoa Corp
ABBV,Abbvie Inc
ABC,Amerisourcebergen Cor
ADM,Archer Daniels Midlan
AFL,Aflac Inc
AGO,Assured Guaranty Ltd
AIG,American Internationa
APA,Apa Corp
ARMK,Aramark Holdings Corp
ATH,Athene Holding Ltd
ATO,Atmos Energy Corp
AVT,Avnet Inc
BAC,Bank of America Corp
BDX,Becton Dickinson and 
BG,Bunge Ltd
BHF,Brighthouse Financial
BK,Bank of New York Mell
BKNG,Booking Holdings Inc
BKR,Baker Hughes A Ge Co.
BMRN,Biomarin Pharmaceutic
BOH,Bank of Hawaii Corp
BPOP,Popular Inc
BRX,Brixmor Property Grou
BYD,Boyd Gaming Corp
CB,Chubb Ltd
CBSH,Commerce Bancshares
CCK,Crown Cork & Seal Com
CERN,Cerner Corp
CF,Cf Industries Holding
CFG,Citizens Financial Gr
CFR,Cullen_Frost Bankers
CLR,Continental Resources
CMA,Comerica Inc
CME,CME Group Inc
CNA,Cna Financial Corp
CNC,Centene Corp
CNXC,Concentrix Corp
CONE,Cyrusone Inc
COP,Conocophillips
CPA,Copa Holdings S.A.
CPRI,Capri Holdings Ltd
CTRA,Coterra Energy Inc
CTSH,Cognizant Tech Sol
CTVA,Corteva Inc
CVX,Chevron Corp
DE,Deere & Company
DELL,Dell Technologies Inc
DTM,Dt Midstream Inc
DVN,Devon Energy Corp
EMN,Eastman Chemical Comp
EOG,Eog Resources
EQH,Axa Equitable Holding
EWBC,East West Bancorp
EXC,Exelon Corp
EXPE,Expedia Group Inc
FANG,Diamondback Energy
FCX,Freeport-Mcmoran Inc
FE,Firstenergy Corp
FHB,First Hawaiian Inc
FHN,First Horizon Corp
FITB,Fifth Third Bancorp
FMC,FMC Corp
FNB,F.N.B. Corp
GD,General Dynamics Corp
GL,Globe Life Inc
H,Hyatt Hotels Corp
HES,Hess Corp
HFC,Hollyfrontier Corp
HIG,Hartford Financial Se
HLT,Hilton Inc
HPE,Hewlett Packard Enter
HST,Host Marriott Financi
HSY,Hershey Foods Corp
HUN,Huntsman Corp
HWM,Howmet Aerospace Inc
KEY,Keycorp
L,Loews Corp
LMT,Lockheed Martin Corp
LNC,Lincoln National Corp
LNG,Cheniere Energy
LPLA,Lpl Financial Holding
MAR,Marriot Int Cl A
MAT,Mattel Inc
MCK,Mckesson Corp
MET,Metlife Inc
MGM,MGM Resorts Internati
MIDD,Middleby Corp
MKC,Mccormick & Company
MO,Altria Group
MOS,Mosaic Company
MPC,Marathon Petroleum Co
MRO,Marathon Oil Corp
MS,Morgan Stanley
MTB,M&T Bank Corp
NI,NiSource Inc
NLOK,Nortonlifelock Inc
NOV,Nov Inc
NTRS,Northern Trust Corp
NVST,Envista Holdings Corp
NXST,Nexstar Media Group I
OKE,Oneok Inc
OMC,Omnicom Group Inc
ORI,Old Republic Internat
OXY,Occidental Petroleum 
PACW,Pacwest Bancorp
PB,Prosperity Bancshares
PBCT,People's United Finl
PFG,Principal Financial G
PLNT,Planet Fitness
PM,Philip Morris Interna
PRU,Prudential Financial 
PSX,Phillips 66
PXD,Pioneer Natural Resou
RE,Everest Re Group
RF,Regions Financial Cor
RHI,Robert Half Internati
RJF,Raymond James Financi
RTX,Raytheon Technologies
SBNY,Signature Bank
SCCO,Southern Copper Corp
SF,Stifel Financial Corp
SLB,Schlumberger N.V.
SNV,Synovus Financial Cor
SPR,Spirit Aerosystems Ho
STT,State Street Corp
TFC,Truist Financial Corp
THG,The Hanover Insurance
TRGP,Targa Resources
TRV,The Travelers Compani
TSN,Tyson Foods
UMPQ,Umpqua Holdings Corp
UNVR,Univar Inc
UTHR,United Therapeutic
VAC,Marriot Vacations Wor
VIRT,Virtu Financial Cm A
VLO,Valero Energy Corp
VOYA,VOYA Financial Inc
WBS,Webster Financial Cor
WFC,Wells Fargo & Company
WH,Wyndham Hotels & Reso
WLK,Westlake Chemical Cor
WMB,Williams Companies
WRB,W.R. Berkley Corp
WTFC,Wintrust Financial Co
WY,Weyerhaeuser Company
XOM,Exxon Mobil Corp
ZION,Zions Bancorp
