Symbol,Name
ABBV,Abbvie Inc
AFL,Aflac Inc
APA,Apa Corp
BG,Bunge Ltd
BKR,Baker Hughes A Ge Co.
CERN,Cerner Corp
CLR,Continental Resources
COP,Conocophillips
CVS,CVS Corp
CVX,Chevron Corp
DE,Deere & Company
DVN,Devon Energy Corp
EOG,Eog Resources
FANG,Diamondback Energy
FE,Firstenergy Corp
GL,Globe Life Inc
HAL,Halliburton Company
HES,Hess Corp
LNG,Cheniere Energy
MPC,Marathon Petroleum Co
MRO,Marathon Oil Corp
OXY,Occidental Petroleum 
PCAR,Paccar Inc
PGR,Progressive Corp
PXD,Pioneer Natural Resou
RTX,Raytheon Technologies
SLB,Schlumberger N.V.
TRGP,Targa Resources
TRV,The Travelers Compani
TSN,Tyson Foods
VLO,Valero Energy Corp
VRTX,Vertex Pharmaceutic
WFC,Wells Fargo & Company
WMB,Williams Companies
XOM,Exxon Mobil Corp
ZION,Zions Bancorp
