"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:ABIL,ABILITY INC,Technology,Israel,1e+50,1693200.0,-7635000.0,421000.0,-1342300.0,-4488650.0,1057100.0,1693200.0,-7635000.0,421000.0,-1342300.0,-4488650.0,1057100.0,2.69269,2.69269,9693.13537,9693.13537,9693.13537,268.29382,3231.04512,-1.03544,0,0.0,0.0,0.0,0.0,0.01,0.03946,0,-0.938,191.8,-0.00489,10000.0,7972390,-6709000,-0.84153,10,4647727,463075138,-670900.0,0.07351,0.0345,0.07351,0.0345,0.07351,0.0345,0.07351,1.41756,0.0345,1.22248,1,1,-3962733.33333,10400.0,2062.24787,446.89686,1254.57236,-0.16933,-2.58778,14.78555,3.8452,USD,ILS,1.0,0.30749,0,0,0,0,1.21478,69.1,380,167.23402,14.68958,177.56874,-49.52632,0.78932,0.79032,0.77139,0.61171,0.84432,0.83243,7.52261,4.71154,0.71359,0.57295,0.70155,0.84838,6.12708,0.65327,0.67741,16669933.33333,13883000.0,15276466.66667,None
TLV:ABRA,ABRA TECH,Technology,Israel,2268429.84833,18581400.0,-12050466.66667,22532300.0,4175733.33333,-3937366.66667,20556850.0,18581400.0,-12050466.66667,22532300.0,4175733.33333,-3937366.66667,20556850.0,0.8745,0.8745,7.83423,7.83423,7.83423,13.93837,2.61141,62.748,0.15254,0.0,0.0,0.0,0.0,0.09717,0.42577,0,0.159,403.4,0.00039,0.58289,63743500,9429000,0.14792,352,54062591,861558290,26786.93182,-0.57555,0.39177,-0.57555,0.39177,-0.57555,0.39177,-0.57555,0.47445,0.39177,3.00885,1,1,5831066.66667,925566.66667,9.27148,58.41026,33.84087,0.28574,0.41948,0.35261,0.59381,USD,ILS,1.0,0.30749,28.7654,241.88435,159.01178,105.64151,0.38103,225.1,456,340.41107,18.50378,79.20924,-11.53509,1.54439,13.56889,19.10708,3.71693,0.30872,0.0095,0.11423,0.14727,10.60497,3.72292,11.42201,0.16911,0.14075,7.17394,9.29798,153838800.0,183925800.0,168882300.0,None
TLV:ACCL,ACCEL SOLUTIONS GR,Technology,Israel,861307132183636.8,54300466.66667,-2694666.66667,19788800.0,251133.33333,-1221766.66667,37044633.33333,54300466.66667,-2694666.66667,19788800.0,251133.33333,-1221766.66667,37044633.33333,0.72814,0.72814,55.80944,55.80944,55.80944,107.11946,18.60315,42.208,0.01434,0.0,0.0,0.0,0.0,0.01819,0.35623,0,0.012,218.5,5e-05,0.85532,116847000,1048000,0.00897,25,53198534,7825398320,41920.0,-0.49853,0.23014,-0.49853,0.23014,-0.49853,0.23014,-0.49853,0.55147,0.23014,2.20069,1,1,-630000.0,-2810400.0,604253794.67757,6890637.92779,305572216.30268,1.35901,0.81277,1.08589,1.04206,USD,ILS,1.0,0.30749,64.3205,173.616,4.602,47.5795,1.02315,95.5,299,234.87361,-6.97124,128.79581,-26.92308,1.20885,3.1205,3.96836,2.39613,0.61772,0.24213,0.00373,0.02883,2.45469,2.08806,3.19224,0.43992,0.02628,2.28137,2.73681,48098400.0,98767200.0,73432800.0,None
TLV:ACE,ACE CAPITAL RETAIL,Consumer Cyclical,Israel,1027811.91366,624690800.0,24388000.0,183259066.66667,8914666.66667,16651333.33333,403974933.33333,624690800.0,24388000.0,183259066.66667,8914666.66667,16651333.33333,403974933.33333,0.33947,0.33947,3.03011,3.03011,3.03011,2.21256,3.03011,9.708,0.063,0.0,0.0,0.0,0.0,0.046,0.81862,0,2.128,2153,0.00099,1.04813,23015000,46134000,2.00452,990,248510997,1620201951,46600.0,0.20774,0.05097,0.20774,0.05097,0.20774,0.05097,0.20774,2.08871,0.05097,1.30483,1,1,101393266.66667,25393133.33333,2.45096,9.78654,6.11875,6.48685,5.51469,6.00077,2.44965,USD,ILS,1.0,0.30749,36.3477,86.8998,0,0,0.02719,1600,2198,1867.6545,15.27828,34.5625,-2.04732,1.8495,40.02429,1.16238,1.18619,0.14502,0.16442,0.0,0.0,0.75117,0.81041,1.18428,0.16472,0.01,0.79079,0.98754,657340000.0,793186857.14286,725263428.57143,None
TLV:ADGR,ADGAR INVEST & DEV,Real Estate,Israel,290875351994.7682,73831198.40733,13838115.96533,19198589.13533,1064960.866,7451538.41567,46514893.77133,73831198.40733,13838115.96533,19198589.13533,1064960.866,7451538.41567,46514893.77133,4.8977,4.8977,465.73689,465.73689,465.73689,14.19617,465.73689,19.99,-0.11855,0.18819,1.0,0.1226,2.5,0.13563,0.25364,0,-0.188,643.5,-0.00029,0.24843,163544992,-28926000,-0.17687,116,1195035826,3463836642,-249362.06897,0.486,0.00371,-0.47897,0.00371,-0.47897,0.00371,0.24476,2.27379,0.00371,1.06853,1,1,25007095.73467,5088836.504,47.78787,234.83479,141.31133,2.87386,2.81893,2.8464,1.68713,ILS,ILS,0.30749,0.30749,7.3374,7.2151,6.9655,6.3741,0.58537,345,676.9,594.19794,8.29725,86.52174,-4.93426,1.79873,33.86901,1.3551,1.35632,0.70549,0.31826,19.26964,18.5273,0.9694,0.85429,1.36571,0.52187,18.90847,0.92185,1.14378,1442985833.10533,1476741388.328,1459863610.71667,None
TLV:ADKA,ADIKA STYLE LTD,Consumer Cyclical,Israel,69749933537660.06,176013666.66667,4285066.66667,59013466.66667,-5995866.66667,-855400.0,117513566.66667,176013666.66667,4285066.66667,59013466.66667,-5995866.66667,-855400.0,117513566.66667,0.3161,0.3161,180.09108,180.09108,180.09108,20.93575,180.09108,21.194,-0.03125,0.0,0.0,0.0,0.0,0.00554,0.10486,0,-0.351,760,-0.00046,1.18315,21218500,-7089000,-0.3341,451,71693709,4749818831,-15718.40355,0.18849,0.18185,0.18849,0.18185,0.18849,0.18185,0.18849,1.99247,0.18185,1.95925,1,1,16190466.66667,-1414133.33333,4.42814,131080905.0961,65540454.76212,2.96953,2.94906,2.9593,1.72026,USD,ILS,1.0,0.30749,0,0,0,0,1.10818,306.1,1780,1350.9917,-43.74503,148.28487,-57.30337,0.61592,0.61692,1.46838,1.34579,1.05658,0.63401,1.83717,2.47798,1.36975,1.2924,1.41709,0.85529,2.16758,1.34108,1.37908,158961533.33333,175114066.66667,167037800.0,None
TLV:AFHL,AFCON HOLDINGS LTD,Technology,Israel,544.29813,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,517509503.37533,3020023.28467,146624741.06067,16490811.696,9755417.49033,332067122.218,0.20171,0.20171,3.05773,3.05773,3.05773,17.59697,1.01924,7.29,0.05863,0.01379,2.25,0.26916,2.5,0.18252,0.22939,0,20.595,20800,0.00099,0.58933,5057400,106122000,20.98351,1209,365004071,31848446484,87776.67494,34.738,0.02158,0.28124,0.02158,0.28124,0.02158,26.12381,131.66905,0.02158,1.15789,1,1,19410941.72933,15060655.20667,18.80404,24.2356,21.51982,2.69749,2.64146,2.66948,1.63385,ILS,ILS,0.30749,0.30749,949.1046,215.99013,323.9852,323.9852,1.29403,8320,21720,15893.542,30.87076,150.0,-4.23573,1.86269,41.76752,1.37493,1.38267,0.28935,0.16303,3.3487,3.31462,1.57707,1.65345,1.3888,0.23619,3.34166,1.62526,1.50703,538296893.34067,577717972.31267,558007432.82667,None
TLV:AFID,None,None,Unknown,1e+50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5000000000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0,0,0,0.0,10000.0,100000000,0,0.0,10000000,0,0,0.0,-0.9,-0.9,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,0,10000000000000.0,10000000000000.0,0.0,5000000000000.0,10000000000000.0,10000000000000.0,0.0,0.0,USD,USD,1.0,1.0,1992.123,2458.831,1844.0001,1299.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0,0,0,None
TLV:AFPR,AFI PROPERTIES,Real Estate,Israel,158916038.03939,281972716.85733,54023594.578,82251074.08133,20893638.01,37458616.294,182111895.46933,281972716.85733,54023594.578,82251074.08133,20893638.01,37458616.294,182111895.46933,3.75415,3.75415,4.87236,4.87236,4.87236,16.69868,4.87236,28.662,0.30567,0.49643,2.5,0.66137,2.5,0.57343,0.09391,0,8.911,13820,0.00064,0.36501,36032600,311606016,8.64789,296,3827053955,17022671508,1052723.02703,-0.47835,0.02935,-0.47835,0.02935,-0.47835,0.02935,-0.47835,0.57165,0.02935,1.19675,1,1,96507601.93933,37276520.716,39.65547,102.66661,71.16104,1.91951,2.07567,1.99759,1.41336,ILS,ILS,0.30749,0.30749,699.04755,262.25336,355.3014,322.38956,0.52591,7496.1353,14960,12280.486,12.53626,84.36167,-7.62032,1.69453,23.67516,1.53169,1.48576,0.38949,1.04969,14.97051,15.70971,0.64434,0.78507,1.51872,0.72959,15.35011,0.7247,1.12171,3613905329.80133,4025529954.69933,3819717642.25033,None
TLV:AFRE,AFRICA ISRAEL RESI,Real Estate,Israel,282255608901.57776,1262028800.0,103345466.66667,291068466.66667,25612466.66667,64478966.66667,776548633.33333,1262028800.0,103345466.66667,291068466.66667,25612466.66667,64478966.66667,776548633.33333,0.97751,0.97751,5.78172,5.78172,5.78172,5.45277,5.78172,30.567,0.08663,0.0,0.0,0.0,0.0,0.0595,0.32603,0,8.855,16780,0.00053,0.60672,12643500,111959000,8.85506,54,1263126884,7046920984,2073314.81481,13.571,0.04763,-0.01169,0.04763,-0.01169,0.04763,10.17533,51.92664,0.04763,1.28817,1,1,-58948600.0,-60698133.33333,9976695.23581,9142412.13114,9559553.68347,2.47984,2.46319,2.47152,1.57211,USD,ILS,1.0,0.30749,474.5507,395.4589,395.4589,395.4589,0.89605,8000,18830,15045.348,11.52949,109.75,-10.88688,1.62142,18.1709,1.40381,1.40608,0.34251,0.34813,26.8335,24.98678,1.1847,1.07,1.41494,0.35532,25.92014,1.13735,1.27615,3752019266.66667,3728918400.0,3740468833.33333,None
