"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:IDIN,I.D.I. INSURANCE,Financial Services,Israel,0.14441,685951459.41,62553592.67067,164649804.86067,16420765.474,39487179.07233,425300632.13533,685951459.41,62553592.67067,164649804.86067,16420765.474,39487179.07233,425300632.13533,0.07534,0.07534,2.02284,2.02284,2.02284,2.47657,2.02284,1.301,0.11221,0.22891,2.5,0.24865,2.5,0.23352,0.09084,0,16.569,11260,0.00147,0.57177,14674900,243336000,16.58178,1500,163613588,5370705242,162224.0,5.464,-0.02837,0.01085,-0.02837,0.01085,-0.02837,4.10071,21.55356,-0.02837,1.02163,1,1,40295539.53333,16726267.03867,4.06034,9.78184,6.92109,7.27621,6.31866,6.79743,2.60719,ILS,ILS,0.30749,0.30749,749.5785,272.574,477.0045,170.3587,0.37535,7260,13400,11268.417,1.46905,55.09642,-15.97015,1.30293,4.89249,1.13965,1.15895,1.15278,437.29805,0.82159,0.31125,0.86151,1219.51402,1.1593,219.23541,0.57642,610.19777,305.67853,1778630027.492,1854734089.48267,1816682058.48733,None
TLV:NTO,NETO M.E HOLDINGS,Consumer Defensive,Israel,2.6127,920875315.86133,32784542.80133,242417838.73667,7508065.32733,20146304.06433,581646577.299,920875315.86133,32784542.80133,242417838.73667,7508065.32733,20146304.06433,581646577.299,0.12084,0.12084,1.10551,1.10551,1.10551,0.51091,1.10551,5.203,0.03933,0.54531,15.46875,0.0785,2.5,0.34965,0.08884,0,37.16,13320,0.00279,0.37785,3709300,127276000,34.31267,1355,390648441,1653547423,93930.62731,0.856,0.05392,0.12247,0.05392,0.12247,0.05392,0.67262,4.41309,0.05392,1.3196,1,1,38654608.89867,21471719.21,10.10613,18.19363,14.14988,1.71637,2.20733,1.96185,1.40066,ILS,ILS,0.30749,0.30749,4852.673,2695.9292,4865.8433,6758.115,-0.30625,11600,19590,13738.819,-6.89642,14.82759,-32.00613,0.43054,0.43154,2.2029,2.04748,0.1642,0.08585,0.60932,1.52173,1.87575,1.78561,2.13519,0.13502,1.07553,1.84068,1.98794,490962374.72467,517946733.656,504454554.19033,None
TLV:BRAM,BRAM INDUSTRIES,Consumer Cyclical,Israel,4.63789,133199866.66667,2315066.66667,32423333.33333,645400.0,1480233.33333,82811600.0,133199866.66667,2315066.66667,32423333.33333,645400.0,1480233.33333,82811600.0,0.25306,0.25306,4.18587,4.18587,4.18587,0.14428,4.18587,5.646,0.03451,0.0,0.0,0.0,0.0,0.02972,0.27775,0,0.23,315.4,0.00073,0.32017,20226000,4658000,0.2303,10000000,34160601,19472606,0.4658,0.62511,0.01244,0.62511,0.01244,0.62511,0.01244,0.62511,4.17555,0.01244,1.1122,1,1,19668400.0,6166533.33333,1.73683,5.53968,3.63825,1.67095,1.61056,1.64076,1.28092,USD,ILS,1.0,0.30749,12.2663,9.8131,12.5748,18.5371,315.4,269.6,400,322.32697,-2.14905,16.98813,-21.15,0.70245,0.70345,1.6062,1.62143,0.19206,0.10498,0.64561,1.09781,1.20072,1.19126,1.62382,0.15852,0.88171,1.20599,1.4149,163581000.0,162202800.0,162891900.0,None
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,Israel,4.85337,150596138.40533,8757130.706,41998296.15733,4070368.126,6413749.416,96297217.28133,150596138.40533,8757130.706,41998296.15733,4070368.126,6413749.416,96297217.28133,0.24784,0.24784,2.92426,2.92426,2.92426,0.09606,2.92426,7.623,0.07707,0.32318,5.625,2.85782,30.07812,1.74639,0.12964,0,3.858,3861,0.001,0.51012,10111500,39012000,3.85818,344,125425682,48623462,113406.97674,2.911,0.02221,0.2173,0.02221,0.2173,0.02221,2.23758,12.23788,0.02221,1.16106,1,1,15769706.64733,6811723.47333,7.95358,18.41321,13.1834,1.16606,1.14648,1.15627,1.0753,ILS,ILS,0.30749,0.30749,395.589,148.346,79.1177,98.8971,3861,1152,3900,2465.163,56.6225,235.15625,-3.94893,1.97162,58.73996,1.88656,1.88136,0.20548,0.17693,1.15759,1.02339,1.80115,1.87814,1.89396,0.2012,1.10049,1.84965,1.8718,138174505.874,140556651.40333,139365578.63867,None
TLV:ATRY,ATREYU CAPITAL,Financial Services,Israel,8.97229,92283000.0,76056333.33333,22363400.0,19102400.0,47579366.66667,57323200.0,92283000.0,76056333.33333,22363400.0,19102400.0,47579366.66667,57323200.0,2.55032,2.55032,3.31663,3.31663,3.31663,2.72819,3.31663,4.84505,0.82282,0.0,0.0,0.0,0.0,0.48018,0.22775,0,5.05,5487,0.00092,1.09256,14723500,74376000,5.05152,16,230524278,246603614,4648500.0,-0.095,-0.008,-0.00787,-0.008,-0.00787,-0.008,-0.07322,0.97678,-0.008,1.042,1,1,52928066.66667,15875733.33333,4.35543,14.52054,9.43798,0.0197,0.01647,0.01809,0.1345,USD,ILS,1.0,0.30749,142.629,135.837,105.274,115.462,5487,4680,6340,5065.4683,8.32167,17.24359,-13.45426,0.97229,0.97329,62.73005,63.32694,0.04411,0.01103,0.0,0.0,6.57072,5.0006,63.03849,0.03757,0.01,5.79566,34.41708,217490066.66667,229277466.66667,223383766.66667,None
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,Israel,19.9138,127177945.99733,8460238.86133,34793887.45467,3310949.82333,5885594.34233,80985916.726,127177945.99733,8460238.86133,34793887.45467,3310949.82333,5885594.34233,80985916.726,0.26229,0.26229,3.62681,3.62681,3.62681,3.72428,3.62681,6.669,0.09441,1.01591,15.46875,0.23713,2.5,0.67176,0.15652,0,3.159,3748,0.00084,0.42286,13190300,41699000,3.16134,181,115848948,1648772452,230381.21547,1.2351,0.06737,0.11621,0.06737,0.11621,0.06737,0.95537,5.82688,0.06737,1.38686,1,1,11467675.55533,2612886.02533,10.10222,44.33754,27.21988,0.12816,0.13743,0.1328,0.36441,ILS,ILS,0.30749,0.30749,30.0551,60.1101,37.5688,105.2191,3501.93386,2396,4150,3591.5693,4.3555,56.42738,-9.68675,1.54162,13.4234,14.26122,13.29093,0.85864,1.33692,1.36211,1.30594,14.11392,13.51744,13.78607,1.10778,1.34403,13.82568,13.80587,175386023.204,195537995.334,185462009.269,None
TLV:CLIS,CLAL INSURANCE ENT,Financial Services,Israel,24.07465,4831972621.06867,59677495.20533,2001893043.17,81609239.95467,70643367.58,3416932832.11933,4831972621.06867,59677495.20533,2001893043.17,81609239.95467,70643367.58,3416932832.11933,-1.57712,0.38357,2.98996,2.98996,2.98996,0.0891,2.98996,18.55257,0.02982,0.01333,1.0,0.18176,4.8125,0.12428,0.21495,0,6.48,6330,0.00102,0.20806,67644896,438676000,6.48498,4198,1310616171,1310616171,104496.42687,1.584,-0.03188,0.43921,-0.03188,0.43921,-0.03188,1.2978,7.53901,-0.03188,1.01812,1,1,70193878.698,72695719.83467,18.67137,18.02879,18.35008,19.37742,19.33705,19.35724,4.39969,ILS,ILS,0.30749,0.30749,216.79,325.184,451.645,270.987,6330,2755,6770,5415.1914,16.89338,129.76407,-6.49926,1.78082,31.89503,1.05216,1.05228,8.03379,8.94438,0.04169,0.04055,27.93413,146.82879,1.06222,8.49908,0.05112,87.39146,44.22684,36663413412.09733,36947874584.02666,36805643998.062,None
TLV:DIPL,DIPLOMAT HOLDINGS,Consumer Defensive,Israel,32.64668,2750821000.0,60691571.42857,703109428.57143,18890428.57143,39791000.0,1726965214.28571,2750821000.0,60691571.42857,703109428.57143,18890428.57143,39791000.0,1726965214.28571,0.19956,0.19956,5.38108,5.38108,5.38108,0.18175,5.38108,11.971,0.02429,0.0,0.0,0.0,0.0,0.02388,0.01,0,3.5,6135,0.00057,0.69615,26000000,65456000,2.51754,2350,537646884,489677815,27853.61702,0.435,4e-05,-0.09765,4e-05,-0.09765,4e-05,0.30184,2.55919,4e-05,1.05019,1,1,97301571.42857,128500857.14286,5.52557,4.18399,4.85478,2.478,2.08319,2.28059,1.51016,USD,ILS,1.0,0.30749,384.615,0,0,0,6135,5937,7500,6410.7,-4.30062,3.33502,-18.2,0.25336,0.25436,1.4577,1.55376,0.68334,0.12409,0.23155,0.24356,1.31686,1.42222,1.51573,0.41372,0.24755,1.37954,1.44763,1157096333.33333,1110035000.0,1133565666.66667,None
TLV:ELSPC,ELSPEC ENGINEERING,Industrials,Israel,43.07615,20086189.76933,1690190.53267,4368110.693,345188.274,1017689.40333,12227150.23117,20086189.76933,1690190.53267,4368110.693,345188.274,1017689.40333,12227150.23117,0.31395,0.31395,5.82833,5.82833,5.82833,0.40328,5.82833,12.093,0.069,0.20552,2.5,0.20126,2.5,0.1948,0.11354,0,0.22,418.5,0.00053,0.40183,19457800,4269000,0.2194,3119,19429031,24949438,1368.70792,-0.605,-0.02106,-0.10323,-0.02106,-0.10323,-0.02106,-0.47956,0.57044,-0.02106,1.02894,1,1,2856172.11333,865676.597,6.80247,22.44375,14.62311,0.4193,0.36259,0.39094,0.62526,ILS,ILS,0.30749,0.30749,77.7068,36.2632,51.9633,83.1413,418.5,329,639,471.21915,-11.18782,27.20365,-34.50704,0.57742,0.57842,3.48353,3.77873,0.13793,0.16339,10.44397,12.20608,3.8138,4.28509,3.64113,0.16066,11.33503,4.05944,3.85029,25307287.972,25781068.564,25544178.268,None
TLV:ALD,A.L.D. ADVANCED,Industrials,Israel,53.14233,35335910.32733,703742.11333,8833111.485,599021.269,651381.69117,22084510.90617,35335910.32733,703742.11333,8833111.485,599021.269,651381.69117,22084510.90617,0.25276,0.25276,2.58099,2.58099,2.58099,0.01627,2.58099,18.099,0.03627,0.02047,1.0,0.06656,1.0,0.06132,0.15632,0,0.48,431,0.00111,0.48679,6469730,4076000,0.63001,603,28394401,1828334,6759.53566,3.772,-0.0055,0.24568,-0.0055,0.24568,-0.0055,2.89042,15.50211,-0.0055,1.0445,1,1,2424251.16,1152103.532,11.71265,24.6457,18.17918,2.26432,1.90787,2.0861,1.44433,ILS,ILS,0.30749,0.30749,3.9208,1.7464,2.47,2.47,431,59.4206,467,304.1222,41.71935,625.33768,-7.70878,1.82335,36.74654,1.59139,1.67987,0.60419,0.33515,0.64493,0.7706,1.71122,1.81678,1.64563,0.47967,0.71777,1.774,1.70982,19787145.49467,19988633.442,19887889.46833,None
