"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
A,"Agilent Technologies, Inc.",Healthcare,United States,163650924567.20297,5177600000.0,756800000.0,-14800000.0,5817000000.0,925000000.0,203000000.0,925000000.0,203000000.0,5817000000.0,5177600000.0,756800000.0,5817000000.0,925000000.0,925000000.0,5817000000.0,8.293,8.293,51.24749,33.23861,48.99638,7.9932218,48.99638,31.163,31.3823414,1526488443.2179186,1505000000.0,1291133333.3333333,1505000000.0,0.15902,0.8171483,5.625,0.3890842,2.5,0.610826,0.89502,0.00283,4.61,2.99,152.67,0.0195847,9.665069,303443008,925000000,3.0483484,16500,48239603712,46496571392,56060.6060606,1.139,0.0480764,0.4179729,0.0480764,0.4179729,0.0480764,0.9587432,10.0415434,0.0480764,2.4426342,3.33,3.33,967666666.6666666,1377000000.0,49.8514678,35.0323919,35.0323919,0.9499635,1.0811045,1.0811045,1.0407617,USD,USD,1.0,1.0,0.194,0.194,0.194,0.18,0.5463719,94.53,153.6,133.38747,14.456028,61.5042844,-0.6054688,1.9685119,58.1873145,2.059124,1.9315444,0.2477583,0.5152939,0.6565457,0.6621474,2.3085843,2.0916443,1.9415444,0.5252939,0.6721474,2.1016443,2.0215944,9355466666.666666,10045333333.333334,10045333333.333334,0.1920826,1885333333.3333333,1803933333.3333333,1803933333.3333333,4558600000.0,5217133333.333333,5217133333.333333,2.5829633,None
AA,Alcoa Corporation,Basic Materials,United States,24459554.5717989,10298533333.333334,-338733333.3333333,-451133333.3333333,10460000000.0,431000000.0,-2237000000.0,431000000.0,-2237000000.0,10460000000.0,10298533333.333334,-338733333.3333333,10460000000.0,431000000.0,431000000.0,10460000000.0,0.929,0.929,17.418655,8.843613,16.3467748,0.7172725,16.3467748,5.702,5.6828915,1715502031.567871,1727000000.0,1466666666.6666667,1727000000.0,0.0412,-0.0329223,0.0,0.3504823,4.8125,0.2173438,0.8183,0.00961,4.54,2.305,39.37,0.0585471,1.9904815,186724992,431000000,2.3082074,12900,9716231168,7502670336,33410.8527132,2.9095208,-0.1046669,2.9095208,-0.1046669,2.9095208,-0.1046669,2.9095208,17.3073175,-0.1046669,0.2395333,0.04,0.04,534400000.0,116000000.0,18.1815703,83.7606135,83.7606135,2.5125221,2.67984,2.67984,1.6380217,USD,USD,1.0,1.0,0.09,0.07209,0.07209,0.07209,1.9349415,10.98,44.42,32.106667,22.622507,258.56102,-11.3687528,1.6979665,23.9648501,1.6122173,1.5537394,0.4806807,0.128978,0.4049398,0.4795749,1.5249647,1.5793665,1.5637394,0.138978,0.4895749,1.5893665,1.576553,15141000000.0,14613200000.0,14613200000.0,0.1294939,1449600000.0,1612533333.3333333,1612533333.3333333,9431266666.666666,9420733333.333334,9420733333.333334,0.3747839,None
AAIC,Arlington Asset Investment Corp,Real Estate,United States,7.462299598045672e+22,-27037333.3333333,-43527933.3333333,-1782710466.6666667,32821000.0,20414000.0,-7353360000.0,20414000.0,-7353360000.0,32821000.0,-27037333.3333333,-43527933.3333333,32821000.0,20414000.0,20414000.0,32821000.0,6.81,6.81,7.6134114,7.6134114,7.6134114,3.9376445,7.6134114,0,100000,0.0,0,0,0,0.62198,2.6061808,5.625,1.8357764,2.5,2.112608,0.44533,0.02209,0,0.507,3.98,0.1273869,0.6328906,33481200,17474000,0.5219048,12,223514352,129237432,1456166.6666667,-0.4285714,-0.4285714,-0.4285714,-0.4285714,-0.4285714,-0.4285714,-0.4285714,0.2071429,-0.4285714,0.2071429,-1.86,53763.4408602,40606666.6666667,17221000.0,5.5043758,12.9791738,12.9791738,8.3985656,3.551919,3.551919,1.8856535,USD,USD,1.0,1.0,0.225,0.225,0.225,0.375,0.4789273,2.38,4.42,3.9874637,-0.1871791,67.2268908,-9.9547511,1.5686275,14.8976877,1.1761003,1.3400717,4.4113685,42.637931,74.3067863,77.4820176,1.2185372,1.4420207,1.3500717,42.647931,77.4920176,1.4520207,1.4010462,2537266466.6666665,972851866.6666666,972851866.6666666,0.1209837,306773466.6666667,249148533.3333333,249148533.3333333,2256309333.3333335,731936333.3333334,731936333.3333334,1e-05,None
AAMC,Altisource Asset Management Cor,Financial Services,United States,76856572.0748424,3119133.3333333,18626333.3333333,46276133.3333333,3584000.0,49434000.0,168546000.0,49434000.0,168546000.0,3584000.0,3119133.3333333,18626333.3333333,3584000.0,49434000.0,49434000.0,3584000.0,0,30.9025536,0.2162987,0.2162987,0.2162987,8.5841987,0.4325975,-5.228,2.240457,-19865959.0665647,-18547000.0,-16457666.6666667,-18547000.0,0,0.0,0.0,0.0,0.0,0.01,0.2791,0.49745,0,69.441,15.35,4.5238436,1000.0,2048320,62460000,30.4932823,112,110754752,30765768,557678.5714286,1.4236143,-0.0211218,1.4236143,-0.0211218,1.4236143,-0.0211218,1.4236143,12.1815308,-0.0211218,0.2478878,0.1519363,0.1519363,7825666.6666667,8227000.0,14.1527561,13.4623498,13.4623498,-0.0736482,-0.298972,-0.298972,30.8971951,USD,USD,1.0,1.0,0,0,0,0,0.0660043,12.51,31.24,19.338913,-20.6263558,22.7018385,-50.8642766,0.3032568,0.3042568,6.0161726,3.9740103,0.8077453,0.4698715,1.1348603,0.5592038,7.1663239,4.69381,3.9840103,0.4798715,0.5692038,4.70381,4.3439102,78008600.0,107519200.0,107519200.0,0.559769,64048866.6666667,78698600.0,78698600.0,13119333.3333333,30519666.6666667,30519666.6666667,1.7610811,None
AAME,Atlantic American Corporation,Financial Services,United States,1259.0272378,193848000.0,6595200.0,42120600.0,205013000.0,19825000.0,164950000.0,19825000.0,164950000.0,205013000.0,193848000.0,6595200.0,205013000.0,19825000.0,19825000.0,205013000.0,0.497,0.497,4.49945,4.49945,4.49945,0.4072943,8.9989,3.686,3.6861224,27657836.1367336,27656000.0,11216200.0,27656000.0,0.0967,0.0466526,1.0,0.062195,1.0,0.0896918,0.05138,0.80196,0,0.909,4.12,0.2206311,0.6270121,20415800,19426000,0.9515179,152,101953552,83500624,127802.6315789,0.6639526,0.01478,0.6639526,0.01478,0.6639526,0.01478,0.6639526,8.3983288,0.01478,1.4657282,6.7767636,6.7767636,5708600.0,13439000.0,17.8596419,7.5863942,7.5863942,1.9965031,1.887782,1.887782,1.3749658,USD,USD,1.0,1.0,0.02,0.02,0.02,0.02,1.1755319,1.69,15.97,4.072174,1.1744587,143.7869822,-74.2016281,0.3403361,0.3413361,1.5075604,1.5310398,1.0948065,1.2381105,0.0364723,0.0425578,1.3736742,1.4460743,1.5410398,1.2481105,0.0525578,1.4560743,1.498557,385585800.0,389427000.0,389427000.0,0.1509081,18297600.0,19809133.3333333,19809133.3333333,255600266.6666667,254357400.0,254357400.0,0.4029572,None
AAN,"Aarons Holdings Company, Inc.",Consumer Cyclical,United States,2824477857.5834928,1759239600.0,-118045066.6666667,1881000.0,1809676000.0,94547000.0,100933000.0,94547000.0,100933000.0,1809676000.0,1759239600.0,-118045066.6666667,1809676000.0,94547000.0,94547000.0,1809676000.0,0.636,0.636,9.462471,10.201414,9.5548389,0.5183642,9.5548389,1.423,1.4173997,819925241.3914266,826379000.0,765169666.6666666,826379000.0,0.05758,-0.1101679,0.0,0.1552661,2.5,0.0994366,0.95894,0.02148,2.83,3.051,28.52,0.1069776,1.302504,32672600,104786000,3.2071522,9400,1157569920,943257984,11147.4468085,0.474,-0.0164723,-0.7908728,-0.0164723,-0.7908728,-0.0164723,0.1577818,4.2221757,-0.0164723,0.2483528,-0.9,111111.1111111,271553466.6666667,236341000.0,4.2627698,4.8978803,4.8978803,1.0144976,0.8501608,0.8501608,0.9230416,USD,USD,1.0,1.0,0.1,0.1,0,0,0.0894339,16.2,37.49,27.51587,3.6492759,76.0493827,-23.9263804,1.1573509,2.4032019,2.036067,2.1778636,0.3744175,0.0936044,0.2802612,0.2324336,2.8177745,3.7040373,2.1878636,0.1036044,0.2424336,3.7140373,2.9509504,1636113600.0,1354120142.857143,1354120142.857143,0.1698217,579882142.8571428,626871428.5714285,626871428.5714285,813877200.0,622097142.8571428,622097142.8571428,2.2145462,None
AAON,"AAON, Inc.",Industrials,United States,30255286.8759186,484457733.3333333,65693600.0,309643333.3333333,492856000.0,73532000.0,1359909000.0,73532000.0,1359909000.0,492856000.0,484457733.3333333,65693600.0,492856000.0,73532000.0,73532000.0,492856000.0,6.415,6.415,45.036232,40.357143,44.4513459,6.61217,44.4513459,27.493,27.4929863,115003885.1343978,115004000.0,105848333.3333333,115004000.0,0.14919,0.8061111,5.625,0.370728,2.5,0.59787,0.73098,0.20784,1.54,1.38,62.11,0.0222186,8.733839,52435200,73532000,1.4023404,2268,3161798656,3258847744,32421.5167549,-0.251,0.0884758,0.3154489,0.0884758,0.3154489,0.0884758,-0.1093878,0.2390612,0.0884758,3.2244883,3.95,3.95,105994533.3333333,120055000.0,29.8298276,26.3362514,26.3362514,0.2719235,0.2912164,0.2912164,0.5406447,USD,USD,1.0,1.0,0.19,0.19,0.19,0.16,0.0303382,54.01,81.25,68.59971,-9.4602587,14.9972227,-23.5569231,0.5947137,0.5957137,4.6921375,4.4411392,0.4457969,0.1531697,0.0265085,0.0148004,3.4821082,3.6379546,4.4511392,0.1631697,0.0248004,3.6479546,4.0495469,399368533.3333333,464849133.3333333,464849133.3333333,0.2581847,140388266.6666667,169726733.3333333,169726733.3333333,85795733.3333333,104832933.3333333,104832933.3333333,5.0062121,None
AAP,Advance Auto Parts Inc Advance ,Consumer Cyclical,United States,236469289.1245019,9881431466.666666,480996733.3333333,3882458000.0,10738809000.0,635363000.0,16570735000.0,635363000.0,16570735000.0,10738809000.0,9881431466.666666,480996733.3333333,10738809000.0,635363000.0,635363000.0,10738809000.0,1.525,1.525,22.780106,17.353518,22.1017825,1.2922264,22.1017825,13.208,13.2080496,1239886303.7552998,1239877000.0,997860933.3333334,1239877000.0,0.05917,0.2747786,5.625,0.1380033,2.5,0.2148987,1.01543,0.00425,12.22,9.309,213.39,0.0436243,3.930385,65438900,635363008,9.7092556,40000,16376541184,13876972544,15884.0752,3.266,0.0303662,0.0341698,0.0303662,0.0341698,0.0303662,2.4580425,15.9281455,0.0303662,1.99259,1.55,1.55,896533400.0,1288712000.0,18.2665154,12.7076811,12.7076811,2.1242065,2.3324105,2.3324105,1.5282231,USD,USD,1.0,1.0,1.0,0.25,0.25,0.25,0.3901016,142.46,217.69,187.28941,13.9359668,49.7894146,-1.975286,1.8856839,44.9586604,1.4833661,1.4292249,0.8443127,4.0489056,0.1077623,0.0987232,1.3567571,1.3354605,1.4392249,4.0589056,0.1087232,1.3454605,1.3923427,11084985666.666666,11878842600.0,11878842600.0,0.1534869,1561323666.6666667,1585706266.6666667,1585706266.6666667,7539036200.0,8312013866.666667,8312013866.666667,2.0888604,None
AAPL,Apple Inc.,Technology,United States,70184483426.68321,266482666666.66666,56515000000.0,36163333333.333336,347155000000.0,86802000000.0,53761000000.0,86802000000.0,53761000000.0,347155000000.0,266482666666.66666,56515000000.0,347155000000.0,86802000000.0,86802000000.0,347155000000.0,7.158,7.158,28.555208,27.314606,28.4001328,6.9452977,9.4667109,22.399,22.399117,110936159228.00125,110935000000.0,77317533333.33333,110935000000.0,0.25004,0.5261853,2.5,1.1384204,4.375,0.8465846,0.59107,0.00069,5.34,5.108,145.64,0.0350728,37.573418,16530199552,86801997824,5.2511161,147000,2484884996096,2411094867968,590489.7811156,0.932,0.0483259,0.0348006,0.0483259,0.0348006,0.0483259,0.7077002,8.6624916,0.0483259,2.4483151,1.53,1.53,76136600000.0,104414000000.0,32.6371941,23.7983891,23.7983891,3.2831228,4.0796775,4.0796775,2.0208212,USD,USD,1.0,1.0,0.22,0.205,0.205,0.205,0.3389329,103.1,150,131.39738,10.8393485,41.2609117,-2.9066667,1.8140725,35.6391905,1.3243572,1.2454597,0.2670767,0.2571134,0.6556137,1.0968419,1.3740836,1.1167823,1.2554597,0.2671134,1.1068419,1.1267823,1.191121,336795800000.0,334623200000.0,334623200000.0,0.3594022,39574866666.666664,13012733333.333334,13012733333.333334,254595466666.66666,268707266666.66666,268707266666.66666,2.7904913,None
AAT,"American Assets Trust, Inc.",Real Estate,United States,8514280176079.183,343378200.0,31506733.3333333,0,339877000.0,18134000.0,0,18134000.0,0,339877000.0,343378200.0,31506733.3333333,339877000.0,18134000.0,18134000.0,339877000.0,10.291,10.291,121.88119,43.44706,112.0769237,6.5872993,112.0769237,18.468,19.9785068,162365988.0875027,135806000.0,193845266.6666667,135806000.0,0.05349,0.221381,2.5,0.1618645,2.5,0.1903918,0.98334,0.01341,0.85,0.303,37.22,0.0081408,1.7846614,60474900,18134000,0.2998599,189,3489084928,2233338112,95947.0899471,0.168,0.0066162,0.1059722,0.0066162,0.1059722,0.0066162,0.1524931,4.1550359,0.0066162,1.0634031,27.75,27.75,136667400.0,100368000.0,25.5297527,34.7629217,34.7629217,1.3047417,1.4057526,1.4057526,1.1866444,USD,USD,1.0,1.0,0.28,0.28,0.25,0.25,0.3852214,20.73,38.98,34.138115,9.0276953,79.5465509,-4.515136,1.8071233,34.8278524,1.7743526,1.7018889,0.0,0.0,0.6031468,0.9200721,3.3155811,5.4343044,1.7118889,0.01,0.9300721,5.4443044,3.5780967,2690411200.0,3002690933.3333335,3002690933.3333335,0.1060392,136690733.3333333,339144133.3333333,339144133.3333333,1513676400.0,1767243066.6666667,1767243066.6666667,0.2963536,None
