pb,pi,ev,pe,evr / pm,0.03888,17.51772,36.63846,69.3321,117.66412,212.87889,413.04122,1409.87007
3685.637000,0.000010,1.000000,15739449.297016,5169736.500000,2912.000000,2279.000000,1952.000000,1631.000000,1303.000000,976.000000,644.000000,320.000000
3685.637000,0.000010,1.000000,15739449.297016,8.275143,2158.000000,1575.000000,1277.000000,1009.000000,764.000000,570.000000,375.000000,180.000000
3685.637000,0.000010,1.000000,15739449.297016,4.504857,1773.000000,1231.000000,968.000000,760.000000,574.000000,431.000000,285.000000,137.000000
3685.637000,0.000010,1.000000,15739449.297016,2.879901,1374.000000,892.000000,698.000000,541.000000,405.000000,309.000000,204.000000,101.000000
3685.637000,0.000010,1.000000,15739449.297016,1.797571,938.000000,567.000000,436.000000,327.000000,255.000000,199.000000,134.000000,66.000000
3685.637000,0.000010,1.000000,15739449.297016,0.922254,466.000000,252.000000,190.000000,142.000000,112.000000,81.000000,52.000000,24.000000
3685.637000,0.000010,1.000000,22.871669,5169736.500000,2089.000000,1705.000000,1475.000000,1250.000000,986.000000,743.000000,482.000000,242.000000
3685.637000,0.000010,1.000000,22.871669,8.275143,1606.000000,1229.000000,1005.000000,801.000000,593.000000,456.000000,302.000000,150.000000
3685.637000,0.000010,1.000000,22.871669,4.504857,1399.000000,1031.000000,816.000000,650.000000,489.000000,377.000000,247.000000,123.000000
3685.637000,0.000010,1.000000,22.871669,2.879901,1119.000000,772.000000,603.000000,475.000000,355.000000,276.000000,178.000000,90.000000
3685.637000,0.000010,1.000000,22.871669,1.797571,789.000000,506.000000,388.000000,296.000000,230.000000,184.000000,123.000000,60.000000
3685.637000,0.000010,1.000000,22.871669,0.922254,401.000000,225.000000,171.000000,129.000000,104.000000,76.000000,51.000000,23.000000
3685.637000,0.000010,1.000000,15.490442,5169736.500000,1670.000000,1384.000000,1211.000000,1039.000000,836.000000,639.000000,413.000000,211.000000
3685.637000,0.000010,1.000000,15.490442,8.275143,1256.000000,973.000000,806.000000,650.000000,485.000000,383.000000,256.000000,132.000000
3685.637000,0.000010,1.000000,15.490442,4.504857,1101.000000,823.000000,661.000000,533.000000,400.000000,315.000000,207.000000,106.000000
3685.637000,0.000010,1.000000,15.490442,2.879901,906.000000,640.000000,501.000000,398.000000,301.000000,240.000000,154.000000,80.000000
