"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
NXN,Nuveen New York Select Tax-Free,Financial Services,United States,0.0,2186340.93333,1711669.86667,1084071.46667,526148.0,667360.6,1737192.4,1189515.23333,1410631.93333,1356244.46667,2186340.93333,1711669.86667,526148.0,667360.6,1189515.23333,1356244.46667,26.063,26.063,46.36196,46.36196,46.36196,40.66247,92.72392,0,100000,0.0,0,0,0.0,0.52293,0.0,0.0,0.0,0.0,0.30882,0.10894,0,0.282,0,0.0,0.99916,3924900,1106482,0.28191,10000000,55148256,55148256,0.11065,-0.169,-0.02848,0.75389,-0.02848,0.75389,-0.02848,0.06172,2.73439,-0.02848,0.24715,751.14355,751.14355,1189515.23333,1189515.23333,46.36196,46.36196,46.36196,0.02085,0.01001,0.01543,0.12422,USD,USD,1.0,1.0,0.0345,0.035,0.0345,0.037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.02764,135.78728,0.0,0.0,0.0,0.0,1.62963,4.40775,96.91746,0.01,0.01,3.02869,49.97307,56125930.93333,56187365.2,56156648.06667,0.04118,535151.06667,1282826.2,908988.63333,1146001.46667,554314.8,850158.13333,6.24497,None
WING,Wingstop Inc.,Consumer Cyclical,United States,0.0,215258200.0,22382000.0,-272574200.0,67515266.66667,7422733.33333,-305746600.0,14902366.66667,-289160400.0,141386733.33333,215258200.0,22382000.0,67515266.66667,7422733.33333,14902366.66667,141386733.33333,19.684,19.684,348.79288,85.72678,315.90962,36.76328,315.90962,73.017,84.60317,54037583.92292,18217666.66667,55559266.66667,36888466.66667,0.10744,0.60851,5.625,0.10492,1.0,0.4034,1.05364,1.84,0.95,0,0.0,1000.0,29736800,28370000,0.95404,238,5197839360,5197839360,119201.68067,0.625,0.24862,0.04937,0.24862,0.04937,0.24862,0.48109,7.18609,0.24862,5.23617,5.5,5.5,52236466.66667,16052200.0,99.50595,323.80853,211.65724,-1.76174,-1.7446,176.31709,13.27844,USD,USD,1.0,1.0,0.14,0.14,5.14,0.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41797,0.4201,3.34737,2.39513,0.04162,0.24551,1.21787,1.56754,0.42903,2.88125,0.15357,1.4027,0.91587,183753733.33333,215261600.0,199507666.66667,0.0947,11323400.0,28128200.0,19725800.0,455505066.66667,520515600.0,488010333.33333,0.30829,None
HMY,Harmony Gold Mining Company Lim,Basic Materials,South Africa,0.02832,1853515664.0,-120043317.33333,-784717024.0,692429920.0,144751880.0,-550167800.0,12354281.33333,-667442412.0,1272972792.0,1853515664.0,-120043317.33333,692429920.0,144751880.0,12354281.33333,1272972792.0,0.084,0.084,8.73303,7.87755,8.6261,0.06659,8.6261,0.392,0.4591,5673267367.34694,2918100000.0,4544000000.0,3731050000.0,0.10111,-0.06977,0.0,0.18227,1.0,0.13308,0.30421,0.49,0.442,3.8,0.11632,0.07467,609897984,3575000064,5.86164,33093,2985270016,2354206208,108028.89022,3.343,0.1468,1.18693,0.1468,1.18693,0.1468,2.80398,16.9951,0.1468,4.0815,3.07637,3.07637,313857301.33333,173633096.0,9.51155,17.19298,13.35227,0.74909,0.69854,0.72382,0.85077,ZAR,USD,0.06916,1.0,0.077,0.027,0.038,0.037,3.8,3.66,7.61,4.55442,-16.56458,3.82514,-50.0657,0.07089,0.07189,2.45478,2.4611,1.55453,0.29192,0.72759,0.73574,1.31858,1.30559,2.46794,0.93322,0.74167,1.32208,1.89501,2869701986.66667,3439133152.0,3154417569.33333,0.02392,1845000000.0,2108400000.0,1976700000.0,1221337936.0,1400144200.0,1310741068.0,0.35071,None
CEPU,Central Puerto S.A.,Utilities,Argentina,0.04429,385738694.352,112959304.296,519489071.424,109067451.864,11727505.344,646737053.184,62343404.82,583113062.304,247403073.108,385738694.352,112959304.296,109067451.864,11727505.344,62343404.82,247403073.108,1.057,1.057,5.81395,1.70068,5.29979,0.01861,5.29979,1.674,1.88488,18592533649.76105,6593479066.66667,21222703800.0,13908091433.33333,0.16811,0.90531,2.5,0.28051,2.5,0.63148,0.03188,1.47,0.43,2.5,0.172,0.00392,150516992,6195338240,41.16039,10000000,38965657600,685710016,619.53382,-0.524,0.40746,0.18315,0.40746,0.18315,0.40746,-0.34721,0.21528,0.40746,6.63325,0.06,0.06,163294603.368,50074509.96,238.62183,778.15355,508.38769,0.90916,0.83486,0.87201,0.93381,ARS,USD,0.01044,1.0,0.119,0.341,0,0,2.5,1.9,3.05,2.33058,7.26944,31.57895,-18.03279,1.04348,1.29092,2.12057,2.20387,0.5405,0.84127,2.11527,2.05552,1.31763,1.32581,2.17222,0.70089,2.0954,1.33172,1.75197,1478688527.472,1687088716.536,1582888622.004,0.05939,8207159600.0,8941787200.0,8574473400.0,701572786.392,764541221.832,733057004.112,6.81875,None
ONEW,OneWater Marine Inc.,Consumer Cyclical,United States,0.04913,856756600.0,18665866.66667,16757000.0,296237666.66667,14217666.66667,33787866.66667,16441766.66667,25272433.33333,576497133.33333,856756600.0,18665866.66667,296237666.66667,14217666.66667,16441766.66667,576497133.33333,0.616,0.616,0.16357,0.16357,0.16357,0.50724,0.16357,5.619,6.85321,93141713.89927,32943800.0,71505266.66667,52224533.33333,0.03647,0.04723,2.25,0.11537,2.5,0.09463,0.80662,0,252.18,41.55,6.06931,0.09903,10968200,44603000,4.06657,1169,753276928,620358720,38154.83319,17.871,0.34532,8.69374,0.34532,8.69374,0.34532,15.57668,39.71731,0.34532,6.12637,0.0105,0.0105,111662000.0,45236400.0,6.74605,16.65201,11.69903,7.12559,2.75896,4.94227,2.22312,USD,USD,1.0,1.0,1.8,0,0,0,41.55,18.01,56.775,40.26543,3.19025,130.70516,-26.81638,1.2145,3.20908,1.5024,1.52299,0.13125,0.13463,0.41621,0.69017,1.27707,1.17669,1.5227,0.14294,0.56319,1.23688,1.37979,446174856.53333,580714066.66667,513444461.6,0.05202,54494836.4,43396866.66667,48945851.53333,300571168.06667,382000466.66667,341285817.36667,0.37442,None
PKX,POSCO,Basic Materials,South Korea,0.05837,53411330835.14977,1544626347.75563,39934444843.65366,13601902834.77813,702424493.36107,40757490964.82859,1123525420.55835,40345967904.24112,33506616834.96395,53411330835.14977,1544626347.75563,13601902834.77813,702424493.36107,1123525420.55835,33506616834.96395,0.15,0.15,16.9856,10.59362,16.1866,0.00039,16.1866,1.301,1.43975,5630461667258.701,2051163689969.3333,6807866655376.0,4429515172672.667,0.03762,0.07231,2.5,1.52815,30.07812,0.90926,0.04113,7.21,4.49675,76.46,0.05881,0.00052,302502016,2224820584448,7354.72978,10000000,8887662018560,23016118272,222482.05844,1.592,-0.05087,-0.10441,-0.05087,-0.10441,-0.05087,1.1679,11.05693,-0.05087,0.24491,13.85962,13.85962,6503274907.47616,1276578646.76027,1366.64406,6962.09516,4164.36961,0.71029,0.73979,0.72504,0.85149,KRW,USD,0.00088,1.0,0.67447,1.0048,0.33866,0.10526,76.46,37.86,92.19,70.68601,8.1685,101.95457,-17.06259,1.42095,8.23125,2.51536,2.46344,0.20839,0.18094,2.38228,2.10196,2.04701,2.12941,2.4994,0.20466,2.25212,2.09821,2.2988,69487845959.70273,71879757818.21355,70683801888.95813,0.0359,17792259332732.0,20242030956814.0,19017145144773.0,27625737102.48822,29194121133.38805,28409929117.93813,24.23802,None
TSM,Taiwan Semiconductor Manufactur,Technology,Taiwan,0.12704,43102155279.66,15705640828.04,52582809554.93999,12831825974.77,4980836367.67,57671568874.93999,10343238597.855,55127189214.93999,27966990627.215,43102155279.66,15705640828.04,12831825974.77,4980836367.67,10343238597.855,27966990627.215,0.16,0.16,31.92215,26.13407,31.19864,0.44331,10.39955,0.235,0.26962,732656276639.3618,247325255400.0,786245434000.0,516785344700.0,0.38861,2.03178,5.625,2.42605,6.25,2.03234,0.17751,4.55,3.725,118.42,0.03146,0.31805,5186079744,540589162496,104.2385,10000000,222903894016,616676786176,54058.91625,0.194,0.16237,0.28346,0.16237,0.28346,0.16237,0.21637,4.90151,0.16237,4.27949,1.89,1.89,25752516456.32,8149243698.83,8.65562,27.35271,18.00416,0.42313,0.49166,0.45739,0.67631,TWD,USD,0.03585,1.0,0.45126,0.43985,0.442,0.43502,118.42,60.56,142.2,119.02971,-0.51223,95.54161,-16.72293,1.41744,8.11022,3.49993,3.03974,0.025,0.02139,1.76269,2.12347,1.83551,1.71732,3.27983,0.0332,1.95308,1.78642,2.53312,89187389671.15999,100656537956.62001,94921963813.89,0.12897,428024940133.3333,456889531333.3333,442457235733.3333,26706104869.84,33191116477.26,29948610673.55,6.67286,None
YY,JOYY Inc.,Communication Services,China,0.13258,9603902666.66667,6411047933.33333,14533700533.33333,601695333.33333,733757866.66667,10617517733.33333,3572402900.0,12575609133.33333,5102799000.0,9603902666.66667,6411047933.33333,601695333.33333,733757866.66667,3572402900.0,5102799000.0,0.737,0.737,3.46463,22.52982,5.84778,2.16419,5.84778,-9.63,0.47878,-436837933.28141,0,-1392130333.33333,-696065166.66667,0.58588,2.02508,2.5,0.1136,1.0,1.35081,0.89441,2.85,18.533,65.22,0.28416,0.12617,78205400,-46687088,-0.59698,7931,1710391040,5021568512,-5886.65843,1.30693,2.37112,1.30693,2.37112,1.30693,2.37112,1.30693,11.68211,2.37112,15.64844,414.13,414.13,3891179466.66667,972794866.66667,0.43956,1.75822,1.09889,0.32495,0.48067,0.40281,0.63468,USD,USD,1.0,1.0,0.51,0.51,0.51,0.31,65.22,64.07,148.88,94.53601,-31.01042,1.79491,-56.19291,0.02712,0.02812,4.37786,3.42119,0.97069,2.33185,0.7601,0.35636,3.9947,3.0345,3.90953,1.66127,0.56823,3.5246,3.71706,46492206200.0,30001648600.0,38246927400.0,0.1134,18084670466.66667,10375230800.0,14229950633.33333,10964961866.66667,7646843400.0,9305902633.33333,0.33157,None
LOMA,Loma Negra Compania Industrial ,Basic Materials,Argentina,0.20285,439393504.79057,84050568.59381,247559976.28978,133290408.768,34170506.976,334183436.04,59110537.7849,290871706.16489,286341956.77928,439393504.79057,84050568.59381,133290408.768,34170506.976,59110537.7849,286341956.77928,0.051,0.051,5.9322,8.01205,6.19218,0.03146,6.19218,0.161,0.18275,11176244275.78106,4391542000.0,11922007923.0,8156774961.5,0.28246,0.48251,2.5,0.66618,2.5,0.56889,0.24565,0.83,1.121,6.62,0.16934,0.0148,119205000,7856487936,65.90737,10000000,2285509888,1417607168,785.64879,1.127,0.06611,0.89304,0.06611,0.89304,0.06611,1.06851,10.58688,0.06611,2.82115,292.73,292.73,101851989.12307,36515442.336,22.43952,62.59023,42.51488,0.78227,0.58788,0.68507,0.82769,ARS,USD,0.01044,1.0,0.26011,0,0,0,6.62,3.7,7.4,6.07855,8.90753,78.91892,-10.54054,1.57838,15.46204,2.4412,2.77369,0.01334,0.00632,0.33646,0.33867,0.85297,0.92345,2.61745,0.01983,0.34756,0.89821,1.75783,696773807.35032,785555325.024,741164566.18716,0.09975,-3047426188.06667,-1280319466.66667,-2163872827.36667,287601487.40518,283938201.456,285769844.43059,7.08311,None
LEJU,Leju Holdings Limited,Real Estate,China,0.31921,654214735.26667,842907.86667,-508413975.46667,206698816.13333,6530148.53333,-503194153.53333,3686528.2,-505804064.5,430456775.7,654214735.26667,842907.86667,206698816.13333,6530148.53333,3686528.2,430456775.7,0.018,0.018,14,4,12.75,0.37159,12.75,0.328,0.40975,25700592.29472,4277054.0,21502095.66667,12889574.83333,0.02683,-0.01474,0.0,0.0753,2.5,0.05859,0.02044,0.49,0.14,2,0.07,0.90281,136412992,19302238,0.1415,2251,12631808,267369472,8574.96135,0.359,0.204,2.23383,0.204,2.23383,0.204,0.82771,9.34785,0.204,4.76667,15.40398,15.40398,55063883.26667,50535154.0,0.2294,0.24996,0.23968,1.05209,1.27327,1.16268,1.07828,USD,USD,1.0,1.0,0.2,0,0,0,2,1.9,6.96,2.46131,-18.74251,5.26316,-71.26437,0.03953,0.04053,1.97823,1.78657,0.20235,0.08969,4.63028,4.65196,1.65907,1.57745,1.8924,0.15602,4.65112,1.62826,1.76033,567066933.93333,638770722.2,602918828.06667,0.02611,172704647.93333,187647427.26667,180176037.6,293207878.93333,357948013.93333,325577946.43333,0.13287,None
