"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:ACE,ACE CAPITAL RETAIL,Consumer Cyclical,Israel,642.3150006,624690800.0,24388000.0,67006933.3333333,693854000.0,27892000.0,230354000.0,27892000.0,230354000.0,693854000.0,624690800.0,24388000.0,693854000.0,27892000.0,27892000.0,693854000.0,0.3175774,0.3175774,2.8501215,2.8501215,2.8501215,0.1906212,2.8501215,2.792365,2.5989357,96642054.9006767,110031000.0,90677866.6666667,110031000.0,0.063,0.0,0.0,0.0,0.0,0.046,0.81862,0.013,0,2.128,1956,0.0010879,0.9858678,23015000,46134000,2.0045188,990,232473073,13958731718,46600.0,1.8116008,0.1130006,1.8116008,0.1130006,1.8116008,0.1130006,1.8116008,13.709572,0.1130006,3.6115562,1.5732613,1.5732613,101393266.6666667,111101000.0,2.2927861,2.0924481,2.0924481,6.4868547,5.5146889,5.5146889,2.3493375,USD,ILS,1.0,0.3047768,36.3477,86.8998,0,0,-0.1072519,1600,2198,1889.007,-1.2045111,22.25,-11.0100091,1.1906355,2.8488715,1.1623782,1.186188,0.145016,0.1644158,0.0,0.0,0.7511749,0.81041,1.196188,0.1744158,0.01,0.82041,1.008299,657340000.0,793186857.1428572,793186857.1428572,0.1351645,-65869733.3333333,-57663571.4285714,-57663571.4285714,569734066.6666666,668621857.1428572,668621857.1428572,3.7579657,None
TLV:ACKR,ACKERSTEIN GROUP L,Basic Materials,Israel,170.2643541,677903000.0,66501428.5714286,599592666.6666666,312464000.0,17155000.0,634117000.0,17155000.0,634117000.0,312464000.0,677903000.0,66501428.5714286,312464000.0,17155000.0,17155000.0,312464000.0,0.5866953,0.5866953,5.1252044,5.1252044,5.1252044,0.6320931,5.1252044,4.077304,4.8652678,68477313.3502766,42010000.0,100188857.1428571,42010000.0,0.10716,0.0,0.0,0.0,0.0,0.0712343,0.08695,0.73914,0,0.283,451.7,0.0006265,0.4561109,287510016,70697000,0.245894,561,387118109,41701393986,126019.6078431,4.116,-0.041651,-0.1476352,-0.041651,-0.1476352,-0.041651,3.0500912,17.7145103,-0.041651,0.2458349,1.6803446,1.6803446,91234428.5714286,42229000.0,4.2431143,9.1671152,9.1671152,0.8635323,0.7697291,0.7697291,0.8783421,USD,ILS,1.0,0.3047768,0,0,0,0,0.1200283,411,499,450.75476,0.2097016,9.9026764,-9.4789579,0.925,0.926,2.16738,2.2991584,0.4948272,0.0049648,2.2333462,2.0440833,1.4945437,1.403486,2.3091584,0.0149648,2.0540833,1.413486,1.8613222,1309235333.3333333,1407170000.0,1407170000.0,0.1121911,151716333.3333333,139471000.0,139471000.0,602316333.3333334,612037000.0,612037000.0,6.4817984,None
TLV:AICS,AI CONVERSATION,Technology,Israel,5.832455364896901e+19,196800.0,-9587600.0,-234270533.3333333,369000.0,-5300000.0,-960006000.0,-5300000.0,-960006000.0,369000.0,196800.0,-9587600.0,369000.0,-5300000.0,-5300000.0,369000.0,18.1372674,18.1372674,83.5814085,83.5814085,83.5814085,17.1846152,27.8604695,-1.2715288,7919.0798351,-5183251.9175455,-5103000.0,-4668866.6666667,-5103000.0,0,0.0,0.0,0.0,0.0,0.01,0.01,0.72035,0,-0.597,234.3,-0.002548,2.6946871,8879980,-5300000,-0.5968482,6,6692696,634112309,-883333.3333333,1.1366249,0.0,1.1366249,0.0,1.1366249,0.0,1.1366249,10.9112614,0.0,0.25,73.5347302,73.5347302,-5480800.0,-4200000.0,8189.2250491,15934.9922994,15934.9922994,0.2892291,0.3279671,0.3279671,0.5736841,USD,ILS,1.0,0.3047768,0,0,0,0,23.4593253,210,384.8,272.89722,-14.1435006,11.5714286,-39.1112266,0.278032,0.279032,8.275333,4.468442,0.5446538,0.3730351,0.0,0.0,5.9601822,2.27,4.478442,0.3830351,0.01,2.28,3.379221,8848466.6666667,3667000.0,3667000.0,1e-06,4387800.0,919800.0,919800.0,1255533.3333333,843000.0,843000.0,8.974864,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,0.0808656,450636840.3070934,10196978.35296,73900429.4847467,471002371.4968,34045701.9976,324072828.7616,34045701.9976,324072828.7616,471002371.4968,450636840.3070934,10196978.35296,471002371.4968,34045701.9976,34045701.9976,471002371.4968,0.255403,0.255403,1.6501203,1.6501203,1.6501203,0.1193131,1.6501203,1.4982827,1.472027,272980636.2896664,282548000.0,211488466.6666667,282548000.0,0.07228,0.0376449,1.0,0.1828489,2.5,0.1405144,0.13038,0.60929,0,10.611,5918,0.001793,0.3619221,10530700,119788000,11.3751223,1822,394667562,18438652085,65745.3347969,0.478,0.0893829,0.2789938,0.0893829,0.2789938,0.0893829,0.4282485,6.7940695,0.0893829,3.239698,3.8531844,3.8531844,42806998.75648,33145391.3304,9.2196971,11.9071625,11.9071625,1.9712125,1.8637598,1.8637598,1.3661959,ILS,ILS,0.3047768,0.3047768,237.4,189.92,189.92,170.928,592,5599,9691,7249.5874,-18.3677681,5.697446,-38.9330306,0.155914,0.156914,1.5166854,1.5470301,0.7842052,0.2009154,0.4387329,0.3825314,1.317802,1.3547175,1.5570301,0.2109154,0.3925314,1.3647175,1.4608738,416614077.8433067,434309865.85728,434309865.85728,0.1783903,143587733.3333333,170180666.6666667,170180666.6666667,274652071.8528534,281157939.01792,281157939.01792,6.6349223,None
TLV:ALGS,ALON NATURAL GAS E,Energy,Israel,6264930825.829183,54355266.6666667,18071666.6666667,57315000.0,43942000.0,17447000.0,258480000.0,17447000.0,258480000.0,43942000.0,54355266.6666667,18071666.6666667,43942000.0,17447000.0,17447000.0,43942000.0,2.4994745,2.4994745,4.690571,4.690571,4.690571,1.8626117,4.690571,3.2339866,3.2340206,33962713.3163698,33962000.0,44678133.3333333,33962000.0,0.39705,0.0,0.0,0.0,0.0,0.2368857,0.05252,0.79559,0,1.243,1933,0.000643,1.1167171,14038000,17447000,1.2428409,10000000,109837267,8184687980,1.7447,-0.708,-0.1576968,0.2264159,-0.1576968,0.2264159,-0.1576968,-0.474396,0.2025604,-0.1576968,0.2342303,-9.8874584,10113.8225418,16131666.6666667,40317000.0,6.8087985,2.7243413,2.7243413,3.2556008,2.1501959,2.1501959,1.4673546,USD,ILS,1.0,0.3047768,356.178,356.178,178.234,357.285,194,1005,2050,1589.972,21.574468,92.3383085,-5.7073171,1.7760766,31.3884658,1.3818242,1.5014584,0.3286525,2.0599465,0.5110722,0.5699286,1.5949253,1.9079444,1.5114584,2.0699465,0.5799286,1.9179444,1.7147014,243257800.0,227579600.0,227579600.0,0.1766633,21024666.6666667,21889466.6666667,21889466.6666667,178659400.0,151602866.6666667,151602866.6666667,5.897769,None
TLV:ALHE,ALONY HETZ,Real Estate,Israel,4474100667.249989,444767753.4694933,159922848.22816,1175062075.9712,438346756.484,92346760.8464,4907407228.2824,92346760.8464,4907407228.2824,438346756.484,444767753.4694933,159922848.22816,438346756.484,92346760.8464,92346760.8464,438346756.484,4.9002014,4.9002014,7.6465857,7.6465857,7.6465857,1.5475358,7.6465857,5.9041362,5.8952179,1197297950.9601488,1200915000.0,1237371933.3333333,1200915000.0,0.21067,0.7364944,2.5,0.4570911,2.5,0.5915471,0.40999,0.15062,0,1.739,4344,0.0004003,0.3590499,173662000,302998016,1.7447571,10000000,7047654587,210706844904,30.2998016,-0.0734,0.0004118,-0.1639747,0.0004118,-0.1639747,0.0004118,-0.0960437,0.1760006,0.0004118,0.4529339,-282.3079091,1255.7187403,216014417.5061333,229880949.168,32.6258528,30.6578453,30.6578453,2.4385446,2.5598441,2.5598441,1.6009513,ILS,ILS,0.3047768,0.3047768,30.0,50.0,29.0,29.0,435,3126,4838,4393.853,0.009812,38.9635317,-10.2108309,1.4228972,8.2992938,1.6194681,1.6004553,0.9108071,1.0060658,0.0976382,0.0971198,1.1141281,1.5089911,1.6104553,1.0160658,0.1071198,1.5189911,1.5647232,7521389862.979466,8052338051.8039465,8052338051.8039465,0.1114683,197925600.0,923970400.0,923970400.0,4657745289.50864,5031958981.483573,5031958981.483573,0.9056861,None
TLV:ALMA,ALMOGIM HOLDINGS,Real Estate,Israel,1668.0154312,169875933.3333333,12547400.0,96243714.2857143,204836000.0,17258000.0,409519000.0,17258000.0,409519000.0,204836000.0,169875933.3333333,12547400.0,204836000.0,17258000.0,17258000.0,204836000.0,0.7808382,0.7808382,3.9701899,3.9701899,3.9701899,0.3270654,3.9701899,6.419209,6.3335366,25596758.9022885,26280000.0,29701800.0,26280000.0,0.08425,0.0,0.0,0.0,0.0,0.0581429,0.01,0.76234,0,0.452,603.7,0.0007487,0.4619114,37333400,17258000,0.462267,87,159925076,6699574632,198367.816092,1.876,0.0869431,-0.2676776,0.0869431,-0.2676776,0.0869431,1.3400806,11.8261851,0.0869431,3.198611,2.9626501,2.9626501,1230400.0,57313000.0,129.9781183,2.7903805,2.7903805,4.4249954,3.628129,3.628129,1.9057648,USD,ILS,1.0,0.3047768,16.071,0,0,0,61.1047826,279.6,640,512.6308,17.765066,115.9155937,-5.671875,1.7985572,33.8489707,1.230915,1.2760585,0.9663053,0.3053817,25.2399456,30.0304717,1.6116967,1.6199366,1.2860585,0.3153817,30.0404717,1.6299366,1.4579976,621381714.2857143,657801066.6666666,657801066.6666666,0.1262359,182723142.8571429,184423800.0,184423800.0,503721000.0,515600333.3333333,515600333.3333333,3.0731199,None
TLV:AMAN,AMANET MANAGEMENT,Industrials,Israel,9.7014055,336122400.0,14323133.3333333,65286533.3333333,329694000.0,4363000.0,280532000.0,4363000.0,280532000.0,329694000.0,336122400.0,14323133.3333333,329694000.0,4363000.0,4363000.0,329694000.0,0.0649175,0.0649175,8.1103977,8.1103977,8.1103977,0.0011554,8.1103977,2.1886022,1.9247721,12899097.4098315,16009000.0,14321066.6666667,16009000.0,0.01323,0.0,0.0,0.0,0.0,0.01756,0.183,0.57707,0,0.658,1760,0.0003739,0.3165643,7137850,4363000,0.6112485,1493,21424653,38091882,2922.3040857,0.1610188,-0.0201109,0.1610188,-0.0201109,0.1610188,-0.0201109,0.1610188,4.262715,-0.0201109,0.2479889,50.3692532,50.3692532,16939400.0,29840000.0,1.2647823,0.7179844,0.7179844,0.7429096,0.716718,0.716718,0.847592,USD,ILS,1.0,0.3047768,105.974,60.4586,150.321,60.1286,1760,1306,1986,1730.5735,1.7003901,34.762634,-11.3796576,1.3352941,5.6684147,2.4179795,2.4732807,0.1620232,0.193094,1.0883007,0.794328,2.0705454,2.2063587,2.4832807,0.203094,0.804328,2.2163587,2.3498197,193104200.0,197698400.0,197698400.0,0.122069,76571533.3333333,84468600.0,84468600.0,79876266.6666667,80086400.0,80086400.0,2.1604751,None
TLV:AMRK,AMIR MARKETING AND,Basic Materials,Israel,67.2036476,989802000.0,22388400.0,228939266.6666667,1030462000.0,25439000.0,950901000.0,25439000.0,950901000.0,1030462000.0,989802000.0,22388400.0,1030462000.0,25439000.0,25439000.0,1030462000.0,0.1280063,0.1280063,4.4997283,4.4997283,4.4997283,0.1112572,4.4997283,1.9018072,1.8780681,71111712.8205128,72887000.0,63668066.6666667,72887000.0,0.02469,0.0,0.0,0.0,0.0,0.0241086,0.06966,0.7197,0,2.034,3028,0.0006717,0.3483329,12526300,25439000,2.0308471,213,131864515,11464630479,119431.9248826,0.103,0.0280401,1.1211044,0.0280401,1.1211044,0.0280401,0.3575261,6.2293487,0.0280401,1.9245172,12.5857336,12.5857336,71176066.6666667,79550000.0,1.8526525,1.6576306,1.6576306,1.332432,1.331439,1.331439,1.15488,USD,ILS,1.0,0.3047768,80.0,6.0,23.0,80.0,3028,1981,3349,2785.2798,8.714392,52.8520949,-9.5849507,1.5307018,12.8630358,1.7523928,1.7515772,0.3234939,0.2568337,1.6695001,0.9759954,1.3891374,1.3752282,1.7615772,0.2668337,0.9859954,1.3852282,1.5734027,731243600.0,757848600.0,757848600.0,0.1335674,149902466.6666667,150922666.6666667,150922666.6666667,417467333.3333333,432780266.6666667,432780266.6666667,4.4225975,None
TLV:ANGL,SALOMON A.ANGEL,Consumer Defensive,Israel,2160998.8335676,440008133.3333333,-7070733.3333333,101263866.6666667,415117000.0,-4287000.0,388638000.0,-4287000.0,388638000.0,415117000.0,440008133.3333333,-7070733.3333333,415117000.0,-4287000.0,-4287000.0,415117000.0,0.2496122,0.2496122,6.9351465,6.9351465,6.9351465,0.1489112,6.9351465,8.14516,7.3446023,15826034.8924228,18937000.0,17811666.6666667,18937000.0,-0.01033,0.0,0.0,0.0,0.0,0.0085243,0.01,0.76741,0,-0.82,3876,-0.0002116,0.5419782,5360000,-4287000,-0.7998134,1032,103566277,6181556516,-4154.0697674,0.7287274,-0.0670723,0.7287274,-0.0670723,0.7287274,-0.0670723,0.7287274,8.7865533,-0.0670723,0.2432928,9.5167909,9.5167909,17797133.3333333,20099000.0,5.8192674,5.1528075,5.1528075,1.854856,1.8785994,1.8785994,1.3716201,USD,ILS,1.0,0.3047768,100.0,200.0,100.0,0,387,3696,5500,4543.6855,-14.6948001,4.8701299,-29.5272727,0.1995565,0.2005565,1.526065,1.5159552,0.3143501,0.1435188,2.4227291,3.035028,0.785175,0.7887169,1.5259552,0.1535188,3.045028,0.7987169,1.162336,329265800.0,318225000.0,318225000.0,8.65e-05,-30235600.0,-27488200.0,-27488200.0,215893533.3333333,209931600.0,209931600.0,4.5543448,None
