pb,pi,ev,pe,evr / pm,0.03214,17.58151,34.91217,64.16269,110.08244,212.96873,400.08503,1436.41451
3597.122300,0.000010,1.000000,141428.647408,9189326.337182,2836.000000,2221.000000,1905.000000,1590.000000,1275.000000,952.000000,630.000000,312.000000
3597.122300,0.000010,1.000000,141428.647408,8.451857,2104.000000,1546.000000,1266.000000,1004.000000,754.000000,556.000000,371.000000,178.000000
3597.122300,0.000010,1.000000,141428.647408,4.556857,1720.000000,1216.000000,971.000000,763.000000,567.000000,421.000000,281.000000,135.000000
3597.122300,0.000010,1.000000,141428.647408,2.933286,1325.000000,887.000000,699.000000,539.000000,395.000000,304.000000,209.000000,98.000000
3597.122300,0.000010,1.000000,141428.647408,1.831429,921.000000,574.000000,455.000000,343.000000,249.000000,199.000000,136.000000,66.000000
3597.122300,0.000010,1.000000,141428.647408,0.946515,460.000000,265.000000,205.000000,150.000000,111.000000,88.000000,57.000000,25.000000
3597.122300,0.000010,1.000000,32.241367,9189326.337182,2043.000000,1692.000000,1466.000000,1230.000000,967.000000,726.000000,485.000000,241.000000
3597.122300,0.000010,1.000000,32.241367,8.451857,1626.000000,1280.000000,1065.000000,850.000000,634.000000,475.000000,316.000000,154.000000
3597.122300,0.000010,1.000000,32.241367,4.556857,1400.000000,1071.000000,868.000000,686.000000,511.000000,385.000000,256.000000,125.000000
3597.122300,0.000010,1.000000,32.241367,2.933286,1108.000000,807.000000,640.000000,498.000000,367.000000,284.000000,193.000000,92.000000
3597.122300,0.000010,1.000000,32.241367,1.831429,789.000000,534.000000,422.000000,321.000000,231.000000,187.000000,126.000000,61.000000
3597.122300,0.000010,1.000000,32.241367,0.946515,412.000000,251.000000,195.000000,144.000000,105.000000,86.000000,55.000000,23.000000
3597.122300,0.000010,1.000000,20.784796,9189326.337182,1639.000000,1373.000000,1201.000000,1010.000000,793.000000,613.000000,422.000000,226.000000
3597.122300,0.000010,1.000000,20.784796,8.451857,1305.000000,1043.000000,875.000000,700.000000,515.000000,402.000000,272.000000,143.000000
3597.122300,0.000010,1.000000,20.784796,4.556857,1133.000000,880.000000,722.000000,573.000000,425.000000,337.000000,230.000000,119.000000
3597.122300,0.000010,1.000000,20.784796,2.933286,919.000000,684.000000,550.000000,428.000000,322.000000,258.000000,177.000000,89.000000
3597.122300,0.000010,1.000000,20.784796,1.831429,675.000000,467.000000,370.000000,285.000000,212.000000,173.000000,120.000000,61.000000
3597.122300,0.000010,1.000000,20.784796,0.946515,371.000000,231.000000,181.000000,134.000000,98.000000,80.000000,52.000000,23.000000
3597.122300,0.000010,1.000000,14.921224,9189326.337182,1223.000000,1040.000000,916.000000,778.000000,624.000000,490.000000,332.000000,177.000000
3597.122300,0.000010,1.000000,14.921224,8.451857,972.000000,793.000000,671.000000,542.000000,408.000000,322.000000,213.000000,110.000000
3597.122300,0.000010,1.000000,14.921224,4.556857,849.000000,675.000000,561.000000,448.000000,340.000000,276.000000,187.000000,96.000000
3597.122300,0.000010,1.000000,14.921224,2.933286,704.000000,540.000000,440.000000,343.000000,266.000000,217.000000,146.000000,73.000000
3597.122300,0.000010,1.000000,14.921224,1.831429,519.000000,372.000000,297.000000,230.000000,179.000000,147.000000,102.000000,51.000000
3597.122300,0.000010,1.000000,14.921224,0.946515,298.000000,192.000000,152.000000,116.000000,88.000000,73.000000,48.000000,21.000000
3597.122300,0.000010,1.000000,10.530679,9189326.337182,811.000000,673.000000,575.000000,478.000000,389.000000,301.000000,212.000000,109.000000
