"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
NTES,"NetEase, Inc.",Communication Services,China,125.296382,9995695540.98928,2100273833.7199466,9120840947.345333,11883015913.7416,1995485032.7199998,10075518701.8696,1995485032.7199998,10075518701.8696,11883015913.7416,9995695540.98928,2100273833.7199466,11883015913.7416,1995485032.7199998,1995485032.7199998,11883015913.7416,0.089,0.089,34.530403,20.648485,32.7951633,0.8974477,32.7951633,0.382,0.3819114,17906758214.659683,17915066000.0,16496591800.0,17915066000.0,0.16793,1.120864,5.625,1.0413815,6.25,0.9720213,0.38588,0.0132,4.95,2.96,100.9,0.029336,0.7989276,670980992,12950899712,19.3014405,28239,6837208064,69212938240,458617.5045859,0.25,0.2058328,0.3929061,0.2058328,0.3929061,0.2058328,0.2857265,5.5953394,0.2058328,4.7868799,92.84,92.84,3150358553.1409063,3687182665.2711997,2.1702952,1.8543177,1.8543177,0.621602,0.5933735,0.5933735,0.7713074,CNY,USD,0.1540808,1.0,0.3,0.06,0.195,1.485,100.9,82.5,134.33,111.26529,-9.3158343,22.3030303,-24.8864736,0.7100135,0.7110135,2.8623591,2.9274602,0.3269726,0.5002477,3.5473608,14.0366194,2.2586115,2.3188347,2.9374602,0.5102477,14.0466194,2.3288347,2.6331474,18782053131.73392,22651550691.502823,22651550691.502823,0.1880949,52103965200.0,64199088866.666664,64199088866.666664,6533757300.469386,7745052241.22688,7745052241.22688,3.5382153,None
SEB,Seaboard Corporation,Industrials,United States,186.6967249,6889533333.333333,244333333.3333333,4108000000.0,7502000000.0,565000000.0,16561000000.0,565000000.0,16561000000.0,7502000000.0,6889533333.333333,244333333.3333333,7502000000.0,565000000.0,565000000.0,7502000000.0,0.589,0.589,8.443673,8.443673,8.443673,0.6359379,8.443673,10.035,10.0349819,439998415.1469855,440000000.0,354266666.6666667,440000000.0,0.07531,0.215561,5.625,0.0928326,1.0,0.1704599,0.17725,0.78732,0,486.755,4140.05,0.1175723,1.190023,1160780,565000000,486.7416737,13100,4415368192,4770805760,43129.7709924,26.8985329,0.0540818,26.8985329,0.0540818,26.8985329,0.0540818,26.8985329,52.1137955,0.0540818,2.5755503,0.3139083,0.3139083,248866666.6666667,247000000.0,17.7419027,17.8759846,17.8759846,0.6771893,0.6758844,0.6758844,0.8231219,USD,USD,1.0,1.0,2.25,2.25,2.25,2.25,4140.05,2624.5,4390.5,3626.7114,14.1543824,57.7462374,-5.7043617,1.7163647,25.5656825,2.4975381,2.4845909,0.3062134,0.2947981,0.3105786,0.3093006,3.1978656,3.0472829,2.4945909,0.3047981,0.3193006,3.0572829,2.7759369,6157533333.333333,6464333333.333333,6464333333.333333,0.1874027,2261333333.3333335,2295866666.6666665,2295866666.6666665,2484600000.0,2600866666.6666665,2600866666.6666665,2.5492318,None
UWMC,UWM Holdings Corporation,Financial Services,United States,465.082253,3111372066.6666665,1934502733.3333333,1475877133.3333333,5739566000.0,3410145000.0,5903353000.0,3410145000.0,5903353000.0,5739566000.0,3111372066.6666665,1934502733.3333333,5739566000.0,3410145000.0,3410145000.0,5739566000.0,1.403,1.403,3.5914741,3.5914741,3.5914741,2.1338625,7.1829483,1.672,1.6729266,4811989185.406698,4806655500.0,2462218466.6666665,4806655500.0,0.59415,3.2672835,5.625,0.9252732,2.5,2.2262615,0.21512,0.12875,0,0,7.74,0.0,1000.0,103104000,3410146048,33.0748181,8600,8054563840,12247447552,396528.6102326,1.358,2.0942848,5.0693443,2.0942848,5.0693443,2.0942848,2.2858361,15.3689817,2.0942848,14.721644,0.15,0.15,-1075982533.3333333,2788067000.0,1335.8669131,2.888942,2.888942,6.1733083,37.467914,37.467914,6.122104,USD,USD,1.0,1.0,0.1,0.1,0,0,7.74,6.25,14.38,8.695,-10.9833237,23.84,-46.1752434,0.3665437,0.3675437,1.1917086,1.3258563,1.2340706,0.9947433,0.0,0.0,5.1139871,1.2907468,1.3358563,1.0047433,0.01,1.3007468,1.3183016,8459764933.333333,10169626066.666666,10169626066.666666,0.4353265,2866341600.0,1800716533.3333333,1800716533.3333333,6959048800.0,7687340666.666667,7687340666.666667,2.0265579,None
LPX,Louisiana-Pacific Corporation,Industrials,United States,1322.3071916,2662266666.6666665,343466666.6666667,1201206666.6666667,3220000000.0,786000000.0,4727000000.0,786000000.0,4727000000.0,3220000000.0,2662266666.6666665,343466666.6666667,3220000000.0,786000000.0,786000000.0,3220000000.0,1.983,1.983,12.430492,11.92258,12.367003,1.8344442,12.367003,5.51,5.5220177,1154034054.446461,1149000000.0,601600000.0,1149000000.0,0.2441,0.1426061,1.0,8.4487591,30.078125,4.9279775,0.99108,0.00884,4.65,4.46,56.18,0.0793877,4.773138,106546000,786000000,7.3770953,4500,6386465280,5906910208,174666.6666667,8.697,0.0708216,0.2875458,0.0708216,0.2875458,0.0708216,6.5946364,25.9300242,0.0708216,2.9112319,1.11,1.11,493600000.0,982000000.0,12.9385439,6.5035288,6.5035288,0.6872424,0.6840372,0.6840372,0.8280654,USD,USD,1.0,1.0,0.16,0.16,0.145,0.145,56.18,27.01,76.35,55.649494,0.9532989,107.9970381,-26.4178127,1.1824078,2.7327738,2.5132271,2.4764582,0.0,0.0,0.2612526,0.1799718,3.5187922,3.4459007,2.4864582,0.01,0.1899718,3.4559007,2.9711795,2100300000.0,2189400000.0,2189400000.0,0.4590025,686366666.6666666,769733333.3333334,769733333.3333334,836266666.6666666,882933333.3333334,882933333.3333334,3.266306,None
FOX,Fox Corporation,Communication Services,United States,1702.3132928,11613800000.0,1341200000.0,568333333.3333334,12437000000.0,2019000000.0,5768000000.0,2019000000.0,5768000000.0,12437000000.0,11613800000.0,1341200000.0,12437000000.0,2019000000.0,2019000000.0,12437000000.0,1.9,1.9,9.904649,14.144682,10.4346531,1.5972091,10.4346531,7.593,7.5929997,3111999759.7787437,3112000000.0,2706333333.3333335,3112000000.0,0.16234,0.5583606,5.625,0.4157844,2.5,0.4710502,0.57074,0.40935,2.35,3.356,33.94,0.0988804,1.7485535,253268992,2019000064,7.9717618,9000,23629412352,19864489984,224333.3404444,6.269,0.0839816,-0.2060041,0.0839816,-0.2060041,0.0839816,4.650249,21.814436,0.0839816,3.1479576,2.72,2.72,2220333333.3333335,2886000000.0,10.6422815,8.1875996,8.1875996,0.9399004,1.0578038,1.0578038,1.0294959,USD,USD,1.0,1.0,0.23,0.23,0.23,0.23,33.94,24.28,42.14,34.983986,-2.9841825,39.785832,-19.4589464,1.0817469,1.6023375,2.2853479,1.966559,1.505412,1.1722137,4.0441799,4.3310931,3.6183625,3.3930623,1.976559,1.1822137,4.3410931,3.4030623,2.6898107,19241733333.333332,22734400000.0,22734400000.0,0.1888081,4807400000.0,5937466666.666667,5937466666.666667,9248333333.333334,11560266666.666666,11560266666.666666,1.3491898,None
DHI,"D.R. Horton, Inc.",Consumer Cyclical,United States,2251.1358819,18605826666.666668,1961506666.6666667,8400306666.666667,24170600000.0,3181000000.0,40560500000.0,3181000000.0,40560500000.0,24170600000.0,18605826666.666668,1961506666.6666667,24170600000.0,3181000000.0,3181000000.0,24170600000.0,1.63,1.63,11.063065,8.170377,10.701479,1.4232516,10.701479,9.503,9.50466,4145248175.5235186,4143800000.0,2585733333.3333335,4143800000.0,0.13161,3.8443523,34.8046875,0.6017893,4.375,2.397514,0.83819,0.09998,11.68,8.626,95.51,0.0903152,2.6537082,360484000,3180999936,8.8242472,9716,39406055424,34400989184,327398.0996295,0.926,0.1354472,0.3556265,0.1354472,0.3556265,0.1354472,0.7834066,9.1010261,0.1354472,3.9303148,0.53,0.53,1098120000.0,1661800000.0,35.8850175,23.7128748,23.7128748,0.5589638,0.5875395,0.5875395,0.7675112,USD,USD,1.0,1.0,0.2,0.2,0.2,0.175,95.51,64.32,106.89,87.610146,9.0170538,48.4919154,-10.646459,1.4653512,9.9003448,2.8316944,2.7442486,1.8241394,1.3905593,0.4420184,0.2661551,5.1159935,5.5532117,2.7542486,1.4005593,0.2761551,5.5632117,4.1587301,16942573333.333334,20239366666.666668,20239366666.666668,0.2571689,12790533333.333334,15515013333.333334,15515013333.333334,5994720000.0,7382080000.0,7382080000.0,2.8968433,None
SNX,Synnex Corporation,Technology,United States,2989.007956,23249379600.0,475755333.3333333,2794345600.0,24674567000.0,530540000.0,7942870000.0,530540000.0,7942870000.0,24674567000.0,23249379600.0,475755333.3333333,24674567000.0,530540000.0,530540000.0,24674567000.0,0.229,0.229,12.558042,13.883857,12.7237689,0.2305566,4.2412563,4.274,4.5734869,1263516792.466074,1086443000.0,1196746200.0,1086443000.0,0.01971,0.1183422,5.625,0.0461892,2.5,0.0936367,0.78482,0.19737,8.61,9.519,119.48,0.0796702,2.871832,51919500,585524992,11.2775545,8800,6157084160,6206456832,66536.9309091,0.635,0.1052736,0.223527,0.1052736,0.223527,0.1052736,0.5321318,7.5447362,0.1052736,3.4945899,1.16,1.16,1150185333.3333333,912203000.0,5.3531235,6.7496864,6.7496864,2.1517789,2.5268109,2.5268109,1.5905946,USD,USD,1.0,1.0,0.2,0.2,0.2,0.163,119.48,61.275,130.55,110.62022,8.0091867,94.9898001,-8.4795098,1.6804042,22.5155484,1.4657923,1.3983387,6.80871,5.0609075,0.5133432,1.0536279,1.5495648,1.6705018,1.4083387,5.0709075,1.0636279,1.6805018,1.5444202,12355072133.333334,9092240200.0,9092240200.0,0.1583509,2840847133.3333335,2954046200.0,2954046200.0,8420506600.0,6469984333.333333,6469984333.333333,2.3153522,None
BBY,"Best Buy Co., Inc.",Consumer Cyclical,United States,3191.4313653,45370466666.666664,1631733333.3333333,3715733333.3333335,50337000000.0,2234000000.0,15067000000.0,2234000000.0,15067000000.0,50337000000.0,45370466666.666664,1631733333.3333333,50337000000.0,2234000000.0,2234000000.0,50337000000.0,0.545,0.545,13.171161,13.248821,13.1808685,0.5590448,13.1808685,6.971,6.9356025,3978594858.126524,4019000000.0,3124133333.3333335,4019000000.0,0.04438,1.293946,34.8046875,0.1185536,2.5,0.7896102,0.81791,0.10174,8.48,8.53,114.26,0.0746543,6.7660346,250472992,2233999872,8.9191248,61200,27453120512,28140640256,36503.2658824,2.742,0.0549801,0.1766129,0.0549801,0.1766129,0.0549801,2.1006532,14.7436304,0.0549801,2.5947837,1.43,1.43,3775533333.3333335,4205000000.0,7.2713225,6.528685,6.528685,3.1731398,3.3785405,3.3785405,1.8390806,USD,USD,1.0,1.0,0.7,0.7,0.55,0.55,114.26,95.93,128.57,114.378334,-0.1034584,19.1076827,-11.1301237,1.1231618,2.0074922,1.3170037,1.2984752,0.2684367,0.2585532,0.378724,0.4150351,1.1699585,1.1617082,1.3084752,0.2685532,0.4250351,1.1717082,1.2400917,16916733333.333334,18514933333.333332,18514933333.333332,0.2206594,1604400000.0,1660466666.6666667,1660466666.6666667,12861000000.0,14277466666.666666,14277466666.666666,2.4201946,None
MCY,Mercury General Corporation,Financial Services,United States,3246.2736777,3755922000.0,294041666.6666667,1798326133.3333333,4069296000.0,620806000.0,7459042000.0,620806000.0,7459042000.0,4069296000.0,3755922000.0,294041666.6666667,4069296000.0,620806000.0,620806000.0,4069296000.0,0.721,0.721,5.426405,17.78655,6.9714231,0.8277121,13.9428462,3.418,3.41794,858748872.7325921,858779000.0,434410133.3333333,858779000.0,0.15256,0.0901161,1.0,0.3248699,2.5,0.2521022,0.41877,0.52009,3.42,11.21,61.19,0.1831999,1.6005368,55370800,620806016,11.2117942,4300,2935100672,3368205824,144373.492093,0.2401878,0.0216746,0.2401878,0.0216746,0.2401878,0.0216746,0.2401878,5.1508961,0.0216746,1.72223,0.41,0.41,535460866.6666667,682989000.0,5.4814476,4.2974348,4.2974348,2.1741188,2.1394769,2.1394769,1.4636951,USD,USD,1.0,1.0,0.633,0.6325,0.6325,0.63,61.19,39.48,67.88,60.999275,0.3126677,54.9898683,-9.8556276,1.5288732,12.7711167,1.4613775,1.4676605,0.0923615,0.0650848,0.0289916,0.02039,0.7436189,0.8069401,1.4776605,0.0750848,0.03039,0.8169401,1.1473003,6010091800.0,6396968600.0,6396968600.0,0.1970469,-757804000.0,-482850933.3333333,-482850933.3333333,4113055866.6666665,4358011066.666667,4358011066.666667,1.7563366,None
PHM,"PulteGroup, Inc.",Consumer Cyclical,United States,3470.359182,10539655466.666666,1187518600.0,2635911400.0,11470893000.0,1507236000.0,12291839000.0,1507236000.0,12291839000.0,11470893000.0,10539655466.666666,1187518600.0,11470893000.0,1507236000.0,1507236000.0,11470893000.0,1.295,1.295,9.845684,6.256556,9.397043,1.2578745,9.397043,7.399,7.3989893,2008445166.441411,2008451000.0,1634062400.0,2008451000.0,0.1314,0.6753093,5.625,0.3094015,2.5,0.5030629,0.9007,0.03616,8.77,5.573,55.06,0.1012169,2.163814,262966000,1494139008,5.6818715,5249,14860442624,14428944384,284652.1257382,0.493,0.07357,0.4013973,0.07357,0.4013973,0.07357,0.4700993,7.106379,0.07357,2.9623797,0.39,0.39,1475892266.6666667,1756475000.0,10.0687855,8.4603781,8.4603781,0.9513307,0.776204,0.776204,0.8820244,USD,USD,1.0,1.0,0.14,0.14,0.14,0.12,55.06,39.92,63.91,52.039494,5.8042571,37.9258517,-13.8475982,1.2621926,4.0434655,2.0686282,2.2985941,3.4522516,726.4793282,0.3259066,0.7420894,5.7367033,5.6075602,2.3085941,726.4893282,0.7520894,5.6175602,3.9630771,11369264866.666666,11605096600.0,11605096600.0,0.2298771,8905926733.333334,8919640466.666666,8919640466.666666,5490450066.666667,5065506866.666667,5065506866.666667,2.3819734,None
