pb,pi,ev,pe,evr / pm,0.03282,17.05929,35.44208,63.93958,111.5331,212.69707,396.18343,1427.79323
4111.249500,0.000010,1.000000,183046.860178,9189326.337182,2864.000000,2243.000000,1926.000000,1605.000000,1288.000000,964.000000,639.000000,316.000000
4111.249500,0.000010,1.000000,183046.860178,10.399000,2211.000000,1648.000000,1363.000000,1088.000000,818.000000,610.000000,410.000000,197.000000
4111.249500,0.000010,1.000000,183046.860178,5.525000,1883.000000,1357.000000,1099.000000,865.000000,652.000000,482.000000,326.000000,155.000000
4111.249500,0.000010,1.000000,183046.860178,3.683000,1537.000000,1070.000000,857.000000,674.000000,504.000000,375.000000,260.000000,119.000000
4111.249500,0.000010,1.000000,183046.860178,2.521000,1187.000000,788.000000,623.000000,484.000000,353.000000,275.000000,194.000000,86.000000
4111.249500,0.000010,1.000000,183046.860178,1.627000,817.000000,495.000000,388.000000,289.000000,203.000000,160.000000,113.000000,52.000000
4111.249500,0.000010,1.000000,183046.860178,0.870000,388.000000,217.000000,165.000000,121.000000,87.000000,64.000000,42.000000,17.000000
4111.249500,0.000010,1.000000,36.629153,9189326.337182,2060.000000,1707.000000,1473.000000,1236.000000,970.000000,723.000000,485.000000,241.000000
4111.249500,0.000010,1.000000,36.629153,10.399000,1704.000000,1355.000000,1132.000000,915.000000,683.000000,514.000000,347.000000,169.000000
4111.249500,0.000010,1.000000,36.629153,5.525000,1529.000000,1187.000000,969.000000,774.000000,583.000000,434.000000,295.000000,142.000000
4111.249500,0.000010,1.000000,36.629153,3.683000,1272.000000,952.000000,764.000000,611.000000,457.000000,344.000000,241.000000,112.000000
4111.249500,0.000010,1.000000,36.629153,2.521000,1007.000000,719.000000,567.000000,448.000000,327.000000,256.000000,181.000000,81.000000
4111.249500,0.000010,1.000000,36.629153,1.627000,706.000000,461.000000,359.000000,271.000000,190.000000,153.000000,108.000000,49.000000
4111.249500,0.000010,1.000000,36.629153,0.870000,349.000000,206.000000,157.000000,116.000000,83.000000,63.000000,41.000000,16.000000
4111.249500,0.000010,1.000000,24.289932,9189326.337182,1648.000000,1370.000000,1189.000000,1005.000000,794.000000,607.000000,416.000000,214.000000
4111.249500,0.000010,1.000000,24.289932,10.399000,1376.000000,1101.000000,923.000000,750.000000,561.000000,432.000000,292.000000,148.000000
4111.249500,0.000010,1.000000,24.289932,5.525000,1254.000000,981.000000,805.000000,646.000000,488.000000,375.000000,257.000000,128.000000
4111.249500,0.000010,1.000000,24.289932,3.683000,1061.000000,804.000000,648.000000,519.000000,391.000000,302.000000,212.000000,104.000000
4111.249500,0.000010,1.000000,24.289932,2.521000,861.000000,624.000000,494.000000,391.000000,292.000000,230.000000,162.000000,76.000000
4111.249500,0.000010,1.000000,24.289932,1.627000,627.000000,417.000000,326.000000,249.000000,177.000000,141.000000,100.000000,47.000000
4111.249500,0.000010,1.000000,24.289932,0.870000,325.000000,192.000000,148.000000,109.000000,79.000000,60.000000,40.000000,16.000000
4111.249500,0.000010,1.000000,18.461282,9189326.337182,1234.000000,1036.000000,888.000000,748.000000,599.000000,459.000000,317.000000,169.000000
4111.249500,0.000010,1.000000,18.461282,10.399000,1023.000000,828.000000,683.000000,550.000000,417.000000,320.000000,215.000000,113.000000
4111.249500,0.000010,1.000000,18.461282,5.525000,936.000000,741.000000,597.000000,473.000000,364.000000,279.000000,192.000000,99.000000
4111.249500,0.000010,1.000000,18.461282,3.683000,816.000000,633.000000,501.000000,398.000000,304.000000,237.000000,165.000000,83.000000
4111.249500,0.000010,1.000000,18.461282,2.521000,677.000000,506.000000,391.000000,306.000000,233.000000,181.000000,129.000000,61.000000
4111.249500,0.000010,1.000000,18.461282,1.627000,496.000000,342.000000,257.000000,195.000000,142.000000,113.000000,84.000000,42.000000
4111.249500,0.000010,1.000000,18.461282,0.870000,278.000000,171.000000,129.000000,95.000000,70.000000,52.000000,34.000000,14.000000
4111.249500,0.000010,1.000000,13.690924,9189326.337182,818.000000,679.000000,576.000000,484.000000,388.000000,290.000000,206.000000,101.000000
4111.249500,0.000010,1.000000,13.690924,10.399000,657.000000,520.000000,420.000000,331.000000,247.000000,182.000000,127.000000,57.000000
4111.249500,0.000010,1.000000,13.690924,5.525000,604.000000,467.000000,367.000000,284.000000,217.000000,159.000000,115.000000,51.000000
4111.249500,0.000010,1.000000,13.690924,3.683000,546.000000,415.000000,322.000000,247.000000,188.000000,139.000000,102.000000,44.000000
4111.249500,0.000010,1.000000,13.690924,2.521000,472.000000,349.000000,266.000000,202.000000,155.000000,113.000000,81.000000,33.000000
4111.249500,0.000010,1.000000,13.690924,1.627000,355.000000,243.000000,183.000000,137.000000,101.000000,77.000000,56.000000,25.000000
4111.249500,0.000010,1.000000,13.690924,0.870000,207.000000,122.000000,90.000000,66.000000,50.000000,36.000000,21.000000,8.000000
4111.249500,0.000010,1.000000,8.328366,9189326.337182,404.000000,338.000000,280.000000,230.000000,190.000000,149.000000,106.000000,51.000000
4111.249500,0.000010,1.000000,8.328366,10.399000,302.000000,238.000000,182.000000,134.000000,102.000000,73.000000,52.000000,23.000000
4111.249500,0.000010,1.000000,8.328366,5.525000,283.000000,219.000000,163.000000,117.000000,91.000000,67.000000,48.000000,22.000000
4111.249500,0.000010,1.000000,8.328366,3.683000,263.000000,200.000000,146.000000,103.000000,80.000000,59.000000,44.000000,20.000000
4111.249500,0.000010,1.000000,8.328366,2.521000,238.000000,176.000000,129.000000,88.000000,69.000000,50.000000,36.000000,15.000000
4111.249500,0.000010,1.000000,8.328366,1.627000,185.000000,127.000000,90.000000,59.000000,44.000000,33.000000,24.000000,13.000000
4111.249500,0.000010,1.000000,8.328366,0.870000,118.000000,74.000000,49.000000,32.000000,23.000000,15.000000,7.000000,0.000000
4111.249500,0.000010,1496.000000,183046.860178,9189326.337182,1715.000000,1356.000000,1147.000000,933.000000,732.000000,526.000000,363.000000,166.000000
4111.249500,0.000010,1496.000000,183046.860178,10.399000,1391.000000,1066.000000,870.000000,686.000000,510.000000,353.000000,229.000000,99.000000
4111.249500,0.000010,1496.000000,183046.860178,5.525000,1128.000000,832.000000,656.000000,507.000000,375.000000,251.000000,160.000000,66.000000
4111.249500,0.000010,1496.000000,183046.860178,3.683000,887.000000,630.000000,488.000000,378.000000,274.000000,186.000000,123.000000,48.000000
4111.249500,0.000010,1496.000000,183046.860178,2.521000,659.000000,444.000000,336.000000,258.000000,179.000000,129.000000,89.000000,34.000000
4111.249500,0.000010,1496.000000,183046.860178,1.627000,421.000000,262.000000,197.000000,144.000000,96.000000,73.000000,49.000000,19.000000
4111.249500,0.000010,1496.000000,183046.860178,0.870000,174.000000,105.000000,76.000000,56.000000,39.000000,27.000000,14.000000,0.000000
4111.249500,0.000010,1496.000000,36.629153,9189326.337182,1175.000000,980.000000,822.000000,662.000000,500.000000,355.000000,237.000000,108.000000
4111.249500,0.000010,1496.000000,36.629153,10.399000,1033.000000,839.000000,687.000000,539.000000,393.000000,273.000000,174.000000,76.000000
4111.249500,0.000010,1496.000000,36.629153,5.525000,896.000000,707.000000,559.000000,431.000000,316.000000,211.000000,134.000000,55.000000
4111.249500,0.000010,1496.000000,36.629153,3.683000,719.000000,545.000000,420.000000,326.000000,233.000000,159.000000,106.000000,41.000000
4111.249500,0.000010,1496.000000,36.629153,2.521000,546.000000,397.000000,297.000000,230.000000,157.000000,113.000000,78.000000,29.000000
4111.249500,0.000010,1496.000000,36.629153,1.627000,362.000000,241.000000,179.000000,132.000000,86.000000,68.000000,45.000000,16.000000
4111.249500,0.000010,1496.000000,36.629153,0.870000,157.000000,99.000000,72.000000,53.000000,36.000000,26.000000,13.000000,0.000000
4111.249500,0.000010,1496.000000,24.289932,9189326.337182,893.000000,754.000000,637.000000,515.000000,385.000000,278.000000,186.000000,92.000000
4111.249500,0.000010,1496.000000,24.289932,10.399000,780.000000,641.000000,527.000000,411.000000,295.000000,208.000000,130.000000,63.000000
4111.249500,0.000010,1496.000000,24.289932,5.525000,685.000000,547.000000,434.000000,331.000000,239.000000,164.000000,103.000000,47.000000
4111.249500,0.000010,1496.000000,24.289932,3.683000,560.000000,433.000000,335.000000,258.000000,182.000000,126.000000,83.000000,38.000000
4111.249500,0.000010,1496.000000,24.289932,2.521000,443.000000,329.000000,246.000000,190.000000,130.000000,93.000000,62.000000,27.000000
4111.249500,0.000010,1496.000000,24.289932,1.627000,310.000000,210.000000,157.000000,117.000000,76.000000,59.000000,38.000000,15.000000
4111.249500,0.000010,1496.000000,24.289932,0.870000,142.000000,88.000000,66.000000,48.000000,33.000000,24.000000,12.000000,0.000000
4111.249500,0.000010,1496.000000,18.461282,9189326.337182,659.000000,570.000000,476.000000,386.000000,287.000000,204.000000,137.000000,69.000000
4111.249500,0.000010,1496.000000,18.461282,10.399000,564.000000,475.000000,384.000000,299.000000,212.000000,148.000000,92.000000,45.000000
