"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,Israel,0.0002249,150647661.1012267,8760126.73888,50827789.5828267,163713854.0576,16990020.872,214291117.6032,16990020.872,214291117.6032,163713854.0576,150647661.1012267,8760126.73888,163713854.0576,16990020.872,16990020.872,163713854.0576,0.2620711,0.2620711,1.9085319,1.9085319,1.9085319,0.1980436,1.9085319,2.0147486,1.9214817,76333714.0458015,83401000.0,52658333.3333333,83401000.0,0.10378,0.3716865,5.625,1.3425573,12.03125,0.8981975,0.12635,0.67767,0,5.462,3485,0.0015673,0.4393106,10111500,55235000,5.4625921,344,139554436,10540633335,160566.8604651,360.511,0.0458304,0.8811927,0.0458304,0.8811927,0.0458304,270.6035482,164.7503186,0.0458304,2.3908024,0.0070529,0.0070529,15775101.8573867,21941380.8064,8.8464999,6.3603306,6.3603306,1.1660566,1.0736591,1.0736591,1.0371752,ILS,ILS,0.3075952,0.3075952,395.589,148.346,79.1177,98.8971,3485,1356,3970,2943.1772,18.4094522,157.0058997,-12.2166247,1.6289212,18.6810139,1.8865636,1.9345765,0.2054785,0.1769313,1.1575854,0.801833,1.8011516,1.877262,1.9445765,0.1869313,0.811833,1.887262,1.9159193,138221778.81952,145532557.9886933,145532557.9886933,64190627.35008,70309721.1954133,70309721.1954133,0.2167438,0.3416454,140049533.3333333,156114466.6666667,156114466.6666667,74031151.46944,75222836.79328,75222836.79328,9.5015677,None
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,Israel,0.0002947,127221456.7453867,8463133.3201067,49082699.4814933,135864799.84,12826412.2448,217618682.4768,12826412.2448,217618682.4768,135864799.84,127221456.7453867,8463133.3201067,135864799.84,12826412.2448,12826412.2448,135864799.84,0.2494597,0.2494597,3.5462543,3.5462543,3.5462543,0.3345382,3.5462543,1.9501536,1.9339261,57447938.170347,58404000.0,53583866.6666667,58404000.0,0.09441,1.0557683,15.46875,0.237126,2.5,0.6945336,0.15652,0.63369,0,3.159,3660,0.0008631,0.4134722,13190300,41699000,3.1613383,181,110167834,14776587880,230381.2154696,12.405,0.1448205,0.3119792,0.1448205,0.3119792,0.1448205,9.3817448,30.879634,0.1448205,4.0555292,0.3779952,0.3779952,11471598.9332267,18299146.0432,9.6035291,6.0203812,6.0203812,0.128163,0.1374306,0.1374306,0.3717163,ILS,ILS,0.3075952,0.3075952,30.0551,60.1101,37.5688,105.219,3660,3195,4150,3643.3972,0.4556956,14.5539906,-11.8072289,0.973822,0.974822,14.2612156,13.290927,0.8586403,1.3369176,1.3621106,1.3059399,14.1139177,13.5174381,13.300927,1.3469176,1.3159399,13.5274381,13.4141825,175446027.13792,195604893.76032,195604893.76032,98286406.9146667,107281105.7530667,107281105.7530667,0.1655731,0.2195589,483274066.6666667,535994600.0,535994600.0,12688732.63328,14764097.9540267,14764097.9540267,24.6377179,None
TLV:IDIN,I.D.I. INSURANCE,Financial Services,Israel,0.0025034,686186140.5168,62574993.8152533,105304724.56768,667052488.696,74848985.5872,520283746.6112,74848985.5872,520283746.6112,667052488.696,686186140.5168,62574993.8152533,667052488.696,74848985.5872,74848985.5872,667052488.696,0.0722849,0.0722849,2.1441997,2.1441997,2.1441997,0.2404121,2.1441997,0.3826484,0.3801778,414202355.3054663,419551000.0,350845600.0,419551000.0,0.11221,0.2365531,2.5,0.2486491,2.5,0.2357018,0.09093,0.49347,0,16.569,11740,0.0014113,0.6060705,14674900,243336000,16.5817825,1500,156447229,52135879626,162224.0,5.464,-0.0539569,0.0240596,-0.0539569,0.0240596,-0.0539569,4.1040149,20.5083684,-0.0539569,0.2446043,0.5224639,0.5224639,40309325.6426667,61617778.0592,3.8811671,2.538995,2.538995,7.2762064,6.3186602,6.3186602,2.5146945,ILS,ILS,0.3075952,0.3075952,749.578,272.574,477.004,170.359,11740,7686,13400,11788.794,-3.7899679,52.7452511,-12.3880597,1.4189709,8.1628351,1.1396471,1.1589506,1.1527758,437.2980456,0.821587,0.3112482,0.861513,1219.5140176,1.1689506,437.3080456,0.3212482,1219.5240176,610.3464841,1779238541.19616,1855368640.2850134,1855368640.2850134,218799130.3226667,254308063.7550934,254308063.7550934,0.1403418,0.3943241,-491576733.3333333,2207547000.0,2207547000.0,1560439410.8734934,1601060576.5299199,1601060576.5299199,4.7386292,None
TLV:PLRM,PALRAM INDUSTRIES,Industrials,Israel,0.0033307,490116142.3077334,39468052.7706667,169744770.6122667,562228043.2736,83813847.6912,742993129.648,83813847.6912,742993129.648,562228043.2736,490116142.3077334,39468052.7706667,562228043.2736,83813847.6912,83813847.6912,562228043.2736,0.151952,0.151952,1.2230108,1.2230108,1.2230108,0.1824769,1.2230108,0.6862449,0.6767737,416508167.4137158,428005000.0,258678466.6666667,428005000.0,0.14907,0.2514478,2.5,0.3729124,2.5,0.3162308,0.12139,0.70462,0,10.601,4186,0.0025325,0.4238635,25725500,272480992,10.5918638,1594,277936959,33353464789,170941.651192,1.636,0.1288583,14.5787807,0.1288583,14.5787807,0.1288583,4.8716952,22.3219169,0.1288583,3.8396838,0.2510442,0.2510442,69902793.25216,117334957.3968,3.9760494,2.3687481,2.3687481,0.8144844,0.776955,0.776955,0.8824505,ILS,ILS,0.3075952,0.3075952,233.232,77.7439,38.8719,38.872,4186,2533,4279,3454.7874,21.1651982,65.2585867,-6.9058191,1.8934708,46.0841582,2.4321198,2.4695235,0.251451,0.1147188,0.4992536,0.4722796,2.5434635,2.6716976,2.4795235,0.1247188,0.4822796,2.6816976,2.5806105,404338278.7581866,447666794.83328,447666794.83328,208031801.35936,233900516.6666667,233900516.6666667,0.2872237,0.4583312,550612133.3333334,637338866.6666666,637338866.6666666,166406255.3495467,181676039.8123733,181676039.8123733,10.8862656,None
TLV:BRAM,BRAM INDUSTRIES,Consumer Cyclical,Israel,0.0213732,133199866.6666667,2315066.6666667,13266933.3333333,134965000.0,4658000.0,56898000.0,4658000.0,56898000.0,134965000.0,133199866.6666667,2315066.6666667,134965000.0,4658000.0,4658000.0,134965000.0,0.2531508,0.2531508,3.9024468,3.9024468,3.9024468,0.0013451,3.9024468,1.7366825,1.6791917,21071881.1547999,22467000.0,17917000.0,22467000.0,0.03451,0.0,0.0,0.0,0.0,0.02972,0.27775,0.57497,0,0.23,291.7,0.0007885,0.2984911,20226000,4658000,0.2302976,10000000,34172288,18154103,0.4658,1.6879857,0.0260261,1.6879857,0.0260261,1.6879857,0.0260261,1.6879857,13.2422502,0.0260261,1.8632596,2.3118957,2.3118957,19668400.0,27800000.0,1.7374209,1.229219,1.229219,1.6709489,1.610563,1.610563,1.2700796,USD,ILS,1.0,0.3075952,12.2663,9.8131,12.5748,18.5371,291.7,285.1,400,309.37164,-5.7121073,2.3149772,-27.075,0.1148825,0.1158825,1.606205,1.621426,0.1920552,0.1049793,0.6456069,1.0978134,1.2007233,1.1912606,1.631426,0.1149793,1.1078134,1.2012606,1.4163433,163581000.0,162202800.0,162202800.0,61400066.6666667,62146666.6666667,62146666.6666667,0.1287171,0.1749517,11542733.3333333,10504400.0,10504400.0,102180933.3333333,100056133.3333333,100056133.3333333,0.969227,None
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,Israel,0.0252214,207008637.1924267,18325250.6225067,59883248.7264,220317215.1664,31090800.0304,249402802.088,31090800.0304,249402802.088,220317215.1664,207008637.1924267,18325250.6225067,220317215.1664,31090800.0304,31090800.0304,220317215.1664,0.3325104,0.3325104,1.7708114,1.7708114,1.7708114,0.2477234,1.7708114,1.5093696,1.5093452,157731896.7801101,157737000.0,107751333.3333333,157737000.0,0.14112,0.2513021,2.5,0.6934531,4.375,0.4982195,0.05231,0.69568,0,1.51,857.9,0.0017601,0.6921887,66357000,101077000,1.5232304,402,238068034,17743364589,251435.3233831,1.232,0.1046195,1.3229763,0.1046195,1.3229763,0.1046195,1.2547441,11.4515359,0.1046195,3.4844935,1.4112929,1.4112929,30014955.05888,41733286.3552,7.9316472,5.704512,5.704512,1.5147793,1.4434948,1.4434948,1.2024553,ILS,ILS,0.3075952,0.3075952,60.0,45.2714,25.0,38.0,857.9,759.9,1199,901.4972,-4.8360882,12.8964337,-28.4487073,0.4463676,0.4473676,1.6750012,1.6946773,0.0,0.0,0.0079437,0.0019859,0.9695961,1.1507651,1.7046773,0.01,0.0119859,1.1607651,1.4327212,185580735.30656,190145304.5301333,190145304.5301333,74314918.2946133,77841743.3387733,77841743.3387733,0.2635107,0.4994104,-14053066.6666667,26478200.0,26478200.0,111265817.0119467,112303561.19136,112303561.19136,10.0347569,None
TLV:DUNI,DUNIEC BROS,Real Estate,Israel,0.0267238,71651677.0276267,14128995.8914133,93705904.2597333,137454759.4288,33843777.0704,404718999.5904,33843777.0704,404718999.5904,137454759.4288,71651677.0276267,14128995.8914133,137454759.4288,33843777.0704,33843777.0704,137454759.4288,0.4484738,0.4484738,2.297069,2.297069,2.297069,0.0043251,2.297069,1.3534189,1.3538379,147949603.6363636,147858000.0,63957933.3333333,147858000.0,0.24622,0.4861936,2.5,4.1573778,17.1875,2.5597312,0.03857,0.42147,0,21.76,16130,0.001349,0.5840369,3866740,110027000,28.454719,42,200361764,193273984,2619690.4761905,13.407,-0.1337305,-0.1656159,-0.1337305,-0.1656159,-0.1337305,10.013846,31.8946615,-0.1337305,0.236627,0.2293893,0.2293893,8226244.0034133,88535741.6064,24.3564092,2.2630608,2.2630608,1.6586177,1.2628016,1.2628016,1.1247445,ILS,ILS,0.3075952,0.3075952,200.0,100.0,200.0,200.0,16130,56.14,16600,95.6,16772.3849372,28631.7420734,-0.797745,1.9431813,53.8368926,1.6274212,1.8284566,0.6572112,0.4978778,8.1993441,7.1862133,1.2943549,1.4159449,1.8384566,0.5078778,7.1962133,1.4259449,1.6322008,220113669.1693867,216472767.31872,216472767.31872,84401559.5866667,96379029.5858133,96379029.5858133,0.256342,0.4511529,123864066.6666667,143626866.6666667,143626866.6666667,135712109.58272,120093737.7329067,120093737.7329067,2.696225,None
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,Israel,0.0345403,170472315.2856533,13937589.6516267,67587011.5230933,210278230.624,23235126.2176,301550954.32,23235126.2176,301550954.32,210278230.624,170472315.2856533,13937589.6516267,210278230.624,23235126.2176,23235126.2176,210278230.624,0.2882167,0.2882167,2.0301883,2.0301883,2.0301883,0.2244197,2.0301883,1.4389303,1.4157673,141426788.3710988,145980000.0,100458600.0,145980000.0,0.1105,0.2067594,2.5,0.3045481,2.5,0.2588873,0.25944,0.60627,0,2.056,1354,0.0015185,0.3953089,36755000,75538000,2.0551762,138,196951543,15341782219,547376.8115942,1.046,0.2795044,3.3851321,0.2795044,3.3851321,0.2795044,1.630783,13.0202116,0.2795044,5.5368176,1.2449163,1.2449163,24983517.8407467,33835164.4048,7.883259,5.8209128,5.8209128,0.9922232,1.0211897,1.0211897,1.0115393,ILS,ILS,0.3075952,0.3075952,76.5,0,0,0,1354,1089,1717,1298.8794,0.5295509,24.3342516,-21.1415259,0.843949,0.844949,2.1639655,2.0093512,0.0027296,0.0006824,0.0637571,0.0628354,2.3411574,2.2713088,2.0193512,0.0106824,0.0728354,2.2813088,2.15033,215631863.56096,237957389.7594667,237957389.7594667,106273608.4349867,116125185.4752,116125185.4752,0.1976441,0.3000869,186803733.3333333,210980066.6666667,210980066.6666667,106076788.51968,118449620.88256,118449620.88256,9.1321434,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,0.0747121,69332183.6498133,6276808.1575467,14876821.3416533,74241485.0672,7909502.9728,59440926.8288,7909502.9728,59440926.8288,74241485.0672,69332183.6498133,6276808.1575467,74241485.0672,7909502.9728,7909502.9728,74241485.0672,0.1876331,0.1876331,2.0596142,2.0596142,2.0596142,0.2187834,2.0596142,1.0538212,1.0456011,43648065.6742557,44329000.0,36654266.6666667,44329000.0,0.10654,1.5226581,15.46875,0.3039653,2.5,0.9821576,0.12477,0.69876,0,6.28,4177,0.0015035,0.6390188,4082590,25714000,6.2984527,47,45279671,5280576429,547106.3829787,0.912,0.0914062,0.439933,0.0914062,0.439933,0.0914062,0.7939833,9.1605738,0.0914062,3.2733453,2.5940273,2.5940273,12672266.0369067,17201031.1792,3.5731314,2.6323813,2.6323813,0.8241236,0.7379504,0.7379504,0.8600404,ILS,ILS,0.3075952,0.3075952,538.874,221.099,293.937,220.094,4177,2291,4614,3834.4255,8.9341806,82.3221301,-9.4711747,1.6237624,18.3288343,2.3001258,2.3973006,32.0390002,0.047191,12.0831236,8.6836596,2.1663978,2.2397673,2.4073006,0.057191,8.6936596,2.2497673,2.3285339,40382410.2621867,41788715.01024,41788715.01024,22552490.4434133,24242500.4976,24242500.4976,0.2892737,0.426266,62437400.0,68042400.0,68042400.0,17829919.8187733,17546214.51264,17546214.51264,13.7746208,None
TLV:ILX,ILEX MEDICAL,Healthcare,Israel,0.2018118,790892000.0,89157400.0,269406066.6666667,1059234000.0,145703000.0,1208118000.0,145703000.0,1208118000.0,1059234000.0,790892000.0,89157400.0,1059234000.0,145703000.0,145703000.0,1059234000.0,0.3082104,0.3082104,2.4709153,2.4709153,2.4709153,0.0030919,2.4709153,1.5385912,1.5189807,217662456.417433,223211000.0,147127533.3333333,223211000.0,0.13755,0.0,0.0,0.0,0.0,0.0886,0.12716,0.61936,0,13.208,10640,0.0012414,0.86964,10035000,145703008,14.5194826,240,326356597,327500753,607095.8666667,1.744,0.3095209,0.6897633,0.3095209,0.6897633,0.3095209,1.4804408,12.4173367,0.3095209,5.8134604,1.6690402,1.6690402,132796266.6666667,208369000.0,2.4575736,1.5662435,1.5662435,0.9712772,0.8722435,0.8722435,0.9349398,USD,ILS,1.0,0.3075952,249.128,179.372,149.477,183.458,10640,61.28,10690,99.88,10552.78334,17262.924282,-0.8881325,1.9905915,62.2146855,2.2827232,2.1575857,0.1770786,0.1026004,2.5352827,2.2443052,2.0259397,1.8809498,2.1675857,0.1126004,2.2543052,1.8909498,2.0292677,674203266.6666666,791093133.3333334,791093133.3333334,332096666.6666667,422876066.6666667,422876066.6666667,0.2841793,0.4445525,239615333.3333333,268231466.6666667,268231466.6666667,294514733.3333333,368217066.6666667,368217066.6666667,2.3076953,None
