"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,Israel,1.9e-05,149267323.0203733,8679860.39792,50362070.2147733,162213794.4784,16834346.548,212327634.1488,16834346.548,212327634.1488,162213794.4784,149267323.0203733,8679860.39792,162213794.4784,16834346.548,16834346.548,162213794.4784,0.2596698,0.2596698,1.7599158,1.7599158,1.7599158,0.1826221,1.7599158,1.996288,1.9038758,76333714.0458015,83401000.0,52658333.3333333,83401000.0,0.10378,0.3716865,5.625,1.3425573,12.03125,0.8981975,0.12635,0.67767,0,5.462,3124,0.0017484,0.4051018,10111500,55235000,5.4625921,344,138275741,9719841446,160566.8604651,360.511,0.0458304,0.8811927,0.0458304,0.8811927,0.0458304,270.6035482,164.7503186,0.0458304,2.3908024,0.0065037,0.0065037,15630559.4618133,21740338.6976,8.8464999,6.3603306,6.3603306,1.1660566,1.0736591,1.0736591,1.0371752,ILS,ILS,0.3047768,0.3047768,395.589,148.346,79.1177,98.8971,3124,1330,3970,2830.3777,10.3739618,134.887218,-21.3098237,1.3590909,6.3021835,1.8865636,1.9345765,0.2054785,0.1769313,1.1575854,0.801833,1.8011516,1.877262,1.9445765,0.1869313,0.811833,1.887262,1.9159193,136955295.26768,144199088.0209067,144199088.0209067,0.2167438,140049533.3333333,156114466.6666667,156114466.6666667,73352826.84896,74533593.12752,74533593.12752,9.191178,None
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,Israel,5.01e-05,126055765.7538133,8385588.2382933,48632969.8361067,134619912.56,12708887.7832,215624709.5712,12708887.7832,215624709.5712,134619912.56,126055765.7538133,8385588.2382933,134619912.56,12708887.7832,12708887.7832,134619912.56,0.247174,0.247174,3.4626271,3.4626271,3.4626271,0.3266492,3.4626271,1.9322849,1.9162061,57447938.170347,58404000.0,53583866.6666667,58404000.0,0.09441,1.0557683,15.46875,0.237126,2.5,0.6945336,0.15652,0.63369,0,3.159,3515,0.0008987,0.4037218,13190300,41699000,3.1613383,181,109158400,14428129732,230381.2154696,12.405,0.1448205,0.3119792,0.1448205,0.3119792,0.1448205,9.3817448,30.879634,0.1448205,4.0555292,0.3690814,0.3690814,11366488.2083733,18131476.6088,9.6035291,6.0203812,6.0203812,0.128163,0.1374306,0.1374306,0.3717163,ILS,ILS,0.3047768,0.3047768,30.0551,60.1101,37.5688,105.219,3515,3057,4150,3608.6294,-2.5945973,14.9820085,-15.3012048,0.8380604,0.8390604,14.2612156,13.290927,0.8586403,1.3369176,1.3621106,1.3059399,14.1139177,13.5174381,13.300927,1.3469176,1.3159399,13.5274381,13.4141825,173838469.27328,193812626.41488,193812626.41488,0.1655731,483274066.6666667,535994600.0,535994600.0,12572469.68752,14628819.0755733,14628819.0755733,24.460533,None
TLV:IDIN,I.D.I. INSURANCE,Financial Services,Israel,0.0002082,679898828.4312,62001638.4359467,104339849.83712,660940492.3640001,74163167.4048,515516547.0208001,74163167.4048,515516547.0208001,660940492.3640001,679898828.4312,62001638.4359467,660940492.3640001,74163167.4048,74163167.4048,660940492.3640001,0.0716225,0.0716225,2.0086684,2.0086684,2.0086684,0.225216,2.0086684,0.3791423,0.3766944,414202355.3054662,419551000.0,350845600.0,419551000.0,0.11221,0.2365531,2.5,0.2486491,2.5,0.2357018,0.09093,0.49347,0,16.569,10950,0.0015132,0.5677618,14674900,243336000,16.5817825,1500,155013752,48840453292,162224.0,5.464,-0.0539569,0.0240596,-0.0539569,0.0240596,-0.0539569,4.1040149,20.5083684,-0.0539569,0.2446043,0.4894398,0.4894398,39939983.7173333,61053193.3528,3.8811671,2.538995,2.538995,7.2762064,6.3186602,6.3186602,2.5146945,ILS,ILS,0.3047768,0.3047768,749.578,272.574,477.004,170.359,10950,7686,13400,11633.679,-5.8767222,42.4668228,-18.2835821,1.1424571,2.2235119,1.1396471,1.1589506,1.1527758,437.2980456,0.821587,0.3112482,0.861513,1219.5140176,1.1689506,437.3080456,0.3212482,1219.5240176,610.3464841,1762935926.9014401,1838368469.3597867,1838368469.3597867,0.1403418,-491576733.3333333,2207547000.0,2207547000.0,1546141585.5641067,1586390552.00128,1586390552.00128,4.6269766,None
TLV:GLRS,GLOBRANDS GROUP,Consumer Defensive,Israel,0.000554,495437466.6666667,69362333.3333333,40491200.0,537167000.0,76178000.0,208616000.0,76178000.0,208616000.0,537167000.0,495437466.6666667,69362333.3333333,537167000.0,76178000.0,76178000.0,537167000.0,0.3815806,0.3815806,1.9773568,1.9773568,1.9773568,0.0027103,1.9773568,1.89114,1.8684493,111064784.6897663,113730000.0,103019600.0,113730000.0,0.14181,0.0,0.0,0.0,0.0,0.0910343,0.04992,0.69952,0,62.609,39760,0.0015747,2.153761,1176000,76178000,64.7772109,199,204998766,145589195,382804.0201005,0.271,0.0667107,0.0502436,0.0667107,0.0502436,0.0667107,0.2158109,4.8955451,0.0667107,2.832841,9.1624514,9.1624514,69500533.3333333,61222000.0,2.9495999,3.3484494,3.3484494,4.1109098,3.4740049,3.4740049,1.8648683,USD,ILS,1.0,0.3047768,0,0,0,0,39760,39760,40970,39760,0.0,0.0,-2.9533805,0.0,0.001,1.2449222,1.2985627,1.4256588,0.8981938,2.3017417,2.6429748,1.1413942,1.2021448,1.3085627,0.9081938,2.6529748,1.2121448,1.2603537,254928933.3333333,296593800.0,296593800.0,0.3568429,26207000.0,41033400.0,41033400.0,205107066.6666667,228814133.3333333,228814133.3333333,2.1399463,None
TLV:PLRM,PALRAM INDUSTRIES,Industrials,Israel,0.0011943,485625359.1762667,39106419.1693333,168189451.6037334,557076521.0224,83045887.2408,736185312.6320001,83045887.2408,736185312.6320001,557076521.0224,485625359.1762667,39106419.1693333,557076521.0224,83045887.2408,83045887.2408,557076521.0224,0.1505597,0.1505597,1.2014548,1.2014548,1.2014548,0.1792607,1.2014548,0.679957,0.6705726,416508167.4137158,428005000.0,258678466.6666667,428005000.0,0.14907,0.2514478,2.5,0.3729124,2.5,0.3162308,0.12139,0.70462,0,10.601,4057,0.002613,0.4163928,25725500,272480992,10.5918638,1594,275390308,32765599275,170941.651192,1.636,0.1288583,14.5787807,0.1288583,14.5787807,0.1288583,4.8716952,22.3219169,0.1288583,3.8396838,0.2466195,0.2466195,69262295.50544,116259853.3512,3.9760494,2.3687481,2.3687481,0.8144844,0.776955,0.776955,0.8824505,ILS,ILS,0.3047768,0.3047768,233.232,77.7439,38.8719,38.872,4057,2476,4191,3372.6294,20.2919004,63.8529887,-3.1973276,1.8437318,39.2813538,2.4321198,2.4695235,0.251451,0.1147188,0.4992536,0.4722796,2.5434635,2.6716976,2.4795235,0.1247188,0.4822796,2.6816976,2.5806105,400633451.7490133,443564961.98752,443564961.98752,0.2872237,550612133.3333334,637338866.6666666,637338866.6666666,164881526.1272534,180011398.2620267,180011398.2620267,10.8450067,None
TLV:BRAM,BRAM INDUSTRIES,Consumer Cyclical,Israel,0.0055567,133199866.6666667,2315066.6666667,13266933.3333333,134965000.0,4658000.0,56898000.0,4658000.0,56898000.0,134965000.0,133199866.6666667,2315066.6666667,134965000.0,4658000.0,4658000.0,134965000.0,0.2508313,0.2508313,4.0455804,4.0455804,4.0455804,0.0013944,4.0455804,1.7207698,1.6638058,21071881.1547999,22467000.0,17917000.0,22467000.0,0.03451,0.0,0.0,0.0,0.0,0.02972,0.27775,0.57497,0,0.23,298.3,0.000771,0.3094392,20226000,4658000,0.2302976,10000000,33859178,18819960,0.4658,1.6879857,0.0260261,1.6879857,0.0260261,1.6879857,0.0260261,1.6879857,13.2422502,0.0260261,1.8632596,2.3966912,2.3966912,19668400.0,27800000.0,1.7215014,1.2179561,1.2179561,1.6709489,1.610563,1.610563,1.2700796,USD,ILS,1.0,0.3047768,12.2663,9.8131,12.5748,18.5371,298.3,289.9,400,311.75665,-4.3163955,2.8975509,-25.425,0.1525886,0.1535886,1.606205,1.621426,0.1920552,0.1049793,0.6456069,1.0978134,1.2007233,1.1912606,1.631426,0.1149793,1.1078134,1.2012606,1.4163433,163581000.0,162202800.0,162202800.0,0.1287171,11542733.3333333,10504400.0,10504400.0,102180933.3333333,100056133.3333333,100056133.3333333,0.9712234,None
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,Israel,0.0073226,168910330.0095467,13809883.8139733,66967732.5705067,208351516.016,23022229.9184,298787935.88,23022229.9184,298787935.88,208351516.016,168910330.0095467,13809883.8139733,208351516.016,23022229.9184,23022229.9184,208351516.016,0.2855759,0.2855759,1.9300555,1.9300555,1.9300555,0.213351,1.9300555,1.4257459,1.402795,141426788.3710988,145980000.0,100458600.0,145980000.0,0.1105,0.2067594,2.5,0.3045481,2.5,0.2588873,0.25944,0.60627,0,2.056,1318,0.0015599,0.3758115,36755000,75538000,2.0551762,138,195146936,14585096748,547376.8115942,1.046,0.2795044,3.3851321,0.2795044,3.3851321,0.2795044,1.630783,13.0202116,0.2795044,5.5368176,1.1835146,1.1835146,24754601.5680533,33525143.2232,7.883259,5.8209128,5.8209128,0.9922232,1.0211897,1.0211897,1.0115393,ILS,ILS,0.3047768,0.3047768,76.5,0,0,0,1318,1089,1717,1294.4965,1.815648,21.0284665,-23.2382062,0.7292994,0.7302994,2.1639655,2.0093512,0.0027296,0.0006824,0.0637571,0.0628354,2.3411574,2.2713088,2.0193512,0.0106824,0.0728354,2.2813088,2.15033,213656095.26464,235777059.5485334,235777059.5485334,0.1976441,186803733.3333333,210980066.6666667,210980066.6666667,105104839.60512,117364303.51904,117364303.51904,8.9595909,None
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,Israel,0.0083613,205111880.8611733,18157341.9998933,59334556.9776,218298516.4376,30805924.6136,247117601.092,30805924.6136,247117601.092,218298516.4376,205111880.8611733,18157341.9998933,218298516.4376,30805924.6136,30805924.6136,218298516.4376,0.3294637,0.3294637,1.8532852,1.8532852,1.8532852,0.2592609,1.8532852,1.4955398,1.4955156,157731896.7801101,157737000.0,107751333.3333333,157737000.0,0.14112,0.2513021,2.5,0.6934531,4.375,0.4982195,0.05231,0.69568,0,1.51,894.6,0.0016879,0.7244268,66357000,101077000,1.5232304,402,235886690,18569745471,251435.3233831,1.232,0.1046195,1.3229763,0.1046195,1.3229763,0.1046195,1.2547441,11.4515359,0.1046195,3.4844935,1.4770224,1.4770224,29739937.27792,41350897.1168,7.9316472,5.704512,5.704512,1.5147793,1.4434948,1.4434948,1.2024553,ILS,ILS,0.3047768,0.3047768,60.0,45.2714,25.0,38.0,894.6,843.5,1240,912.76575,-6.5176587,6.0580913,-27.8548387,0.2577554,0.2587554,1.6750012,1.6946773,0.0,0.0,0.0079437,0.0019859,0.9695961,1.1507651,1.7046773,0.01,0.0119859,1.1607651,1.4327212,183880316.23504,188403061.7178667,188403061.7178667,0.2635107,-14053066.6666667,26478200.0,26478200.0,110246322.6288533,111274558.27824,111274558.27824,10.2983365,None
TLV:DUNI,DUNIEC BROS,Real Estate,Israel,0.0098256,70995154.7979733,13999536.2573867,92847305.9442667,136195303.8392,33533676.9736,401010684.1536,33533676.9736,401010684.1536,136195303.8392,70995154.7979733,13999536.2573867,136195303.8392,33533676.9736,33533676.9736,136195303.8392,0.4443646,0.4443646,2.1065455,2.1065455,2.1065455,0.0039663,2.1065455,1.3410179,1.3414331,147949603.6363636,147858000.0,63957933.3333333,147858000.0,0.24622,0.4861936,2.5,4.1573778,17.1875,2.5597312,0.03857,0.42147,0,21.76,15220,0.0014297,0.5355958,3866740,110027000,28.454719,42,198525911,177243460,2619690.4761905,13.407,-0.1337305,-0.1656159,-0.1337305,-0.1656159,-0.1337305,10.013846,31.8946615,-0.1337305,0.236627,0.2103633,0.2103633,8150869.4653867,87724515.8976,24.3564092,2.2630608,2.2630608,1.6586177,1.2628016,1.2628016,1.1247445,ILS,ILS,0.3047768,0.3047768,200.0,100.0,200.0,200.0,15220,56.14,15260,95.6,15820.5020921,27010.7944425,-0.6198799,1.9947382,62.9963518,1.6274212,1.8284566,0.6572112,0.4978778,8.1993441,7.1862133,1.2943549,1.4159449,1.8384566,0.5078778,7.1962133,1.4259449,1.6322008,218096835.4698133,214489294.08048,214489294.08048,0.256342,123864066.6666667,143626866.6666667,143626866.6666667,134468621.35648,118993355.8334933,118993355.8334933,2.6881122,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,0.0339905,68696914.2229867,6219295.6992533,14740509.6135467,73561233.2248,7837030.6352,58896287.9392,7837030.6352,58896287.9392,73561233.2248,68696914.2229867,6219295.6992533,73561233.2248,7837030.6352,7837030.6352,73561233.2248,0.1859138,0.1859138,2.0368602,2.0368602,2.0368602,0.2163663,2.0368602,1.0441653,1.0360205,43648065.6742557,44329000.0,36654266.6666667,44329000.0,0.10654,1.5226581,15.46875,0.3039653,2.5,0.9821576,0.12477,0.69876,0,6.28,4151,0.0015129,0.6319591,4082590,25714000,6.2984527,47,44864788,5222237666,547106.3829787,0.912,0.0914062,0.439933,0.0914062,0.439933,0.0914062,0.7939833,9.1605738,0.0914062,3.2733453,2.5653692,2.5653692,12556153.9694933,17043423.4328,3.5731314,2.6323813,2.6323813,0.8241236,0.7379504,0.7379504,0.8600404,ILS,ILS,0.3047768,0.3047768,538.874,221.099,293.937,220.094,4151,1902,4614,3739.4824,11.0046674,118.2439537,-10.0346771,1.6585546,20.8151045,2.3001258,2.3973006,32.0390002,0.047191,12.0831236,8.6836596,2.1663978,2.2397673,2.4073006,0.057191,8.6936596,2.2497673,2.3285339,40012398.6850133,41405817.89616,41405817.89616,0.2892737,62437400.0,68042400.0,68042400.0,17666549.7596267,17385443.95776,17385443.95776,13.7639593,None
