pb,pi,ev,pe,evr / pm,0.00091,17.5033,36.78091,76.8919,148.79351,305.37526,599.22326,2095.17846
3884.892000,0.000010,0.000000,2085748.485068,91626972.000000,3070.000000,2367.000000,2028.000000,1690.000000,1357.000000,1017.000000,674.000000,334.000000
3884.892000,0.000010,0.000000,2085748.485068,10.612750,2390.000000,1787.000000,1483.000000,1207.000000,930.000000,698.000000,458.000000,226.000000
3884.892000,0.000010,0.000000,2085748.485068,5.676500,2040.000000,1494.000000,1216.000000,983.000000,748.000000,551.000000,363.000000,181.000000
3884.892000,0.000010,0.000000,2085748.485068,3.696000,1669.000000,1179.000000,953.000000,771.000000,576.000000,424.000000,282.000000,137.000000
3884.892000,0.000010,0.000000,2085748.485068,2.426728,1279.000000,861.000000,693.000000,558.000000,408.000000,312.000000,212.000000,102.000000
3884.892000,0.000010,0.000000,2085748.485068,1.503750,868.000000,552.000000,439.000000,342.000000,240.000000,185.000000,127.000000,60.000000
3884.892000,0.000010,0.000000,2085748.485068,0.857885,438.000000,255.000000,195.000000,151.000000,107.000000,83.000000,53.000000,23.000000
3884.892000,0.000010,0.000000,39.282677,91626972.000000,2229.000000,1860.000000,1612.000000,1345.000000,1072.000000,802.000000,543.000000,274.000000
3884.892000,0.000010,0.000000,39.282677,10.612750,1861.000000,1504.000000,1265.000000,1035.000000,805.000000,611.000000,411.000000,206.000000
3884.892000,0.000010,0.000000,39.282677,5.676500,1657.000000,1313.000000,1084.000000,878.000000,678.000000,507.000000,337.000000,171.000000
3884.892000,0.000010,0.000000,39.282677,3.696000,1386.000000,1062.000000,865.000000,702.000000,536.000000,400.000000,268.000000,131.000000
3884.892000,0.000010,0.000000,39.282677,2.426728,1087.000000,792.000000,639.000000,516.000000,385.000000,297.000000,203.000000,98.000000
3884.892000,0.000010,0.000000,39.282677,1.503750,751.000000,514.000000,412.000000,323.000000,229.000000,178.000000,122.000000,57.000000
3884.892000,0.000010,0.000000,39.282677,0.857885,378.000000,236.000000,183.000000,142.000000,102.000000,80.000000,52.000000,22.000000
3884.892000,0.000010,0.000000,25.645803,91626972.000000,1783.000000,1500.000000,1317.000000,1109.000000,886.000000,681.000000,474.000000,245.000000
3884.892000,0.000010,0.000000,25.645803,10.612750,1512.000000,1236.000000,1058.000000,870.000000,676.000000,526.000000,357.000000,185.000000
3884.892000,0.000010,0.000000,25.645803,5.676500,1383.000000,1113.000000,937.000000,759.000000,587.000000,456.000000,310.000000,161.000000
3884.892000,0.000010,0.000000,25.645803,3.696000,1172.000000,917.000000,761.000000,615.000000,475.000000,369.000000,250.000000,128.000000
3884.892000,0.000010,0.000000,25.645803,2.426728,943.000000,705.000000,576.000000,462.000000,354.000000,277.000000,192.000000,95.000000
3884.892000,0.000010,0.000000,25.645803,1.503750,672.000000,477.000000,385.000000,304.000000,221.000000,174.000000,122.000000,57.000000
3884.892000,0.000010,0.000000,25.645803,0.857885,347.000000,219.000000,171.000000,132.000000,96.000000,78.000000,52.000000,22.000000
3884.892000,0.000010,0.000000,18.802193,91626972.000000,1338.000000,1122.000000,978.000000,831.000000,668.000000,512.000000,361.000000,195.000000
3884.892000,0.000010,0.000000,18.802193,10.612750,1129.000000,917.000000,778.000000,645.000000,506.000000,390.000000,265.000000,142.000000
3884.892000,0.000010,0.000000,18.802193,5.676500,1034.000000,826.000000,689.000000,564.000000,441.000000,339.000000,234.000000,127.000000
3884.892000,0.000010,0.000000,18.802193,3.696000,893.000000,696.000000,572.000000,468.000000,367.000000,286.000000,196.000000,102.000000
3884.892000,0.000010,0.000000,18.802193,2.426728,744.000000,560.000000,452.000000,365.000000,285.000000,219.000000,152.000000,74.000000
3884.892000,0.000010,0.000000,18.802193,1.503750,548.000000,392.000000,312.000000,252.000000,188.000000,144.000000,102.000000,47.000000
3884.892000,0.000010,0.000000,18.802193,0.857885,298.000000,187.000000,147.000000,117.000000,84.000000,67.000000,43.000000,17.000000
3884.892000,0.000010,0.000000,13.958470,91626972.000000,888.000000,727.000000,626.000000,520.000000,412.000000,317.000000,230.000000,116.000000
3884.892000,0.000010,0.000000,13.958470,10.612750,727.000000,569.000000,472.000000,374.000000,285.000000,222.000000,154.000000,73.000000
3884.892000,0.000010,0.000000,13.958470,5.676500,666.000000,512.000000,416.000000,324.000000,248.000000,192.000000,135.000000,64.000000
3884.892000,0.000010,0.000000,13.958470,3.696000,591.000000,443.000000,355.000000,274.000000,211.000000,166.000000,117.000000,52.000000
3884.892000,0.000010,0.000000,13.958470,2.426728,509.000000,370.000000,295.000000,225.000000,170.000000,131.000000,96.000000,39.000000
3884.892000,0.000010,0.000000,13.958470,1.503750,390.000000,273.000000,214.000000,163.000000,121.000000,94.000000,69.000000,28.000000
3884.892000,0.000010,0.000000,13.958470,0.857885,231.000000,143.000000,110.000000,84.000000,60.000000,48.000000,30.000000,9.000000
3884.892000,0.000010,0.000000,8.536905,91626972.000000,441.000000,355.000000,296.000000,239.000000,195.000000,149.000000,112.000000,58.000000
3884.892000,0.000010,0.000000,8.536905,10.612750,348.000000,263.000000,207.000000,155.000000,119.000000,92.000000,64.000000,31.000000
3884.892000,0.000010,0.000000,8.536905,5.676500,323.000000,239.000000,183.000000,134.000000,103.000000,80.000000,57.000000,29.000000
