Symbol,Name,Sector,sss_value,close,appearance_counter
TLV:NTO,NETO M.E HOLDINGS,Consumer Defensive,12.93065,15300.0,102.1324
TLV:DLEA,DELEK AUTOMOTIVE S,Consumer Cyclical,1049.85705,4280.0,97.4926
TLV:MTRX,MATRIX IT LTD,Technology,40475.91454,8812.0,89.8665
TLV:AFHL,AFCON HOLDINGS LTD,Technology,1.42189,20960.0,86.4826
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,0.00116,3621.0,76.7361
TLV:IDIN,I.D.I. INSURANCE,Financial Services,0.00246,10900.0,75.3361
TLV:PLRM,PALRAM INDUSTRIES,Industrials,0.00632,3710.0,73.1285
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,0.04875,879.8,72.1937
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,59.35058,6245.0,67.4972
TLV:MTDS,MEITAV DASH INV,Financial Services,391.06025,1790.0,63.4356
TLV:HLAN,HILAN LTD,Technology,3623.10303,15720.0,61.6729
TLV:GNRS,GENERATION CAPITAL,Energy,2143.39845,107.6,58.6169
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,0.06993,1390.0,57.9433
TLV:SCOP,SCOPE METALS GROUP,Industrials,4210.89463,9871.0,57.6337
TLV:SANO1,SANO-BRUNO'S ENTER,Consumer Defensive,5.11847,32140.0,56.2925
TLV:BEZQ,BEZEQ ISRAEL TELCM,Communication Services,855788.57513,355.0,54.5365
TLV:MLTM,MALAM TEAM LTD,Technology,4713.7144,11180.0,54.3878
TLV:DUNI,DUNIEC BROS,Real Estate,1.16756,15000.0,54.3545
TLV:ASHG,ASHTROM GROUP LTD,Real Estate,172.79319,7400.0,52.3419
TLV:SAE,SHUFERSAL LTD,Consumer Defensive,1781.34084,2594.0,49.1811
TLV:LAHAV,LAHAV L.R. REAL ES,Real Estate,36490.38534,508.5,47.829
TLV:HAMAT,HAMAT GROUP LTD,Industrials,79.98415,1916.0,41.9785
TLV:RMLI,RAMI LEVI CHAIN,Consumer Defensive,162.15454,21440.0,40.7925
TLV:GLPL,GOLAN PLASTIC PROD,Industrials,177.10061,928.5,39.1556
TLV:ARAD,ARAD INVESTMENT &,Industrials,2758.52172,36490.0,36.8827
TLV:STRS,STRAUSS GROUP LTD,Consumer Defensive,1246.89064,9125.0,36.2225
TLV:NFTA,NAPHTHA ISRAEL PET,Energy,520977986.07069,1518.0,35.9177
TLV:GOLF,GOLF & CO,Consumer Cyclical,356.80391,846.4,35.062
TLV:BLSR,BLUE SQUARE REAL,Real Estate,34416.45664,24990.0,34.008
TLV:KLIL,KLIL INDUSTRIES,Basic Materials,67.43064,31400.0,33.918
TLV:NTML,NETO MALINDA,Consumer Defensive,79.41268,8000.0,32.4928
TLV:HRON,HIRON TRADE INVS,Real Estate,36.5245,163900.0,31.3937
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,0.34679,4409.0,31.3614
TLV:ISRS,ISRAS INVESTMNT CO,Real Estate,119482.13785,75110.0,31.1382
TLV:SMT,SUMMIT R/EST HLDGS,Real Estate,509323588.21432,4913.0,30.0733
TLV:CAST,CASTRO MODEL,Consumer Cyclical,7589.77281,8104.0,29.8131
TLV:TLSY,TELSYS LTD,Technology,235.15465,12020.0,29.3798
TLV:AZRM,AZORIM INV DEV,Real Estate,651.13554,1310.0,29.3494
TLV:BKRY,BIKUREY HASADE HOL,Consumer Defensive,232.31928,585.7,29.2016
TLV:VCTR,VICTORY SUPERMARKE,Consumer Defensive,171.24305,6713.0,29.0067
TLV:RIMO,RIMONI INDUSTRIES,Basic Materials,1375.19542,6554.0,28.9303
TLV:EMDV,EMILIA DEV (O.F.G),Financial Services,322.04268,2273.0,28.8921
TLV:MTRN,MAYTRONICS LTD,Technology,5854726044.31897,6791.0,28.8424
TLV:KEN,KENON HLDGS LTD,Utilities,6997.22865,11240.0,27.3961
TLV:VILR,VILLAR INTL LTD,Real Estate,8043.09774,16330.0,27.2273
TLV:DEDR-L,DELEK DRILLING,Energy,21159.07881,522.0,26.601
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,0.00469,3642.0,26.249
